1503,,,,,,,,1122,1040,990,973,149,0,,,,,,,,,
ISO NO.,PIECE MARK,REF. DWG.,SHT. NO.,LINE NO.,PAINT SYS.,TOP COAT,PRIORITY,DATE PULL,FIRST FIT,FINAL FIT,WELD OUT,SHIP TO COATING,TO SITE,LOAD NO.,READY TO SHIP,READY TO SHIP COATING,COMMENTS,SPEC.,AREA,ON HOLD,SHOP,S.O.
     579-1,6-7114-579-1                  ,64758-P1A109J-6                              ,2,"3/4""-N-64758-P1A109J-6                       ",GALV./SZ227S             ,BLUE RAL 5015       ,1,10/7/2020,10/13/2020,10/13/2020,10/13/2020,,,P5002     ,,,,P1A109J   ,6,,PA        ,7114
     579-3,6-7114-579-3                  ,64758-P1A109J-6                              ,2,"3/4""-N-64758-P1A109J-6                       ",HOT DIP GALV/SZ227S      ,BLUE RAL 5015       ,1,10/14/2020,10/16/2020,10/16/2020,,,,,,,,P1A109J   ,6,,PA        ,7114
     581-1,6-7114-581-1                  ,64759-P1A109J-6                              ,2,"3/4""-N-64759-P1A109J-6                       ",GALV./SZ227S             ,BLUE RAL 5015       ,1,10/7/2020,10/13/2020,10/13/2020,10/13/2020,,,P5002     ,,,,P1A109J   ,6,,PA        ,7114
     581-3,6-7114-581-3                  ,64759-P1A109J-6                              ,2,"3/4""-N-64759-P1A109J-6                       ",HOT DIP GALV/SZ227S      ,BLUE RAL 5015       ,1,10/14/2020,10/16/2020,10/16/2020,,,,,,,,P1A109J   ,6,,PA        ,7114
     582-1,6-7114-582-1                  ,64760-P1A109J-6                              ,1,"3/4""-N-64760-P1A109J-6                       ",GALV./SZ227S             ,BLUE RAL 5015       ,1,10/6/2020,10/13/2020,10/13/2020,10/13/2020,,,,,,,P1A109J   ,6,,PA        ,7114
     582-2,6-7114-582-2                  ,64760-P1A109J-6                              ,1,"3/4""-N-64760-P1A109J-6                       ",HOT DIP GALV/SZ227S      ,BLUE RAL 5015       ,1,10/6/2020,10/13/2020,10/13/2020,10/13/2020,10/16/2020,,P5001     ,,,,P1A109J   ,6,,PA        ,7114
     583-1,6-7114-583-1                  ,64760-P1A109J-6                              ,2,"3/4""-N-64760-P1A109J-6                       ",HOT DIP GALV/SZ227S      ,BLUE RAL5015        ,1,10/14/2020,10/16/2020,10/16/2020,,,,,,,,P1A109J   ,6,,PA        ,7114
     583-3,6-7114-583-3                  ,64760-P1A109J-6                              ,2,"3/4""-N-64760-P1A109J-6                       ",GALV./SZ227S             ,BLUE RAL 5015       ,1,10/7/2020,10/13/2020,10/13/2020,10/13/2020,,,P5002     ,,,,P1A109J   ,6,,PA        ,7114
     584-1,6-7114-584-1                  ,64761-P1A109J-6                              ,1,"3/4""-N-64761-P1A109J-6                       ",HOT DIP GALV/SZ227S      ,BLUE RAL 5015       ,1,10/14/2020,10/15/2020,10/16/2020,10/16/2020,,,,,,,P1A109J   ,6,,PA        ,7114
     584-2,6-7114-584-2                  ,64761-P1A109J-6                              ,1,"3/4""-N-64761-P1A109J-6                       ",HOT DIP GALV/SZ227S      ,BLUE RAL 5015       ,1,10/14/2020,10/15/2020,10/16/2020,10/16/2020,,,,,,,P1A109J   ,6,,PA        ,7114
     585-1,6-7114-585-1                  ,64761-P1A109J-6                              ,2,"3/4""-N-64761-P1A109J-6                       ",HOT DIP GALV/SZ227S      ,BLUE RAL5015        ,1,10/14/2020,10/15/2020,10/15/2020,10/15/2020,,,,,,,P1A109J   ,6,,PA        ,7114
     585-3,6-7114-585-3                  ,64761-P1A109J-6                              ,2,"3/4""-N-64761-P1A109J-6                       ",HOT DIP GALV/SZ227S      ,BLUE RAL5015        ,1,10/14/2020,10/16/2020,10/16/2020,10/16/2020,,,,,,,P1A109J   ,6,,PA        ,7114
     586-1,6-7114-586-1                  ,64765-P1A109J-6                              ,1,"3/4""-N-64765-P1A109J-6                       ",HOT DIP GALV/SZ227S      ,BLUE RAL5015        ,1,,,,,,,,,,,P1A109J   ,6,,PA        ,7114
     587-2,6-7114-587-2                  ,64765-P1A109J-6                              ,2,"3/4""-N-64765-P1A109J-6                       ",HOT DIP GALV/SZ227S      ,BLUE RAL5015        ,1,10/14/2020,10/15/2020,10/15/2020,10/15/2020,,,,,,,P1A109J   ,6,,PA        ,7114
     588-1,6-7114-588-1                  ,64765-P1A109J-6                              ,3,"3/4""-N-64765-P1A109J-6                       ",HOT DIP GALV/SZ227S      ,BLUE RAL5015        ,1,,,,,,,,,,,P1A109J   ,6,,PA        ,7114
     589-1,6-7114-589-1                  ,64767-P1A109J-6                              ,1,"3/4""-N-64767-P1A109J-6                       ",HOT DIP GALV/SZ227S      ,BLUE RAL5015        ,1,,,,,,,,,,,P1A109J   ,6,,PA        ,7114
     590-1,6-7114-590-1                  ,64767-P1A109J-6                              ,2,"3/4""-N-64767-P1A109J-6                       ",HOT DIP GALV/SZ227S      ,BLUE RAL5015        ,1,,,,,,,,,,,P1A109J   ,6,,PA        ,7114
     590-3,6-7114-590-3                  ,64767-P1A109J-6                              ,2,"3/4""-N-64767-P1A109J-6                       ",HOT DIP GALV/SZ227S      ,BLUE RAL5015        ,1,,,,,,,,,,,P1A109J   ,6,,PA        ,7114
     591-1,6-7114-591-1                  ,64769-P1A109J-6                              ,1,"3/4""-N-64769-P1A109J-6                       ",GALV/SZ227S              ,BLUE RAL5015        ,1,,,,,,,,,,,P1A109J   ,6,,PA        ,7114
     591-1,6-7114-591-1A                 ,64769-P1A109J-6                              ,1,"3/4""-N-64769-P1A109J-6                       ",GALV/SZ227S              ,BLUE RAL5015        ,1,,,,,,,,,,,P1A109J   ,6,,PA        ,7114
     592-1,6-7114-592-1                  ,64769-P1A109J-6                              ,2,"3/4""-N-64769-P1A109J-6                       ",HOT DIP GALV/SZ227S      ,BLUE RAL5015        ,1,10/14/2020,10/15/2020,10/15/2020,10/15/2020,,,,,,,P1A109J   ,6,,PA        ,7114
     592-3,6-7114-592-3                  ,64769-P1A109J-6                              ,2,"3/4""-N-64769-P1A109J-6                       ",HOT DIP GALV/SZ227S      ,BLUE RAL5015        ,1,10/14/2020,10/16/2020,10/16/2020,10/16/2020,,,,,,,P1A109J   ,6,,PA        ,7114
     593-1,6-7114-593-1                  ,64773-P1A109J-6                              ,1,"1""-N-64773-P1A109J-6                         ",GALV./SZ227S             ,BLUE RAL 5015       ,1,9/29/2020,10/1/2020,10/1/2020,10/1/2020,,,P5002     ,,,,P1A109J   ,6,,PA        ,7114
     594-1,6-7114-594-1                  ,64773-P1A109J-6                              ,2,"1""-N-64773-P1A109J-6                         ",GALV./ SZ227S            ,BLUE RAL 5015       ,1,10/5/2020,10/7/2020,10/7/2020,10/7/2020,,,P5002     ,,,,P1A109J   ,6,,PA        ,7114
     594-2,6-7114-594-2                  ,64773-P1A109J-6                              ,2,"1""-N-64773-P1A109J-6                         ",GALV./ SZ227S            ,BLUE RAL 5015       ,1,10/13/2020,10/14/2020,10/14/2020,10/14/2020,,,P5002     ,,,,P1A109J   ,6,,PA        ,7114
     594-4,6-7114-594-4                  ,64773-P1A109J-6                              ,2,"1""-N-64773-P1A109J-6                         ",GALV./ SZ227S            ,BLUE RAL 5015       ,1,10/5/2020,10/7/2020,10/14/2020,10/16/2020,,,,,,,P1A109J   ,6,,PA        ,7114
     595-1,6-7114-595-1                  ,64776-P1B43BL-6                              ,1,"3/4""-DM-64776-P1B43BL-6                      ",NONE                     ,-                   ,1,10/15/2020,10/16/2020,10/17/2020,10/17/2020,,,,,,,P1B43BL   ,6,,BR        ,7114
     596-1,6-7114-596-1                  ,64779-P1B43BL-6                              ,1,"3/4""-DM-64779-P1B43BL-6                      ",NONE                     ,-                   ,1,10/1/2020,10/6/2020,10/7/2020,10/7/2020,,,B3001     ,,,,P1B43BL   ,6,,BR        ,7114
     596-2,6-7114-596-2                  ,64779-P1B43BL-6                              ,1,"3/4""-DM-64779-P1B43BL-6                      ",NONE                     ,-                   ,1,10/8/2020,10/13/2020,10/14/2020,10/15/2020,,,M3003     ,,,,P1B43BL   ,6,,MOBILE    ,7114
     597-1,6-7114-597-1                  ,64779-P1B43BL-6                              ,2,"3/4""-DM-64779-P1B43BL-6                      ",NONE                     ,-                   ,1,10/1/2020,10/7/2020,10/8/2020,10/8/2020,,,B3001     ,,,,P1B43BL   ,6,,BR        ,7114
     597-2,6-7114-597-2                  ,64779-P1B43BL-6                              ,2,"3/4""-DM-64779-P1B43BL-6                      ",NONE                     ,-                   ,1,10/1/2020,10/7/2020,10/8/2020,10/12/2020,,,B3001     ,,,,P1B43BL   ,6,,BR        ,7114
     598-1,6-7114-598-1                  ,64789-P1B43BL-6                              ,1,"1""-DM-64789-P1B43BL-6                        ",NONE                     ,-                   ,1,,,,,,,,,,,P1B43BL   ,6,,MOBILE    ,7114
     599-1,6-7114-599-1                  ,64789-P1B43BL-6                              ,2,"1""-DM-64789-P1B43BL-6                        ",NONE                     ,-                   ,1,,,,,,,,,,,P1B43BL   ,6,,MOBILE    ,7114
     599-2,6-7114-599-2                  ,64789-P1B43BL-6                              ,2,"1""-DM-64789-P1B43BL-6                        ",NONE                     ,-                   ,1,,,,,,,,,,,P1B43BL   ,6,,MOBILE    ,7114
     603-1,6-7114-603-1                  ,64791-P1B43BL-6                              ,2,"3/4""-DM-64791-P1B43BL-6                      ",NONE                     ,-                   ,1,10/15/2020,10/16/2020,10/16/2020,10/16/2020,,,B3002     ,,,,P1B43BL   ,6,,BR        ,7114
     604-1,6-7114-604-1                  ,64796-P1B43BL-6                              ,1,"1""-DM-64796-P1B43BL-6                        ",NONE                     ,-                   ,1,,,,,,,,,,,P1B43BL   ,6,,MOBILE    ,7114
     604-2,6-7114-604-2                  ,64796-P1B43BL-6                              ,1,1-DM-64796-P1B43BL-6                         ,NONE                     ,-                   ,1,,,,,,,,,,,P1B43BL   ,6,,MOBILE    ,7114
     605-1,6-7114-605-1                  ,64796-P1B43BL-6                              ,2,1-DM-64796-P1B43BL-6                         ,NONE                     ,-                   ,1,,,,,,,,,,,P1B43BL   ,6,,MOBILE    ,7114
     605-2,6-7114-605-2                  ,64796-P1B43BL-6                              ,2,1-DM-64796-P1B43BL-6                         ,NONE                     ,-                   ,1,,,,,,,,,,,P1B43BL   ,6,,MOBILE    ,7114
     605-3,6-7114-605-3                  ,64796-P1B43BL-6                              ,2,1-DM-64796-P1B43BL-6                         ,NONE                     ,-                   ,1,,,,,,,,,,,P1B43BL   ,6,,MOBILE    ,7114
     606-1,6-7114-606-1                  ,64798-P1B43BL-6                              ,1,"1""-DM-64798-P1B43BL-6                        ",NONE                     ,-                   ,1,,,,,,,,,,,P1B43BL   ,6,,MOBILE    ,7114
     606-2,6-7114-606-2                  ,64798-P1B43BL-6                              ,1,"1""-DM-64798-P1B43BL-6                        ",NONE                     ,-                   ,1,,,,,,,,,,,P1B43BL   ,6,,MOBILE    ,7114
     608-1,6-7114-608-1                  ,64798-P1B43BL-6                              ,3,"1""-DM-64798-P1B43BL-6                        ",NONE                     ,-                   ,1,,,,,,,,,,,P1B43BL   ,6,,MOBILE    ,7114
     608-2,6-7114-608-2                  ,64798-P1B43BL-6                              ,3,"1""-DM-64798-P1B43BL-6                        ",NONE                     ,-                   ,1,,,,,,,,,,,P1B43BL   ,6,,MOBILE    ,7114
     611-1,6-7114-611-1                  ,64801-P1B43BL-6                              ,1,"1""-DM-64801-P1B43BL-6                        ",NONE                     ,-                   ,1,,,,,,,,,,,SEE ISO   ,6,,MOBILE    ,7114
     614-1,6-7114-614-1                  ,64803-P1B43BL-6                              ,1,"1""-DM-64803-P1B43BL-6                        ",NONE                     ,-                   ,1,10/8/2020,10/8/2020,10/8/2020,10/12/2020,,,B3001     ,,,,SEE ISO   ,6,,BR        ,7114
     614-2,6-7114-614-2                  ,64803-P1B43BL-6                              ,1,"1""-DM-64803-P1B43BL-6                        ",NONE                     ,-                   ,1,10/8/2020,10/8/2020,10/12/2020,10/13/2020,,,B3001     ,,,,P1B43BL   ,6,,BR        ,7114
     614-3,6-7114-614-3                  ,64803-P1B43BL-6                              ,1,"1""-DM-64803-P1B43BL-6                        ",NONE                     ,-                   ,1,10/8/2020,10/8/2020,10/12/2020,10/13/2020,,,B3001     ,,,,P1B43BL   ,6,,BR        ,7114
     615-1,6-7114-615-1                  ,64804-P1B43BL-6                              ,1,"1""-DM-64804-P1B43BL-6                        ",NONE                     ,-                   ,1,10/15/2020,10/15/2020,10/15/2020,10/15/2020,,,B3002     ,,,,SEE ISO   ,6,,BR        ,7114
     615-2,6-7114-615-2                  ,64804-P1B43BL-6                              ,1,"1""-DM-64804-P1B43BL-6                        ",NONE                     ,-                   ,1,10/15/2020,10/16/2020,10/16/2020,10/16/2020,,,B3002     ,,,,P1B43BL   ,6,,BR        ,7114
     615-3,6-7114-615-3                  ,64804-P1B43BL-6                              ,1,"1""-DM-64804-P1B43BL-6                        ",NONE                     ,-                   ,1,10/8/2020,10/13/2020,10/13/2020,10/13/2020,,,M3002     ,,,,P1B43BL   ,6,,MOBILE    ,7114
     615-4,6-7114-615-4                  ,64804-P1B43BL-6                              ,1,"1""-DM-64804-P1B43BL-6                        ",NONE                     ,-                   ,1,10/15/2020,10/15/2020,10/16/2020,10/16/2020,,,B3002     ,,,,P1B43BL   ,6,,BR        ,7114
     616-1,6-7114-616-1                  ,64806-P1B43BL-6                              ,1,1-DM-64806-P1B43BL-6                         ,NONE                     ,-                   ,1,10/15/2020,10/15/2020,10/16/2020,10/16/2020,,,B3002     ,,,,SEE ISO   ,6,,BR        ,7114
     616-2,6-7114-616-2                  ,64806-P1B43BL-6                              ,1,1-DM-64806-P1B43BL-6                         ,NONE                     ,-                   ,1,10/15/2020,10/15/2020,10/16/2020,10/16/2020,,,B3002     ,,,,P1B43BL   ,6,,BR        ,7114
     617-1,6-7114-617-1                  ,64807-P1B43BL-6                              ,1,"1""-DM-64807-P1B43BL-6                        ",NONE                     ,-                   ,1,10/15/2020,10/15/2020,10/15/2020,10/15/2020,,,B3002     ,,,,SEE ISO   ,6,,BR        ,7114
     617-2,6-7114-617-2                  ,64807-P1B43BL-6                              ,1,"1""-DM-64807-P1B43BL-6                        ",NONE                     ,-                   ,1,10/15/2020,10/16/2020,10/17/2020,10/17/2020,,,B3002     ,,,,P1B43BL   ,6,,BR        ,7114
     619-1,6-7114-619-1                  ,64809-P1B43BL-6                              ,1,1-DM-64809-P1B43BL-6                         ,NONE                     ,-                   ,1,10/15/2020,10/16/2020,10/16/2020,10/16/2020,,,B3002     ,,,,SEE ISO   ,6,,BR        ,7114
     619-2,6-7114-619-2                  ,64809-P1B43BL-6                              ,1,1-DM-64809-P1B43BL-6                         ,NONE                     ,-                   ,1,10/15/2020,10/16/2020,10/17/2020,10/17/2020,,,B3002     ,,,,P1B43BL   ,6,,BR        ,7114
     620-1,6-7114-620-1                  ,64818-P1B206AC-6                             ,1,.75-V-64818-P1B206AC-6                       ,NONE                     ,-                   ,1,10/13/2020,10/14/2020,,,,,,,,,P1B206AC  ,6,,MOBILE    ,7114
     621-1,6-7114-621-1                  ,64819-P1B206AC-6                             ,1,.75-V-64819-P1B206AC-6                       ,NONE                     ,-                   ,1,10/8/2020,10/12/2020,10/13/2020,10/14/2020,,,B3001     ,,,,P1B206AC  ,6,,BR        ,7114
     621-2,6-7114-621-2                  ,64819-P1B206AC-6                             ,1,.75-V-64819-P1B206AC-6                       ,NONE                     ,-                   ,1,,,,,,,,,,,P1B206AC  ,6,,MOBILE    ,7114
     622-1,6-7114-622-1                  ,64819-P1B206AC-6                             ,2,".75""-V-64819-P1B206AC-6                      ",NONE                     ,-                   ,1,10/1/2020,10/7/2020,10/12/2020,10/12/2020,,,M3002     ,,,,P1B206AC  ,6,,MOBILE    ,7114
     622-2,6-7114-622-2                  ,64819-P1B206AC-6                             ,2,".75""-V-64819-P1B206AC-6                      ",NONE                     ,-                   ,1,10/1/2020,10/8/2020,10/16/2020,10/16/2020,,,,,,,P1B206AC  ,6,,MOBILE    ,7114
