1503,,,,,,,,1122,1040,990,973,149,0,,,,,,,,,
ISO NO.,PIECE MARK,REF. DWG.,SHT. NO.,LINE NO.,PAINT SYS.,TOP COAT,PRIORITY,DATE PULL,FIRST FIT,FINAL FIT,WELD OUT,SHIP TO COATING,TO SITE,LOAD NO.,READY TO SHIP,READY TO SHIP COATING,COMMENTS,SPEC.,AREA,ON HOLD,SHOP,S.O.
     850-1,0-7114-850-1                  ,64912-P1A109J-0                              ,1,"0.5""-AIR-64912-P1A109J-0                     ",GALV.                    ,-                   ,2,,,,,,,,,,,P1A109J   ,0,,PA        ,7114
     850-2,0-7114-850-2                  ,64912-P1A109J-0                              ,1,"4""-AIR-64912-P1A109J-0                       ",GALV.                    ,-                   ,2,,,,,,,,,,,P1A109J   ,0,,PA        ,7114
     850-2,0-7114-850-2A                 ,64912-P1A109J-0                              ,1,"4""-AIR-64912-P1A109J-0                       ",GALV.                    ,-                   ,2,,,,,,,,,,,P1A109J   ,0,,PA        ,7114
     852-2,0-7114-852-2                  ,64933-P1A109J-0                              ,2,"2""-AIR-64933-P1A109J-0                       ",GALV.                    ,-                   ,2,10/16/2020,10/16/2020,10/16/2020,10/16/2020,,,,,,,P1A109J   ,0,,PA        ,7114
     852-3,0-7114-852-3                  ,64933-P1A109J-0                              ,2,"2""-AIR-64933-P1A109J-0                       ",GALV.                    ,-                   ,2,10/16/2020,10/16/2020,10/16/2020,10/16/2020,,,,,,,P1A109J   ,0,,PA        ,7114
     853-1,0-7114-853-1                  ,64933-P1A109J-0                              ,3,"2""-AIR-64933-P1A109J-0                       ",GALV.                    ,-                   ,2,,,,,,,,,,,P1A109J   ,0,,PA        ,7114
     854-1,0-7114-854-1                  ,64952-P1A109J-0                              ,1,"1""-AIR-64952-P1A109J-0                       ",GALV                     ,-                   ,2,,,,,,,,,,,P1A109J   ,0,,PA        ,7114
     854-2,0-7114-854-2                  ,64952-P1A109J-0                              ,1,"1""-AIR-64952-P1A109J-0                       ",GALV.                    ,-                   ,2,,,,,,,,,,,P1A109J   ,0,,PA        ,7114
     856-2,0-7114-856-2                  ,64952-P1A109J-0                              ,3,"1""-AIR-64952-P1A109J-0                       ",GALV.                    ,-                   ,2,,,,,,,,,,,P1A109J   ,0,,PA        ,7114
     857-1,0-7114-857-1                  ,64960-P1A42M-0                               ,1,"2""-DWW-64960-P1A42M-0-C2E-1.5""-E             ",GALV.                    ,-                   ,2,,,,,,,,,,,P1A42M    ,0,,PA        ,7114
     858-1,0-7114-858-1                  ,64960-P1A42M-0                               ,2,"2""-DWW-64960-P1A42M-0-C2E-1.5""-E             ",GALV.                    ,-                   ,2,,,,,,,,,,,P1A42M    ,0,,PA        ,7114
     859-1,0-7114-859-1                  ,64960-P1A42M-0                               ,3,"2""-DWW-64960-P1A42M-0-C2E-1.5""-E             ",GALV.                    ,-                   ,2,,,,,,,,,,,P1A42M    ,0,,PA        ,7114
     861-1,0-7114-861-1                  ,64960-P1A42M-0                               ,5,"2""-DWW-64960-P1A42M-0-C2E-1.5""-E             ",GALV.                    ,-                   ,2,,,,,,,,,,,P1A42M    ,0,,PA        ,7114
     861-3,0-7114-861-3                  ,64960-P1A42M-0                               ,5,"2""-DWW-64960-P1A42M-0-C2E-1.5""-E             ",GALV.                    ,-                   ,2,10/16/2020,10/16/2020,10/16/2020,10/16/2020,,,,,,,P1A42M    ,0,,PA        ,7114
     863-1,0-7114-863-1                  ,64967-P1A42M-0                               ,1,"1.5""-DWW-64967-P1A42M-0-C2E-1.5""             ",GALV.                    ,-                   ,2,,,,,,,,,,,P1A42M    ,0,,PA        ,7114
     864-1,0-7114-864-1                  ,64967-P1A42M-0                               ,2,"1.5""-DWW-64967-P1A42M-0-C2E-1.5""             ",GALV.                    ,-                   ,2,,,,,,,,,,,P1A42M    ,0,,PA        ,7114
     864-1,0-7114-864-1A                 ,64967-P1A42M-0                               ,2,"1.5""-DWW-64967-P1A42M-0-C2E-1.5""             ",GALV.                    ,-                   ,2,,,,,,,,,,,P1A42M    ,0,,PA        ,7114
     871-1,0-7114-871-1                  ,65000-P1A56P-0                               ,1,"2""-NG-65000-P1A56P-0                         ",SZ309S                   ,SAFETY YELLOW RAL 10,2,,,,,,,,,,,P1A56P    ,0,,PA        ,7114
     871-2,0-7114-871-2                  ,65000-P1A56P-0                               ,1,"2""-NG-65000-P1A56P-0                         ",SZ309S                   ,SAFETY YELLOW RAL 10,2,,,,,,,,,,,P1A56P    ,0,,PA        ,7114
     874-1,0-7114-874-1                  ,65000-P1A56P-0                               ,4,"2""-NG-65000-P1A56P-0                         ",SZ309S                   ,SAFETY YELLOW RAL 10,2,,,,,,,,,,,P1A56P    ,0,,PA        ,7114
     877-1,0-7114-877-1                  ,65000-P1A56P-0                               ,7,"2""-NG-65000-1A56P-0                          ",SZ309S                   ,SAFETY YELLOW LF-663,2,,,,,,,,,,,P1A56P    ,0,,PA        ,7114
     880-1,0-7114-880-1                  ,65008-P1A56P-0                               ,1,"2""-NG-65008-P1A56P-0                         ",SZ309S                   ,SAFETY YELLOW RAL 10,2,,,,,,,,,,,P1A56P    ,0,,PA        ,7114
     880-2,0-7114-880-2                  ,65008-P1A56P-0                               ,1,"2""-NG-65008-P1A56P-0                         ",SZ309S                   ,SAFETY YELLOW RAL 10,2,,,,,,,,,,,P1A56P    ,0,,PA        ,7114
     882-1,0-7114-882-1                  ,65008-P1A56P-0                               ,3,"2""-NG-65008-P1A56P-0                         ",SZ309S                   ,SAFETY YELLOW RAL 10,2,,,,,,,,,,,P1A56P    ,0,,PA        ,7114
     884-1,0-7114-884-1                  ,65101-P1A4L-0                                ,1,"8""-HTF-65101-P1A4L-0-C2-2.5""                 ",SZ307S                   ,-                   ,2,,,,,,,,,,,P1A4L     ,0,,PA        ,7114
     885-1,0-7114-885-1                  ,65101-P1A4L-0                                ,2,"8""-HTF-65101-P1A4L-0-C2-2.5""                 ",SZ307S                   ,-                   ,2,,,,,,,,,,,P1A4L     ,0,,PA        ,7114
     887-2,0-7114-887-2                  ,65112-P1A4L-0                                ,2,"14""-HTF-65112-P1A4L-0-C2-2.5""                ",SZ307S                   ,-                   ,2,,,,,,,,,,,P1A4L     ,0,,PA        ,7114
     887-3,0-7114-887-3                  ,65112-P1A4L-0                                ,2,"14""-HTF-65112-P1A4L-0-C2-2.5""                ",SZ307S                   ,-                   ,2,,,,,,,,,,,P1A4L     ,0,,PA        ,7114
     889-1,0-7114-889-1                  ,65112-P1A4L-0                                ,4,"14""-HTF-65112-P1A4L-0-C2-2.5""                ",SZ307S                   ,-                   ,2,,,,,,,,,,,P1A4L     ,0,,PA        ,7114
     889-2,0-7114-889-2                  ,65112-P1A4L-0                                ,4,"14""-HTF-65112-P1A4L-0-C2-2.5""                ",SZ307S                   ,-                   ,2,,,,,,,,,,,P1A4L     ,0,,PA        ,7114
     890-1,0-7114-890-1                  ,65112-P1A4L-0                                ,5,"14""-HTF-65112-P1A4L-0-C2-2.5""                ",SZ307S                   ,-                   ,2,,,,,,,,,,,P1A4L     ,0,,PA        ,7114
     894-1,0-7114-894-1                  ,65148-P1A4L-0                                ,1,"14""-HTF-65148-P1A4L-0-C2-2.5""                ",SZ307S                   ,-                   ,2,,,,,,,,,,,P1A4L     ,0,,PA        ,7114
     898-2,0-7114-898-2                  ,65148-P1A4L-0                                ,6,"14""-HTF-65148-P1A4L-0-C2-2.5""                ",SZ307S                   ,-                   ,2,,,,,,,,,,,P1A4L     ,0,,PA        ,7114
     898-3,0-7114-898-3                  ,65148-P1A4L-0                                ,6,"14""-HTF-65148-P1A4L-0-C2-2.5""                ",SZ307S                   ,-                   ,2,,,,,,,,,,,P1A4L     ,0,,PA        ,7114
     898-4,0-7114-898-4                  ,65148-P1A4L-0                                ,6,"14""-HTF-65148-P1A4L-0-C2-2.5""                ",SZ307S                   ,-                   ,2,,,,,,,,,,,P1A4L     ,0,,PA        ,7114
     925-1,0-7114-925-1                  ,65287-P1A42M-0                               ,2,"3""-CTW-65287-P1A42M-0-C2-1.5""                ",GALV.                    ,-                   ,2,,,,,,,,,,,P1A42M    ,0,,PA        ,7114
     925-2,0-7114-925-2                  ,65287-P1A42M-0                               ,2,"3""-CTW-65287-P1A42M-0-C2-1.5""                ",GALV.                    ,-                   ,2,10/16/2020,10/16/2020,10/16/2020,10/16/2020,,,,,,,P1A42M    ,0,,PA        ,7114
     927-1,0-7114-927-1                  ,65421-P1A4L-0                                ,1,"3""-HTF-65421-P1A4L-0-C2-1.5""                 ",SZ307S                   ,-                   ,2,,,,,,,,,,,P1A4L     ,0,,PA        ,7114
     927-2,0-7114-927-2                  ,65421-P1A4L-0                                ,1,"3""-HTF-65421-P1A4L-0-C2-1.5""                 ",SZ307S                   ,-                   ,2,,,,,,,,,,,P1A4L     ,0,,PA        ,7114
     927-3,0-7114-927-3                  ,65421-P1A4L-0                                ,1,"3""-HTF-65421-P1A4L-0-C2-1.5""                 ",SZ307S                   ,-                   ,2,,,,,,,,,,,P1A4L     ,0,,PA        ,7114
     931-1,0-7114-931-1                  ,65422-P1A4L-0                                ,1,"6""-HTF-65422-P1A4L-0-C2-1.5""                 ",SZ307S                   ,-                   ,2,,,,,,,,,,,P1A4L     ,0,,PA        ,7114
     931-2,0-7114-931-2                  ,65422-P1A4L-0                                ,1,"6""-HTF-65422-P1A4L-0-C2-1.5""                 ",SZ307S                   ,-                   ,2,,,,,,,,,,,P1A4L     ,0,,PA        ,7114
     935-1,0-7114-935-1                  ,65486-P1B43BL-0                              ,1,"2""-WW-65486-P1B43BL-0-C2E-1.5""-E             ",NONE                     ,-                   ,2,,,,,,,,,,,P1B43BL   ,0,,MOBILE    ,7114
     935-2,0-7114-935-2                  ,65486-P1B43BL-0                              ,1,"2""-WW-65486-P1B43BL-0-C2E-1.5""-E             ",NONE                     ,-                   ,2,,,,,,,,,,,P1B43BL   ,0,,MOBILE    ,7114
     938-1,0-7114-938-1                  ,64832-P1B127E-0                              ,3,"2""-N-64832-P1B127E-0                         ",NONE                     ,-                   ,2,,,,,,,,,,,P1B127E   ,0,,MOBILE    ,7114
     954-2,7-7114-954-2                  ,65136-P1A4L-7                                ,1,"14-HTF-65136-P1A4L-7-C2-2.5""                 ",SZ307S                   ,-                   ,3,,,,,,,,,,,P1A4L     ,7,,PA        ,7114
     955-1,7-7114-955-1                  ,65136-P1A4L-7                                ,2,"14-HTF-65136-P1A4L-7-C2-2.5""                 ",SZ307S                   ,-                   ,3,,,,,,,,,,,P1A4L     ,7,,PA        ,7114
     955-2,7-7114-955-2                  ,65136-P1A4L-7                                ,3,"14-HTF-65136-P1A4L-7-C2-2.5""                 ",SZ307S                   ,-                   ,3,10/16/2020,10/16/2020,10/16/2020,10/16/2020,,,P2002     ,,,,P1A4L     ,7,,PA        ,7114
     957-2,7-7114-957-2                  ,65136-P1A4L-7                                ,4,"14-HTF-65136-P1A4L-7-C2-2.5""                 ",SZ307S                   ,-                   ,3,,,,,,,,,,,P1A4L     ,7,,PA        ,7114
     958-2,7-114-958-2                   ,65137-P1B43BL-7                              ,1,"2""-WW-65137-P1B43BL-7                        ",N/A                      ,-                   ,3,,,,,,,,,,,P1B43BL   ,7,,MOBILE    ,7114
     960-2,7-7114-960-2                  ,65140-P1A4L-7                                ,1,"14""-HTF-65140-P1A4L-7-C2-2.5""                ",SZ307S                   ,-                   ,3,10/16/2020,10/16/2020,10/16/2020,10/16/2020,,,P2002     ,,,,P1A4L     ,7,,PA        ,7114
     961-2,7-7114-961-2                  ,65140-P1A4L-7                                ,2,"14""-HTF-65140-P1A4L-7-C2-2.5""                ",SZ307S                   ,-                   ,3,,,,,,,,,,,P1A4L     ,7,,PA        ,7114
     962-2,7-7114-962-2                  ,65141-P1A4L-7                                ,1,2-HTF-65141-P1A4L-7                          ,SZ309S                   ,WHITE RAL 9016      ,3,10/16/2020,10/16/2020,10/16/2020,10/16/2020,,,P2002     ,,,,P1A4L     ,7,,PA        ,7114
     964-1,7-7114-964-1                  ,65143-P1A4L-7                                ,1,"10""-HTF-65143-P1A4L-7-C2-2.5""                ",SZ307S                   ,-                   ,3,,,,,,,,,,,P1A4L     ,7,,PA        ,7114
     968-1,7-7114-968-1                  ,65146-P1A42M-7                               ,2,"12""-CTW-65146-P1A42M-7-C2-2""                 ",GALV.                    ,-                   ,3,,,,,,,,,,,P1A42M    ,7,,PA        ,7114
     968-2,7-7114-968-2                  ,65146-P1A42M-7                               ,2,"12""-CTW-65146-P1A42M-7-C2-2""                 ",GALV.                    ,-                   ,3,,,,,,,,,,,P1A42M    ,7,,PA        ,7114
     970-1,7-7114-970-1                  ,65146-P1A42M-7                               ,4,"12""-CTW-65146-P1A42M-7-C2-2""                 ",GALV.                    ,-                   ,3,,,,,,,,,,,P1A42M    ,7,,PA        ,7114
     975-2,7-7114-975-2                  ,65148-P1A4L-7                                ,1,"14""-HTF-65148-P1A4L-7-C2-2.5""                ",SZ307S                   ,-                   ,3,,,,,,,,,,,P1A4L     ,7,,PA        ,7114
     976-2,7-7114-976-2                  ,65148-P1A4L-7                                ,2,"14""-HTF-65148-P1A4L-7-C2-2.5""                ",SZ307S                   ,-                   ,3,,,,,,,,,,,P1A4L     ,7,,PA        ,7114
     977-1,7-7114-977-1                  ,65148-P1A4L-7                                ,3,"14""-HTF-65148-P1A4L-7-C2-2.5""                ",SZ307S                   ,-                   ,3,,,,,,,,,,,P1A4L     ,7,,PA        ,7114
     977-2,7-7114-977-2                  ,65148-P1A4L-7                                ,3,"14""-HTF-65148-P1A4L-7-C2-2.5""                ",SZ307S                   ,-                   ,3,,,,,,,,,,,P1A4L     ,7,,PA        ,7114
     978-1,7-7114-978-1                  ,65152-P1A42M-7                               ,1,"12""-CTW-65152-P1A42M-7-C2E-1.5""              ",GALV.                    ,-                   ,3,,,,,,,,,,,P1A42M    ,7,,PA        ,7114
     980-1,7-7114-980-1                  ,65153-P1B206W-7                              ,2,"3""-SW-65153-P1B206W-7-C2E-E                  ",NONE                     ,-                   ,3,,,,,,,,,,,P1B206W   ,7,,MOBILE    ,7114
     980-6,7-7114-980-6                  ,65153-P1B206W-7                              ,2,"3""-SW-65153-P1B206W-7-C2E-E                  ",NONE                     ,-                   ,3,,,,,,,,,,,P1B206W   ,7,,MOBILE    ,7114
     982-1,7-7114-982-1                  ,65159-P1A42M-7                               ,1,"1.5""-CTW-65159-P1A42M-7-C2E-1.5""             ",GALV.                    ,-                   ,3,,,,,,,,,,,P1A42M    ,7,,PA        ,7114
     988-2,7-7114-988-2                  ,65281-P1A42M-7                               ,1,"12""-CTW-65281-P1A42M-7-C2E-1.5""              ",GALV.                    ,-                   ,3,,,,,,,,,,,P1A42M    ,7,,PA        ,7114
     989-1,7-7114-989-1                  ,65286-P1B43BL-7                              ,1,"2""-WW-65286-P1B43BL-7-C2E-1.5""-E             ",NONE                     ,-                   ,3,,,,,,,,,,,P1B43BL   ,7,,MOBILE    ,7114
     990-1,7-7114-990-1                  ,65286-P1B43BL-7                              ,2,"2""-WW-65286-P1B43BL-7-C2E-1.5""-E             ",NONE                     ,-                   ,3,,,,,,,,,,,P1B43BL   ,7,,MOBILE    ,7114
     995-1,7-7114-995-1                  ,65392-P1A42M-7                               ,1,"4""-CTW-65392-P1A42M-7-C2-1.5""                ",GALV.                    ,-                   ,3,,,,,,,,,,,P1A42M    ,7,,PA        ,7114
     995-3,7-7114-995-3                  ,65392-P1A42M-7                               ,1,"4""-CTW-65392-P1A42M-7-C2-1.5""                ",GALV.                    ,-                   ,3,,,,,,,,,,,P1A42M    ,7,,PA        ,7114
     996-1,7-7114-996-1                  ,65392-P1A42M-7                               ,2,"4""-CTW-65392-P1A42M-7-C2-1.5""                ",GALV.                    ,-                   ,3,,,,,,,,,,,P1A42M    ,7,,PA        ,7114
     997-2,7-7114-997-2                  ,65393-P1A42M-7                               ,1,"4""-CTW-65393-P1A42M-7-C2-1.5""                ",GALV.                    ,-                   ,3,,,,,,,,,,,P1A42M    ,7,,PA        ,7114
     998-1,7-7114-998-1                  ,65393-P1A42M-7                               ,2,"4""-CTW-65393-P1A42M-7-C2-1.5""                ",GALV.                    ,-                   ,3,,,,,,,,,,,P1A42M    ,7,,PA        ,7114
     998-3,7-7114-998-3                  ,65393-P1A42M-7                               ,2,"4""-CTW-65393-P1A42M-7-C2-1.5""                ",GALV.                    ,-                   ,3,,,,,,,,,,,P1A42M    ,7,,PA        ,7114
     998-4,7-7114-998-4                  ,65393-P1A42M-7                               ,2,"4""-CTW-65393-P1A42M-7-C2-1.5""                ",GALV.                    ,-                   ,3,,,,,,,,,,,P1A42M    ,7,,PA        ,7114
    1002-1,7-7114-1002-1                 ,65395-P1A42M-7                               ,1,"12""-CTW-65395-P1A42M-7-C2E-1.5""              ",GALV.                    ,-                   ,3,,,,,,,,,,,P1A42M    ,7,,PA        ,7114
    1003-3,7-7114-1003-3                 ,65415-P1B43BL-7                              ,1,"2""-WW-65415-P1B43BL-7-1.5""-E                 ",NONE                     ,-                   ,3,,,,,,,,,,,P1B43BL   ,7,,MOBILE    ,7114
    1003-4,7-7114-1003-4                 ,65415-P1B43BL-7                              ,1,"2""-WW-65415-P1B43BL-7-1.5""-E                 ",NONE                     ,-                   ,3,,,,,,,,,,,P1B43BL   ,7,,MOBILE    ,7114
    1004-1,7-7114-1004-1                 ,65415-P1B43BL-7                              ,2,"2""-WW-65415-P1B43BL-7-1.5""-E                 ",NONE                     ,-                   ,3,,,,,,,,,,,P1B43BL   ,7,,MOBILE    ,7114
    1004-2,7-7114-1004-2                 ,65415-P1B43BL-7                              ,2,"2""-WW-65415-P1B43BL-7-1.5""-E                 ",NONE                     ,-                   ,3,,,,,,,,,,,P1B43BL   ,7,,MOBILE    ,7114
    1006-1,7-7114-1006-1                 ,65423-P1A42M-7                               ,2,"6""-CTW-65423-P1A42M-7-C2-1.5""                ",GALV.                    ,-                   ,3,,,,,,,,,,,P1A42M    ,7,,PA        ,7114
    1010-1,7-7114-1010-1                 ,65447-P1A109J-7                              ,1,"1""-AIR-65447-P1A109J-7                       ",GALV                     ,-                   ,3,,,,,,,,,,,P1A109J   ,7,,PA        ,7114
    1011-1,7-7114-1011-1                 ,65448-P1A109J-7                              ,1,"1""-AIR-65448-P1A109J-7                       ",GALV                     ,-                   ,3,,,,,,,,,,,P1A109J   ,7,,PA        ,7114
    1012-1,7-7114-1012-1                 ,65457-P1A109J-7                              ,1,"3""-V-65457-P1A109J-7                         ",GALV.                    ,-                   ,3,,,,,,,,,,,P1A109J   ,7,,PA        ,7114
    1013-1,7-7114-1013-1                 ,65458-P1A109J-7                              ,1,"3""-V-65458-P1A109J-7                         ",GALV.                    ,-                   ,3,,,,,,,,,,,P1A109J   ,7,,PA        ,7114
    1014-1,7-7114-1014-1                 ,65459-P1A109J-7                              ,1,"3""-V-65459-P1A1409J-7                        ",GALV.                    ,-                   ,3,,,,,,,,,,,P1A109J   ,7,,PA        ,7114
    1014-2,7-7114-1014-2                 ,65459-P1A109J-7                              ,1,"3""-V-65459-P1A1409J-7                        ",GALV.                    ,-                   ,3,,,,,,,,,,,P1A109J   ,7,,PA        ,7114
    1015-1,7-7114-1015-1                 ,65460-P1A109J-7                              ,1,"3""-V-65460-P1A109J-7                         ",GALV.                    ,-                   ,3,,,,,,,,,,,P1A109J   ,7,,PA        ,7114
    1015-2,7-7114-1015-2                 ,65460-P1A109J-7                              ,1,"3""-V-65460-P1A109J-7                         ",GALV.                    ,-                   ,3,,,,,,,,,,,P1A109J   ,7,,PA        ,7114
    1019-1,7-7114-1019-1                 ,65801-P1A109J-7                              ,1,"3""-V-65801-P1A109J-7                         ",GALV.                    ,-                   ,3,,,,,,,,,,,P1A109J   ,7,,PA        ,7114
    1020-1,7-7114-1020-1                 ,65802-P1A109J-7                              ,1,"3""-V-65802-P1A109J-7                         ",GALV.                    ,-                   ,3,,,,,,,,,,,P1A109J   ,7,,PA        ,7114
    1021-1,7-7114-1021-1                 ,65803-P1A109J-7                              ,1,"3""-V-65803-P1A109J-7                         ",GALV.                    ,-                   ,3,,,,,,,,,,,P1A109J   ,7,,PA        ,7114
    1023-1,7-7114-1023-1                 ,65805-P1A109J-7                              ,1,"4""-V-65805-P1A109J-7                         ",GALV.                    ,-                   ,3,,,,,,,,,,,P1A109J   ,7,,PA        ,7114
    1028-1,7-7114-1028-1                 ,65435-P3A60H-7                               ,1,"8""-REF-65435-P3A60H-7-C2E-1.5""               ",SZ307S                   ,-                   ,3,,,,,,,,,,,P3A60H    ,7,,PA        ,7114
    1029-2,7-7114-1029-2                 ,65436-P3A60H-7                               ,1,"6""-REF-65436-P3A60H-7-C2E-1.5""               ",SZ307S                   ,-                   ,3,,,,,,,,,,,P3A60H    ,7,,PA        ,7114
    1036-1,3-7114-1036-1                 ,64345-P1B43BL-3                              ,4,"1.1/2""-DM-64345-P1B43BL-3-C2E-1.5""           ",NONE                     ,-                   ,5,,,,,,,,,,,P1B43BL   ,3,,MOBILE    ,7114
    1036-2,3-7114-1036-2                 ,64345-P1B43BL-3                              ,4,"1.1/2""-DM-64345-P1B43BL-3-C2E-1.5""           ",NONE                     ,-                   ,5,,,,,,,,,,,P1B43BL   ,3,,MOBILE    ,7114
    1037-1,3-7114-1037-1                 ,64934-P1A109J-3                              ,1,"1""-AIR-64934-P1A109J-3                       ",GALV.                    ,-                   ,5,,,,,,,,,,,P1A109J   ,3,,PA        ,7114
    1038-1,3-7114-1038-1                 ,64934-P1A109J-3                              ,3,"1""-AIR-64934-P1A109J-3                       ",GALV.                    ,-                   ,5,,,,,,,,,,,P1A109J   ,3,,PA        ,7114
    1038-2,3-7114-1038-2                 ,64934-P1A109J-3                              ,3,"1""-AIR-64934-P1A109J-3                       ",GALV.                    ,-                   ,5,,,,,,,,,,,P1A109J   ,3,,PA        ,7114
    1038-3,3-7114-1038-3                 ,64934-P1A109J-3                              ,6,"1""-AIR-64934-P1A109J-3                       ",GALV.                    ,-                   ,5,10/16/2020,10/16/2020,10/16/2020,10/16/2020,,,,,,,P1A109J   ,3,,PA        ,7114
    1039-2,3-7114-1039-2                 ,64934-P1A109J-3                              ,5,"1""-AIR-64934-P1A109J-3                       ",GALV.                    ,-                   ,5,10/16/2020,10/16/2020,10/16/2020,10/16/2020,,,,,,,P1A109J   ,3,,PA        ,7114
    1052-2,4-7114-1052-2                 ,65370-P1B43BL-4                              ,1,"8""-DM-65376-P1B43BL-4-C2-2""-E                ",NONE                     ,-                   ,6,,,,,,,,,,,P1B43BL   ,4,,MOBILE    ,7114
    1052-4,4-7114-1052-4                 ,65370-P1B43BL-4                              ,1,"8""-DM-65376-P1B43BL-4-C2-2""-E                ",NONE                     ,-                   ,6,,,,,,,,,,,P1B43BL   ,4,,MOBILE    ,7114
    1059-4,2-7114-1059-4                 ,64753-P1A109J-2                              ,2,"3""-N-64753-P1A109J-2                         ",GALV./SZ227S             ,BLUE RAL5015        ,8,10/16/2020,10/16/2020,10/16/2020,10/16/2020,,,,,,,P1A109J   ,2,,PA        ,7114
    1064-2,2-7114-1064-2                 ,64997-P1B206BE-2                             ,2,"2""-BA-64997-P1B206BE-2                       ",NONE                     ,-                   ,8,,,,,,,,,,,P1B206BE  ,2,,MOBILE    ,7114
    1071-4,2-7114-1071-4                 ,65241-P1A4L-2                                ,1,"3""-HTF-65241-P1A4L-2-C2-1.5""                 ",SZ307S                   ,-                   ,8,,,,,,,,,,,P1A4L     ,2,,PA        ,7114
    1071-5,2-7114-1071-5                 ,65241-P1A4L-2                                ,1,"3""-HTF-65241-P1A4L-2-C2-1.5""                 ",SZ307S                   ,-                   ,8,10/16/2020,10/16/2020,10/16/2020,10/16/2020,,,P2002     ,,,,P1A4L     ,2,,PA        ,7114
    1074-4,2-7114-1074-4                 ,65419-P1A4L-2                                ,1,"3""-HTF-65419-P1A4L-2-C2-1.5""                 ",SZ307S                   ,-                   ,8,10/16/2020,10/16/2020,10/16/2020,10/16/2020,,,P2002     ,,,,P1A4L     ,2,,PA        ,7114
    1075-1,2-7114-1075-1                 ,65419-P1A4L-2                                ,2,"3""-HTF-65419-P1A4L-2-C2-1.5""                 ",SZ307S                   ,-                   ,8,,,,,,,,,,,P1A4L     ,2,,PA        ,7114
    1075-2,2-7114-1075-2                 ,65419-P1A4L-2                                ,1,"3""-HTF-65419-P1A4L-2-C2-1.5""                 ",SZ307S                   ,-                   ,8,,,,,,,,,,,P1A4L     ,2,,PA        ,7114
    1086-1,6-7114-1086-1                 ,64095-P5B66H-6                               ,1,"3""-PAA-64095-P5B66H-6                        ",NONE                     ,-                   ,1,10/6/2020,10/8/2020,10/8/2020,10/8/2020,,,M3001     ,,,,P5B66H    ,6,,MOBILE    ,7114
    1088-1,6-7114-1088-1                 ,64118-P1A4L-6                                ,1,"1""-HTF-64118-P1A4L-6-C2-1""                   ",SZ307S                   ,-                   ,1,10/15/2020,10/15/2020,10/16/2020,10/16/2020,,,P2002     ,,,,P1A4L     ,6,,PA        ,7114
    1090-1,6-7114-1090-1                 ,64120-P1A4L-6                                ,1,"1""-HTF-64120-P1A4L-6-C2-1.5""                 ",SZ307S                   ,-                   ,1,10/15/2020,10/15/2020,10/16/2020,10/16/2020,,,P2002     ,,,,P1A4L     ,6,,PA        ,7114
    1091-1,6-7114-1091-1                 ,64223-P1B43BL-6                              ,1,"1""-ADD-64223-P1B43BL-6-C2E-1.5""-TE           ",NONE                     ,-                   ,1,,,,,,,,,,,P1B43BL   ,6,,MOBILE    ,7114
    1091-2,6-7114-1091-2                 ,64223-P1B43BL-6                              ,1,"1""-ADD-64223-P1B43BL-6-C2E-1.5""-TE           ",NONE                     ,-                   ,1,,,,,,,,,,,P1B43BL   ,6,,MOBILE    ,7114
    1092-1,6-7114-1092-1                 ,64236-P1A42M-6                               ,1,"4""-V-64236-P1A42M-6                          ",HOT DIP GALV.            ,-                   ,1,10/7/2020,10/7/2020,10/7/2020,10/7/2020,10/16/2020,,P5001     ,,,,P1A42M    ,6,,PA        ,7114
    1092-2,6-7114-1092-2                 ,64236-P1A42M-6                               ,1,"4""-V-64236-P1A42M-6                          ",HOT DIP GALV.            ,-                   ,1,10/7/2020,10/7/2020,10/7/2020,10/8/2020,,,,,,,P1A42M    ,6,,PA        ,7114
    1095-1,6-7114-1095-1                 ,64314-P1A4L-6                                ,3,"1.5""-HTF-64314-P1A4L-6-C2-1.5""               ",SZ307S                   ,-                   ,1,10/5/2020,10/7/2020,10/13/2020,10/13/2020,,,,,,,P1A4L     ,6,,PA        ,7114
    1096-1,6-7114-1096-1                 ,64316-P1A4L-6                                ,1,"1.5""-HTF-64316-P1A4L-6                       ",SZ309S                   ,WHITE RAL 9016      ,1,10/14/2020,10/16/2020,,,,,,,,,P1A4L     ,6,,PA        ,7114
    1097-1,6-7114-1097-1                 ,64361-P1B43BL-6                              ,1,"1 1/2""-DM-64361-P1B43BL-6-C2-1.5""            ",NONE                     ,-                   ,1,10/8/2020,10/13/2020,10/14/2020,10/14/2020,,,M3002     ,,,,P1B43BL   ,6,,MOBILE    ,7114
    1097-2,6-7114-1097-2                 ,64361-P1B43BL-6                              ,1,"1 1/2""-DM-64361-P1B43BL-6-C2-1.5""            ",NONE                     ,-                   ,1,10/8/2020,10/8/2020,10/8/2020,10/12/2020,,,B3001     ,,,,P1B43BL   ,6,,BR        ,7114
    1097-3,6-7114-1097-3                 ,64361-P1B43BL-6                              ,1,"1 1/2""-DM-64361-P1B43BL-6-C2-1.5""            ",NONE                     ,-                   ,1,,,,,,,,,,,P1B43BL   ,6,,BR        ,7114
    1098-1,6-7114-1098-1                 ,64362-P1B43BL-6                              ,1,"1 1/2""-DM-64362-P1B43BL-6-C2-1.5""            ",NONE                     ,-                   ,1,,,,,,,,,,,P1B43BL   ,6,,MOBILE    ,7114
