,1773,,,,,,1773,1773,1773,1773,110,0,1750,0,689,1492,1288,1398,1772,,,,,,,
SHOP,ISO NO,PIECEMARK,REF. DWG.,LINE NO.,PAINT SYS.,TOP COAT,DATE PULL,FIRST FIT,FINAL FIT,WELD OUT,DATE TO STRESS,BACK AT SHOP,SHOP QC,CLIENT QC,READY TO SHIP COATING,SHIP TO COATING,APPROVAL TO SHIP,READY TO SHIP,TO SITE,LOAD NO.,SPEC.,PHASE,ON HOLD,OFF HOLD,HYDRO,HYDRO DATE
PA        ,     233-1,MK-000-P-9095-80-1,000-P-9095-80                                ,"900-P-9095-8""-T9CH2S99-ET-2""-HC              ",19                       ,-                   ,03/04/2020,03/05/2020,03/05/2020,03/06/2020,,,03/11/2020,,03/13/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4009     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     233-3,MK-000-P-9095-80-3,000-P-9095-80                                ,"900-P-9095-8""-T9CH2S99-ET-2""-HC              ",19                       ,-                   ,03/04/2020,03/05/2020,03/09/2020,03/09/2020,,,03/11/2020,,03/13/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4009     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     617-1,MK-000-P-9331-10-1,000-P-9331-10                                ,"900-P-9331-4""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/29/2020,03/03/2020,03/03/2020,03/04/2020,,,03/11/2020,,03/13/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4009     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     617-3,MK-000-P-9331-10-3,000-P-9331-10                                ,"900-P-9331-4""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/29/2020,03/05/2020,03/06/2020,03/07/2020,,,03/11/2020,,03/13/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4009     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     357-1,MK-000-P-9809-81-1,000-P-9809-81                                ,"900-P-9809-1""-T9CH2S99-ETW-1""-PF             ",19                       ,-                   ,02/28/2020,03/05/2020,03/07/2020,03/07/2020,,,03/11/2020,,03/13/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4009     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     133-1,MK-000-S15-9790-70-1,000-S15-9790-70                              ,"900-S15-9790-6""-T1CS1S02-ET-2 1/2""-HC        ",19                       ,-                   ,02/29/2020,03/05/2020,03/06/2020,03/07/2020,,,03/11/2020,,03/13/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4009     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
PA        ,     635-2,MK-000-S5-9547-20-2,000-S5-9547-20                               ,"900-S5-9547-2""-T1CS1S02-ETW-2""-HC            ",19                       ,-                   ,02/27/2020,03/05/2020,03/07/2020,03/08/2020,,,03/11/2020,,03/13/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4009     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
PA        ,     792-2,MK-000-WF-20187-60-2,000-WF-20187-60                              ,"2000-WF-20187-2""-T1CH2S99-ETW-1""-PF          ",40                       ,LIGHT GRAY          ,02/25/2020,03/03/2020,03/06/2020,03/07/2020,,,03/11/2020,,03/13/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4009     ,T1CH2S99  ,CWA-6     ,,,N/A   ,
PA        ,     796-1,MK-000-WF-20193-62-1,000-WF-20193-62                              ,"2000-WF-20193-2""-T1CH2S99-ETW-1""-PF          ",40                       ,LIGHT GRAY          ,02/28/2020,03/04/2020,03/06/2020,03/07/2020,,,03/11/2020,,03/13/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4009     ,T1CH2S99  ,CWA-6     ,,,N/A   ,
PA        ,     217-2,MK-000-WF-9345-80-2,000-WF-9345-80                               ,"900-WF-9345-12""-T1CH2S99-ETW-2""-PF           ",40                       ,LIGHT GRAY          ,02/26/2020,03/08/2020,03/10/2020,03/10/2020,,,03/11/2020,,03/13/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4009     ,T1CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     651-2,MK-000-WP-20048-62-2,000-WP-20048-62                              ,"2000-WP-20048-4""-T1CH2S99-ETW-1 1/2""-PF      ",19                       ,-                   ,03/02/2020,03/06/2020,03/07/2020,03/07/2020,,,03/11/2020,,03/13/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4009     ,T1CH2S99  ,CWA-6     ,,,N/A   ,
PA        ,     981-4,MK-000-WP-20245-60-4,000-WP-20245-60                              ,"2000-WP-20245-4""-T1CH2S99-ETW-1 1/2""-PF      ",19                       ,-                   ,02/28/2020,03/03/2020,03/07/2020,03/07/2020,,,03/11/2020,,03/13/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4009     ,T1CH2S99  ,CWA-6     ,,,N/A   ,
PA        ,     855-1,MK-000-AV-9674-80-1,000-AV-9674-80                               ,"900-AV-9674-2""-T1CB2S01-ETW-0""-N             ",19                       ,-                   ,02/19/2020,02/27/2020,02/29/2020,02/29/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T1CB2S01  ,CWA-5     ,,,N/A   ,
PA        ,     546-1,MK-000-CWR-20108-61-1,000-CWR-20108-61                             ,"2000-CWR-20108-8""-T12CS1T01-ETW-2""-PF        ",19                       ,-                   ,03/04/2020,03/06/2020,03/10/2020,03/10/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T12CS1T01 ,CWA-6     ,,,N/A   ,
PA        ,     267-1,MK-000-H-20064-62-1,000-H-20064-62                               ,"2000-H-20064-2""-T6CA2S01-NT-0""-N             ",21 (MOD)                 ,WINDOW GRAY RAL 7040,03/02/2020,03/05/2020,03/07/2020,03/08/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T6CA2S01  ,CWA-6     ,,,N/A   ,
PA        ,     690-2,MK-000-H-20085-60-2,000-H-20085-60                               ,"2000-H-20085-2""-T6CA2S01-NT-0""-N             ",21 (MOD)                 ,WINDOW GRAY RAL 7040,02/26/2020,03/07/2020,03/09/2020,03/10/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T6CA2S01  ,CWA-6     ,,,N/A   ,
PA        ,     695-3,MK-000-H-20086-62-3,000-H-20086-62                               ,"2000-H-20086-2""-T6CA2S01-NT-2""-PP            ",21 (MOD)                 ,WINDOW GRAY RAL 7040,02/26/2020,03/02/2020,03/03/2020,03/03/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T6CA2S01  ,CWA-6     ,,,N/A   ,
PA        ,     323-1,MK-000-H-20159-60-1,000-H-20159-60                               ,"2000-H-20159-6""-T6CB2S01-NT-0""-N             ",21 (MOD)                 ,WINDOW GRAY RAL 7040,03/01/2020,03/05/2020,03/10/2020,03/10/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T6CB2S01  ,CWA-6     ,,,N/A   ,
PA        ,      41-1,MK-000-NI-9698-70-1,000-NI-9698-70                               ,"900-NI-9698-2""-T1CB1S01-NT-0""-N              ",21 (MOD)                 ,WINDOW GRAY RAL 7040,03/09/2020,03/10/2020,03/10/2020,03/10/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
PA        ,     707-1,MK-000-P-20081-61-1,000-P-20081-61                               ,"2000-P-20081-4""-T3CH2S99-ET-1 1/2""-HC        ",19                       ,-                   ,03/03/2020,03/06/2020,03/07/2020,03/08/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T3CH2S99  ,CWA-6     ,,,N/A   ,
PA        ,      27-2,MK-000-P-9028-72-2,000-P-9028-72                                ,"900-P-9028-6""-T9CB2S01-ET-1 1/2""-HC          ",19                       ,-                   ,02/27/2020,03/02/2020,03/03/2020,03/03/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T9CB2S01  ,CWA-5     ,,,N/A   ,
PA        ,     114-1,MK-000-P-9056-31-1,000-P-9056-31                                ,"900-P-9056-6""-T6CH2S99-ETW-1 1/2 ""-HC        ",19                       ,-                   ,03/01/2020,03/04/2020,03/07/2020,03/08/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T6CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     918-2,MK-000-P-9060-80-2,000-P-9060-80                                ,"900-P-9060-12""-T6CH2S99-ETW-2""-HC            ",19                       ,-                   ,03/04/2020,03/08/2020,03/10/2020,03/11/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T6CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     146-1,MK-000-P-9086-30-1,000-P-9086-30                                ,"900-P-9086-6""-T9CH2S99-ETW-1 1/2""-HC         ",19                       ,-                   ,03/04/2020,03/06/2020,03/08/2020,03/08/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     154-1,MK-000-P-9088-35-1,000-P-9088-35                                ,"900-P-9088-6""-T9CH2S99-ETW-1 1/2""-HC         ",19                       ,-                   ,03/04/2020,03/08/2020,03/08/2020,03/08/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     178-2,MK-000-P-9093-80-2,000-P-9093-80                                ,"900-P-9093-3""-T3CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/28/2020,03/03/2020,03/03/2020,03/03/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T3CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     613-1,MK-000-P-9321-31-1,000-P-9321-31                                ,"900-P-9321-6""-T9CH2S99-ETW-1 1/2""-HC         ",19                       ,-                   ,03/03/2020,03/06/2020,03/09/2020,03/10/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     614-1,MK-000-P-9322-31-1,000-P-9322-31                                ,"900-P-9322-6""-T9CH2S99-ETW-1 1/2""-HC         ",19                       ,-                   ,02/29/2020,03/03/2020,03/09/2020,03/10/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     961-1,MK-000-P-9765-80-1,000-P-9765-80                                ,"900-P-9765-2""-T6CH2S99-ETW-1""-PF             ",19                       ,-                   ,03/02/2020,03/05/2020,03/05/2020,03/05/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T6CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     840-1,MK-000-P-9820-34-1,000-P-9820-34                                ,"900-P-9820-2""-T6CH2S99-ETW-1 1/2""-HC         ",19                       ,-                   ,03/02/2020,03/06/2020,03/07/2020,03/08/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T6CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     841-1,MK-000-P-9820-35-1,000-P-9820-35                                ,"900-P-9820-2""-T6CH2S99-ETW-1 1/2""-HC         ",19                       ,-                   ,03/02/2020,03/06/2020,03/07/2020,03/07/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T6CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     842-1,MK-000-P-9820-36-1,000-P-9820-36                                ,"900-P-9820-2""-T6CH2S99-ETW-1 1/2""-HC         ",19                       ,-                   ,03/02/2020,03/06/2020,03/08/2020,03/08/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T6CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     986-1,MK-000-P-9903-74-1,000-P-9903-74                                ,"900-P-9903-2""-T1CB2S01-ET-1 1/2""-HC          ",19                       ,-                   ,03/10/2020,03/10/2020,03/10/2020,03/10/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T1CB2S01  ,CWA-5     ,,,N/A   ,
PA        ,     185-1,MK-000-POWS-9242-30-1,000-POWS-9242-30                             ,"900-POWS-9242-6""-T1CB2S01-ETW-1 1/2""-PF      ",19                       ,-                   ,02/29/2020,03/03/2020,03/03/2020,03/03/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T1CB2S01  ,CWA-5     ,,,N/A   ,
PA        ,     897-1,MK-000-S15-9495-70-1,000-S15-9495-70                              ,"900-S15-9495-1""-T1CS1S02-NT-1 1/2""-HC        ",19                       ,-                   ,03/02/2020,03/05/2020,03/05/2020,03/06/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
PA        ,     630-1,MK-000-S5-9122-55-1,000-S5-9122-55                               ,"900-S5-9122-4""-T1CS1S02-NT-2""-HC             ",19                       ,-                   ,02/28/2020,03/03/2020,03/07/2020,03/08/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
PA        ,     250-1,MK-000-S5-9415-42-1,000-S5-9415-42                               ,"900-S5-9415-1""-T1CS1S02-ETW-1 1/2""-HC        ",19                       ,-                   ,02/28/2020,03/06/2020,03/06/2020,03/07/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
PA        ,     251-1,MK-000-S5-9421-51-1,000-S5-9421-51                               ,"900-S5-9421-1""-T1CS1S02-ETW-1 1/2""-HC        ",19                       ,-                   ,02/28/2020,03/06/2020,03/08/2020,03/08/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
PA        ,      56-1,MK-000-S5-9624-71-1,000-S5-9624-71                               ,"900-S5-9624-1""-T1CS1S02-ETW-2""-HC            ",19                       ,-                   ,02/28/2020,03/05/2020,03/08/2020,03/08/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
PA        ,     131-1,MK-000-S5-9640-42-1,000-S5-9640-42                               ,"900-S5-9640-1""-T1CS1S02-ETW-1 1/2""-HC        ",19                       ,-                   ,02/28/2020,03/05/2020,03/07/2020,03/07/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
PA        ,     886-4,MK-000-S5-9664-22-4,000-S5-9664-22                               ,"900-S5-9664-2""-T1CS1S02-ETW-2""-HC            ",19                       ,-                   ,02/25/2020,02/29/2020,02/29/2020,02/29/2020,,,03/05/2020,,03/16/2020,03/26/2020,03/16/2020,03/26/2020,03/30/2020,P4010     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
PA        ,     845-1,MK-000-SC-20252-60-1,000-SC-20252-60                              ,"2000-SC-20252-1.5""-T1CS1S02-ETW-2""-HC        ",19                       ,-                   ,02/28/2020,03/07/2020,03/11/2020,03/11/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
PA        ,     904-1,MK-000-SC-20253-60-1,000-SC-20253-60                              ,"2000-SC-20253-1.5""-T1CS1S02-ETW-2""-HC        ",19                       ,-                   ,02/28/2020,03/06/2020,03/08/2020,03/08/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
PA        ,     717-2,MK-000-SC-9420-20-2,000-SC-9420-20                               ,"900-SC-9420-1.5""-T1CS1S02-ETW-2""-HC          ",19                       ,-                   ,02/28/2020,03/10/2020,03/10/2020,03/11/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
PA        ,     846-1,MK-000-WF-20189-60-1,000-WF-20189-60                              ,"2000-WF-20189-2""-T1CB2S01-ETW-1""-PF          ",40                       ,WINDOW GRAY RAL 7040,02/25/2020,03/08/2020,03/08/2020,03/10/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T1CB2S01  ,CWA-6     ,,,N/A   ,
PA        ,     909-2,MK-000-WF-20189-61-2,000-WF-20189-61                              ,"2000-WF-20189-2""-T1CB2S01-ETW-1""-PF          ",40                       ,LIGHT GRAY          ,02/25/2020,02/26/2020,03/03/2020,03/03/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T1CB2S01  ,CWA-6     ,,,N/A   ,
PA        ,     727-3,MK-000-WF-20196-61-3,000-WF-20196-61                              ,"2000-WF-20196-2""-T1CH2S99-ETW-1""-PF          ",40                       ,LIGHT GRAY          ,02/25/2020,03/07/2020,03/09/2020,03/09/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T1CH2S99  ,CWA-6     ,,,N/A   ,
PA        ,     655-2,MK-000-WP-20217-60-2,000-WP-20217-60                              ,"2000-WP-20217-2""-T1CH2S99-ETW-1""-PF          ",19                       ,-                   ,03/02/2020,03/06/2020,03/08/2020,03/08/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T1CH2S99  ,CWA-6     ,,,N/A   ,
PA        ,     812-4,MK-000-WP-20265-60-4,000-WP-20265-60                              ,"2000-WP-20265-2""-T1CH2S99-ETW-1""-PF          ",19                       ,-                   ,03/10/2020,03/10/2020,03/10/2020,03/10/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T1CH2S99  ,CWA-6     ,,,N/A   ,
PA        ,     662-2,MK-000-WP-20266-60-2,000-WP-20266-60                              ,"2000-WP-20266-2""-T1CH2S99-ETW-1""-PF          ",19                       ,-                   ,02/25/2020,02/28/2020,02/28/2020,02/29/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T1CH2S99  ,CWA-6     ,,,N/A   ,
PA        ,     196-2,MK-000-WP-9286-41-2,000-WP-9286-41                               ,"900-WP-9286-2""-T1CH2S99-ETW-1""-PF            ",19                       ,-                   ,02/28/2020,03/03/2020,03/05/2020,03/05/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T1CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     197-2,MK-000-WP-9286-42-2,000-WP-9286-42                               ,"900-WP-9286-2""-T1CH2S99-ETW-1""-PF            ",19                       ,-                   ,02/28/2020,03/08/2020,03/10/2020,03/10/2020,,,03/13/2020,,03/13/2020,03/17/2020,03/26/2020,03/26/2020,03/30/2020,P4010     ,T1CH2S99  ,CWA-5     ,,,N/A   ,
PA        ,     829-2,MK-000-AV-20203-60-2,000-AV-20203-60                              ,"2000-AV-20203-2""-T1CB1S01-ETW-1""-PF          ",19                       ,-                   ,02/25/2020,03/08/2020,03/10/2020,03/10/2020,,,03/15/2020,,03/16/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4012     ,T1CB1S01  ,CWA-6     ,,,N/A   ,
PA        ,     819-2,MK-000-CWR-20099-61-2,000-CWR-20099-61                             ,"2000-CWR-20099-6""-T12CS1T01-ETW-1 1/2""-PF    ",19                       ,-                   ,02/29/2020,03/11/2020,03/11/2020,03/13/2020,,,03/15/2020,,03/16/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4012     ,T12CS1T01 ,CWA-6     ,,,N/A   ,
PA        ,     544-2,MK-000-CWR-20107-60-2,000-CWR-20107-60                             ,"2000-CWR-20107-6""-T12CS1T01-ETW-1 1/2""-PF    ",19                       ,-                   ,03/03/2020,03/06/2020,03/06/2020,03/07/2020,,,03/15/2020,,03/16/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4012     ,T12CS1T01 ,CWA-6     ,,,N/A   ,
PA        ,     741-1,MK-000-GLS-20268-60-1,000-GLS-20268-60                             ,"2000-GLS-20268-2""-T1CB2S01-ETW-1""-PF         ",19                       ,-                   ,02/25/2020,03/09/2020,03/10/2020,03/11/2020,,,03/15/2020,,03/16/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4012     ,T1CB2S01  ,CWA-6     ,,,N/A   ,
PA        ,     686-1,MK-000-H-20067-61-1,000-H-20067-61                               ,"2000-H-20067-2""-T6CA2S01-NT-0""-N             ",21 (MOD)                 ,WINDOW GRAY RAL 7040,02/26/2020,03/03/2020,03/06/2020,03/06/2020,,,03/15/2020,,03/16/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4012     ,T6CA2S01  ,CWA-6     ,,,N/A   ,
PA        ,     690-1,MK-000-H-20085-60-1,000-H-20085-60                               ,"2000-H-20085-2""-T6CA2S01-NT-0""-N             ",21 (MOD)                 ,WINDOW GRAY RAL 7040,02/26/2020,03/01/2020,03/01/2020,03/01/2020,,,03/15/2020,,03/16/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4012     ,T6CA2S01  ,CWA-6     ,,,N/A   ,
PA        ,     934-2,MK-000-P-20112-60-2,000-P-20112-60                               ,"2000-P-20112-2""-T3CB2S01-ETW-1""-PF           ",19                       ,-                   ,03/10/2020,03/11/2020,03/12/2020,03/13/2020,,,03/15/2020,,03/16/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4012     ,T3CB2S01  ,CWA-6     ,,03/05/2020,N/A   ,
PA        ,     699-2,MK-000-P-9040-10-2,000-P-9040-10                                ,"900-P-9040-6""-T9CB2S01-ET-1 1/2""-HC          ",19                       ,-                   ,02/21/2020,02/24/2020,02/27/2020,02/27/2020,,,03/15/2020,,03/16/2020,03/18/2020,03/24/2020,03/26/2020,03/30/2020,P4012     ,T9CB2S01  ,CWA-5     ,,,N/A   ,
