,1773,,,,,,1773,1773,1773,1773,110,0,1750,0,689,1492,1288,1398,1772,,,,,,,
SHOP,ISO NO,PIECEMARK,REF. DWG.,LINE NO.,PAINT SYS.,TOP COAT,DATE PULL,FIRST FIT,FINAL FIT,WELD OUT,DATE TO STRESS,BACK AT SHOP,SHOP QC,CLIENT QC,READY TO SHIP COATING,SHIP TO COATING,APPROVAL TO SHIP,READY TO SHIP,TO SITE,LOAD NO.,SPEC.,PHASE,ON HOLD,OFF HOLD,HYDRO,HYDRO DATE
BR        ,     445-3,MK-000-P-9039-12-3,000-P-9039-12                                ,"900-P-9039-14""-T9SL5S01-NT-4 1/2""-HC         ",NONE                     ,-                   ,02/20/2020,02/24/2020,02/29/2020,02/29/2020,03/06/2020,,03/10/2020,,,,,03/04/2020,03/11/2020,B3005     ,T9SL5S01  ,CWA-5     ,,,N/A   ,
BR        ,     446-1,MK-000-P-9039-13-1,000-P-9039-13                                ,"900-P-9039-14""-T9SL5S01-NT-4 1/2""-HC         ",NONE                     ,-                   ,02/20/2020,02/22/2020,02/28/2020,02/29/2020,03/06/2020,,03/10/2020,,,,,03/04/2020,03/11/2020,B3005     ,T9SL5S01  ,CWA-5     ,,,N/A   ,
BR        ,     446-2,MK-000-P-9039-13-2,000-P-9039-13                                ,"900-P-9039-14""-T9SL5S01-NT-4 1/2""-HC         ",NONE                     ,-                   ,02/20/2020,02/24/2020,02/24/2020,02/25/2020,03/06/2020,,03/10/2020,,,,,03/04/2020,03/11/2020,B3005     ,T9SL5S01  ,CWA-5     ,,,N/A   ,
BR        ,     473-1,MK-000-P-9228-11-1,000-P-9228-11                                ,"900-P-9228-6""-T9NS5S01-ET-1 1/2""-HC          ",NONE                     ,-                   ,02/17/2020,02/21/2020,02/22/2020,02/24/2020,,,02/29/2020,,,,,03/03/2020,03/10/2020,B3002     ,T9NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     473-2,MK-000-P-9228-11-2,000-P-9228-11                                ,"900-P-9228-6""-T9NS5S01-ET-1 1/2""-HC          ",NONE                     ,-                   ,02/27/2020,03/02/2020,03/03/2020,03/04/2020,,,03/09/2020,,,,,03/10/2020,03/13/2020,B3004     ,T9NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     525-1,MK-000-P-9228-10-1,000-P-9228-10                                ,"900-P-9228-8""-T9NS5S01-ET-2""-HC              ",NONE                     ,-                   ,02/17/2020,02/22/2020,02/24/2020,02/25/2020,,,03/09/2020,,,,,03/10/2020,03/13/2020,B3004     ,T9NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     525-2,MK-000-P-9228-10-2,000-P-9228-10                                ,"900-P-9228-8""-T9NS5S01-ET-2""-HC              ",NONE                     ,-                   ,02/12/2020,02/13/2020,02/19/2020,02/22/2020,,,02/29/2020,,,,,03/03/2020,03/10/2020,B3002     ,T9NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     529-1,MK-000-P-9328-10-1,000-P-9328-10                                ,"900-P-9328-2""-T9NS5S01-ET-1 1/2""-HC          ",NONE                     ,-                   ,02/19/2020,02/21/2020,02/22/2020,02/24/2020,,,03/09/2020,,,,,03/10/2020,03/13/2020,B3004     ,T9NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     533-1,MK-000-P-9356-20-1,000-P-9356-20                                ,"900-P-9356-6""-T3SL5S01-ETW-4""-HC             ",NONE                     ,-                   ,02/17/2020,02/21/2020,02/26/2020,02/26/2020,03/06/2020,,03/09/2020,,,,,03/04/2020,03/11/2020,B3003     ,T3SL5S01  ,CWA-5     ,,,N/A   ,
BR        ,     533-2,MK-000-P-9356-20-2,000-P-9356-20                                ,"900-P-9356-6""-T3SL5S01-ETW-4""-HC             ",NONE                     ,-                   ,02/12/2020,02/13/2020,02/20/2020,02/20/2020,03/03/2020,,02/28/2020,,,,,03/02/2020,03/13/2020,B3004     ,T3SL5S01  ,CWA-5     ,,,N/A   ,
BR        ,     533-3,MK-000-P-9356-20-3,000-P-9356-20                                ,"900-P-9356-6""-T3SL5S01-ETW-4""-HC             ",NONE                     ,-                   ,02/28/2020,03/02/2020,03/03/2020,03/03/2020,03/09/2020,,03/09/2020,,,,,03/07/2020,03/18/2020,B3006     ,T3SL5S01  ,CWA-5     ,,,N/A   ,
BR        ,     534-1,MK-000-P-9356-21-1,000-P-9356-21                                ,"900-P-9356-6""-T3SL5S01-ETW-4""-HC             ",NONE                     ,-                   ,02/28/2020,02/29/2020,03/03/2020,03/04/2020,03/09/2020,,03/09/2020,,,,,03/07/2020,03/18/2020,B3006     ,T3SL5S01  ,CWA-5     ,,,N/A   ,
BR        ,     534-2,MK-000-P-9356-21-2,000-P-9356-21                                ,"900-P-9356-6""-T3SL5S01-ETW-4""-HC             ",NONE                     ,-                   ,02/17/2020,02/21/2020,02/21/2020,02/22/2020,03/03/2020,,02/28/2020,,,,,03/02/2020,03/13/2020,B3004     ,T3SL5S01  ,CWA-5     ,,,N/A   ,
BR        ,     534-3,MK-000-P-9356-21-3,000-P-9356-21                                ,"900-P-9356-6""-T3SL5S01-ETW-4""-HC             ",NONE                     ,-                   ,02/12/2020,02/14/2020,02/19/2020,02/19/2020,03/03/2020,,03/10/2020,,,,,03/02/2020,03/18/2020,B3006     ,T3SL5S01  ,CWA-5     ,,,N/A   ,
BR        ,     579-1,MK-000-P-9033-03-1,000-P-9033-03                                ,"900-P-9033-12""-T9SL5S01-ETW-4 1/2""-HC        ",NONE                     ,-                   ,02/26/2020,02/27/2020,03/02/2020,03/02/2020,03/06/2020,,03/09/2020,,,,,03/04/2020,03/11/2020,B3003     ,T9SL5S01  ,CWA-5     ,,,N/A   ,
BR        ,     579-3,MK-000-P-9033-03-3,000-P-9033-03                                ,"900-P-9033-12""-T9SL5S01-ETW-4 1/2""-HC        ",NONE                     ,-                   ,02/12/2020,02/13/2020,02/19/2020,02/20/2020,03/03/2020,,02/28/2020,,,,,03/02/2020,03/13/2020,B3004     ,T9SL5S01  ,CWA-5     ,,,N/A   ,
BR        ,     580-1,MK-000-P-9035-02-1,000-P-9035-02                                ,"900-P-9035-12""-T9SL5S01-NT-4 1/2""-HC         ",NONE                     ,-                   ,02/26/2020,02/27/2020,02/28/2020,03/02/2020,03/06/2020,,03/09/2020,,,,,03/04/2020,03/11/2020,B3003     ,T9SL5S01  ,CWA-5     ,,,N/A   ,
BR        ,     580-2,MK-000-P-9035-02-2,000-P-9035-02                                ,"900-P-9035-12""-T9SL5S01-NT-4 1/2""-HC         ",NONE                     ,-                   ,02/26/2020,02/27/2020,03/02/2020,03/02/2020,03/06/2020,,03/09/2020,,,,,03/04/2020,03/11/2020,B3003     ,T9SL5S01  ,CWA-5     ,,,N/A   ,
BR        ,     580-3,MK-000-P-9035-02-3,000-P-9035-02                                ,"900-P-9035-12""-T9SL5S01-NT-4 1/2""-HC         ",NONE                     ,-                   ,04/13/2020,04/15/2020,04/22/2020,04/22/2020,04/30/2020,,04/29/2020,,,,,,06/03/2020,B3010     ,T9SL5S01  ,CWA-5     ,,,N/A   ,
BR        ,     582-1,MK-000-P-9035-04-1,000-P-9035-04                                ,"900-P-9035-12""-T9SL5S01-NT-4 1/2""-HC         ",NONE                     ,-                   ,04/14/2020,04/15/2020,04/20/2020,04/21/2020,04/30/2020,,04/29/2020,,,,,,06/03/2020,B3010     ,T9SL5S01  ,CWA-5     ,,,N/A   ,
BR        ,     582-2,MK-000-P-9035-04-2,000-P-9035-04                                ,"900-P-9035-12""-T9SL5S01-NT-4 1/2""-HC         ",NONE                     ,-                   ,04/14/2020,04/16/2020,04/22/2020,04/23/2020,04/30/2020,,04/29/2020,,,,,,06/03/2020,B3010     ,T9SL5S01  ,CWA-5     ,,,N/A   ,
BR        ,     583-1,MK-000-P-9035-13-1,000-P-9035-13                                ,"900-P-9035-4""-T9SL5S01-NT-3 1/2""-HC          ",NONE                     ,-                   ,02/12/2020,02/14/2020,02/20/2020,02/20/2020,03/03/2020,,02/28/2020,,,,,03/02/2020,03/13/2020,B3004     ,T9SL5S01  ,CWA-5     ,,,N/A   ,
BR        ,     583-2,MK-000-P-9035-13-2,000-P-9035-13                                ,"900-P-9035-4""-T9SL5S01-NT-3 1/2""-HC          ",NONE                     ,-                   ,03/23/2020,03/23/2020,03/25/2020,03/30/2020,04/30/2020,,04/29/2020,,,,,,06/03/2020,B3010     ,T9SL5S01  ,CWA-5     ,,,N/A   ,
BR        ,     583-3,MK-000-P-9035-13-3,000-P-9035-13                                ,"900-P-9035-4""-T9SL5S01-NT-3 1/2""-HC          ",NONE                     ,-                   ,02/17/2020,02/18/2020,02/18/2020,02/18/2020,,,02/29/2020,,,,,03/03/2020,03/10/2020,B3002     ,T9SL5S01  ,CWA-5     ,,,N/A   ,
BR        ,     583-4,MK-000-P-9035-13-4,000-P-9035-13                                ,"900-P-9035-4""-T9SL5S01-NT-3 1/2""-HC          ",NONE                     ,-                   ,02/17/2020,02/19/2020,02/19/2020,02/19/2020,,,02/29/2020,,,,,03/03/2020,03/10/2020,B3002     ,T9SL5S01  ,CWA-5     ,,,N/A   ,
BR        ,     584-1,MK-000-P-9039-15-1,000-P-9039-15                                ,"900-P-9039-4""-T9SL5S01-NT-3 1/2""-HC          ",NONE                     ,-                   ,03/17/2020,03/18/2020,03/20/2020,03/23/2020,03/26/2020,,03/24/2020,,,,,04/01/2020,04/06/2020,B3007     ,T9SL5S01  ,CWA-5     ,,03/05/2020,N/A   ,
BR        ,     584-2,MK-000-P-9039-15-2,000-P-9039-15                                ,"900-P-9039-4""-T9SL5S01-NT-3 1/2""-HC          ",NONE                     ,-                   ,02/17/2020,02/19/2020,02/19/2020,02/19/2020,,,02/29/2020,,,,,03/03/2020,03/10/2020,B3002     ,T9SL5S01  ,CWA-5     ,,,N/A   ,
BR        ,     584-3,MK-000-P-9039-15-3,000-P-9039-15                                ,"900-P-9039-4""-T9SL5S01-NT-3 1/2""-HC          ",NONE                     ,-                   ,03/13/2020,03/16/2020,03/16/2020,03/16/2020,,,03/31/2020,,,,,04/01/2020,04/06/2020,B3007     ,T9SL5S01  ,CWA-5     ,,,N/A   ,
BR        ,     588-1,MK-000-P-9045-10-1,000-P-9045-10                                ,"900-P-9045-14""-T9SL5S01-NT-1 3/4""-HC(PG)     ",NONE                     ,-                   ,02/20/2020,02/22/2020,02/25/2020,02/27/2020,03/06/2020,,03/03/2020,,,,,03/04/2020,03/18/2020,B3005     ,T9SL5S01  ,CWA-5     ,,,N/A   ,
BR        ,     590-1,MK-000-P-9045-13-1,000-P-9045-13                                ,"900-P-9045-0.75""-T9SL5S01-NT-1 3/4""-HC(PG)   ",NONE                     ,-                   ,02/12/2020,02/17/2020,02/18/2020,02/19/2020,02/21/2020,,02/20/2020,,,,,03/10/2020,03/13/2020,B3004     ,T9SL5S01  ,CWA-5     ,,,N/A   ,
BR        ,     594-1,MK-000-P-9087-30-1,000-P-9087-30                                ,"900-P-9087-3""-T6NS5S01-ETW-1 1/2""-HC         ",NONE                     ,-                   ,02/12/2020,02/14/2020,02/18/2020,02/19/2020,,,02/25/2020,,,,,02/28/2020,03/02/2020,B3001     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     594-2,MK-000-P-9087-30-2,000-P-9087-30                                ,"900-P-9087-3""-T6NS5S01-ETW-1 1/2""-HC         ",NONE                     ,-                   ,02/17/2020,02/19/2020,02/19/2020,02/20/2020,,,02/25/2020,,,,,02/28/2020,03/02/2020,B3001     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     596-1,MK-000-P-9101-21-1,000-P-9101-21                                ,"900-P-9101-14""-T6NQ5S01-ETW-2 1/2""-PF        ",NONE                     ,-                   ,02/18/2020,02/24/2020,02/25/2020,02/26/2020,,,03/09/2020,,,,,03/10/2020,03/13/2020,B3004     ,T6NQ5S01  ,CWA-5     ,,,N/A   ,
BR        ,     597-2,MK-000-P-9101-22-2,000-P-9101-22                                ,"900-P-9101-16""-T6NQ5S01-ETW-2 1/2""-PF        ",NONE                     ,-                   ,03/04/2020,03/05/2020,03/05/2020,03/05/2020,,,03/13/2020,,,,,03/17/2020,03/18/2020,B3006     ,T6NQ5S01  ,CWA-5     ,,,N/A   ,
BR        ,     615-2,MK-000-P-9329-10-2,000-P-9329-10                                ,"900-P-9329-8""-T9NS5S01-ET-2""-HC              ",NONE                     ,-                   ,02/12/2020,02/13/2020,02/19/2020,02/20/2020,,,02/29/2020,,,,,03/03/2020,03/10/2020,B3002     ,T9NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     618-1,MK-000-P-9347-20-1,000-P-9347-20                                ,"900-P-9347-8""-T6NS5S01-ETW-2""-PF             ",NONE                     ,-                   ,03/30/2020,03/30/2020,04/06/2020,04/07/2020,,,04/21/2020,,,,,,04/22/2020,B3009     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     619-1,MK-000-P-9348-20-1,000-P-9348-20                                ,"900-P-9348-8""-T6NS5S01-ETW-2""-PF             ",NONE                     ,-                   ,03/30/2020,03/31/2020,04/08/2020,04/08/2020,,,04/21/2020,,,,,,04/22/2020,B3009     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     620-1,MK-000-P-9349-20-1,000-P-9349-20                                ,"900-P-9349-8""-T6NS5S01-ETW-2""-PF             ",NONE                     ,-                   ,03/30/2020,03/30/2020,04/06/2020,04/08/2020,,,04/21/2020,,,,,,04/22/2020,B3009     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     621-1,MK-000-P-9351-20-1,000-P-9351-20                                ,"900-P-9351-8""-T6NS5S01-ETW-2""-PF             ",NONE                     ,-                   ,03/30/2020,03/31/2020,04/08/2020,04/09/2020,,,04/21/2020,,,,,,04/22/2020,B3009     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     622-1,MK-000-P-9352-20-1,000-P-9352-20                                ,"900-P-9352-8""-T6NS5S01-ETW-2""-PF             ",NONE                     ,-                   ,03/30/2020,03/31/2020,04/06/2020,04/07/2020,,,04/21/2020,,,,,,04/22/2020,B3009     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     623-1,MK-000-P-9353-20-1,000-P-9353-20                                ,"900-P-9353-8""-T6NS5S01-ETW-2""-PF             ",NONE                     ,-                   ,03/30/2020,04/01/2020,04/08/2020,04/09/2020,,,04/21/2020,,,,,,04/22/2020,B3009     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     624-1,MK-000-P-9354-20-1,000-P-9354-20                                ,"900-P-9354-8""-T6NS5S01-ETW-2""-PF             ",NONE                     ,-                   ,03/30/2020,03/31/2020,04/06/2020,04/08/2020,,,04/21/2020,,,,,,04/22/2020,B3009     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     625-2,MK-000-P-9355-20-2,000-P-9355-20                                ,"900-P-9355-8""-T3SL5S01-ETW-4""-HC             ",NONE                     ,-                   ,02/17/2020,02/20/2020,02/21/2020,02/21/2020,03/03/2020,,02/28/2020,,,,,03/02/2020,03/13/2020,B3004     ,T3SL5S01  ,CWA-5     ,,,N/A   ,
BR        ,     625-3,MK-000-P-9355-20-3,000-P-9355-20                                ,"900-P-9355-8""-T3SL5S01-ETW-4""-HC             ",NONE                     ,-                   ,02/12/2020,02/13/2020,02/17/2020,02/19/2020,03/06/2020,,03/09/2020,,,,,03/04/2020,03/11/2020,B3003     ,T3SL5S01  ,CWA-5     ,,,N/A   ,
BR        ,     625-4,MK-000-P-9355-20-4,000-P-9355-20                                ,"900-P-9355-8""-T3SL5S01-ETW-4""-HC             ",NONE                     ,-                   ,02/17/2020,02/20/2020,02/21/2020,02/21/2020,03/03/2020,,02/28/2020,,,,,03/02/2020,03/13/2020,B3004     ,T3SL5S01  ,CWA-5     ,,,N/A   ,
BR        ,     626-1,MK-000-P-9773-20-1,000-P-9773-20                                ,"900-P-9773-8""-T6NS5S01-ETW-2""-PF             ",NONE                     ,-                   ,03/30/2020,03/31/2020,04/09/2020,04/09/2020,,,04/21/2020,,,,,,04/22/2020,B3009     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     627-1,MK-000-P-9934-21-1,000-P-9934-21                                ,"900-P-9934-2""-T9SL5S01-ET-2 1/2""-HC          ",NONE                     ,-                   ,02/12/2020,02/17/2020,02/17/2020,02/18/2020,02/21/2020,,02/29/2020,,,,,03/03/2020,03/10/2020,B3002     ,T9SL5S01  ,CWA-5     ,,,N/A   ,
BR        ,     663-1,MK-000-WS-9075-26-1,000-WS-9075-26                               ,"900-WS-9075-1""-T6NS5S01-ETW-1""-PF            ",NONE                     ,-                   ,02/26/2020,02/27/2020,02/28/2020,03/03/2020,,,03/13/2020,,,,,03/17/2020,03/18/2020,B3006     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     663-2,MK-000-WS-9075-26-2,000-WS-9075-26                               ,"900-WS-9075-1""-T6NS5S01-ETW-1""-PF            ",NONE                     ,-                   ,02/17/2020,02/20/2020,02/20/2020,02/21/2020,,,02/29/2020,,,,,03/03/2020,03/10/2020,B3002     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     663-3,MK-000-WS-9075-26-3,000-WS-9075-26                               ,"900-WS-9075-1""-T6NS5S01-ETW-1""-PF            ",NONE                     ,-                   ,02/21/2020,02/22/2020,02/22/2020,02/24/2020,,,02/29/2020,,,,,03/03/2020,03/10/2020,B3002     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     664-1,MK-000-WS-9291-20-1,000-WS-9291-20                               ,"900-WS-9291-2""-T6NS5S01-ETW-1""-PF            ",NONE                     ,-                   ,02/17/2020,02/20/2020,02/21/2020,02/21/2020,,,03/09/2020,,,,,03/10/2020,03/13/2020,B3004     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     664-2,MK-000-WS-9291-20-2,000-WS-9291-20                               ,"900-WS-9291-2""-T6NS5S01-ETW-1""-PF            ",NONE                     ,-                   ,02/17/2020,02/19/2020,02/20/2020,02/20/2020,,,03/09/2020,,,,,03/10/2020,03/13/2020,B3004     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     665-1,MK-000-WS-9291-21-1,000-WS-9291-21                               ,"900-WS-9291-1""-T6NS5S01-ETW-1""-PF            ",NONE                     ,-                   ,03/05/2020,03/06/2020,03/06/2020,03/07/2020,,,03/13/2020,,,,,03/17/2020,03/18/2020,B3006     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     665-2,MK-000-WS-9291-21-2,000-WS-9291-21                               ,"900-WS-9291-1""-T6NS5S01-ETW-1""-PF            ",NONE                     ,-                   ,02/12/2020,02/17/2020,02/17/2020,02/17/2020,,,02/25/2020,,,,,02/28/2020,03/02/2020,B3001     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     666-1,MK-000-WS-9295-20-1,000-WS-9295-20                               ,"900-WS-9295-2""-T6NS5S01-ETW-1""-PF            ",NONE                     ,-                   ,02/17/2020,02/19/2020,02/20/2020,02/21/2020,,,02/29/2020,,,,,03/03/2020,03/10/2020,B3002     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     666-2,MK-000-WS-9295-20-2,000-WS-9295-20                               ,"900-WS-9295-2""-T6NS5S01-ETW-1""-PF            ",NONE                     ,-                   ,02/12/2020,02/17/2020,02/17/2020,02/17/2020,,,02/25/2020,,,,,02/28/2020,03/02/2020,B3001     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     667-1,MK-000-WS-9308-20-1,000-WS-9308-20                               ,"900-WS-9308-2""-T6NS5S01-ETW-1""-PF            ",NONE                     ,-                   ,02/12/2020,02/17/2020,02/18/2020,02/19/2020,,,02/29/2020,,,,,03/03/2020,03/10/2020,B3002     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     668-2,MK-000-WS-9362-20-2,000-WS-9362-20                               ,"900-WS-9362-1""-T6NS5S01-ETW-1""-PF            ",NONE                     ,-                   ,02/12/2020,02/17/2020,02/17/2020,02/17/2020,,,02/25/2020,,,,,02/28/2020,03/02/2020,B3001     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     669-1,MK-000-WS-9363-20-1,000-WS-9363-20                               ,"900-WS-9363-1""-T6NS5S01-ETW-1""-PF            ",NONE                     ,-                   ,03/05/2020,03/06/2020,03/06/2020,03/09/2020,,,03/13/2020,,,,,03/17/2020,03/18/2020,B3006     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     669-2,MK-000-WS-9363-20-2,000-WS-9363-20                               ,"900-WS-9363-1""-T6NS5S01-ETW-1""-PF            ",NONE                     ,-                   ,02/12/2020,02/17/2020,02/17/2020,02/17/2020,,,02/25/2020,,,,,02/28/2020,03/02/2020,B3001     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     670-1,MK-000-WS-9363-21-1,000-WS-9363-21                               ,"900-WS-9363-1""-T6NS5S01-ETW-1""-PF            ",NONE                     ,-                   ,03/05/2020,03/06/2020,03/06/2020,03/07/2020,,,03/13/2020,,,,,03/17/2020,03/18/2020,B3006     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     670-2,MK-000-WS-9363-21-2,000-WS-9363-21                               ,"900-WS-9363-1""-T6NS5S01-ETW-1""-PF            ",NONE                     ,-                   ,02/17/2020,02/19/2020,02/20/2020,02/20/2020,,,02/29/2020,,,,,03/03/2020,03/10/2020,B3002     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     670-3,MK-000-WS-9363-21-3,000-WS-9363-21                               ,"900-WS-9363-1""-T6NS5S01-ETW-1""-PF            ",NONE                     ,-                   ,02/21/2020,02/22/2020,02/22/2020,02/24/2020,,,02/29/2020,,,,,03/03/2020,03/10/2020,B3002     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     671-1,MK-000-WS-9364-20-1,000-WS-9364-20                               ,"900-WS-9364-2""-T6NS5S01-ETW-1""-PF            ",NONE                     ,-                   ,03/05/2020,03/06/2020,03/06/2020,03/07/2020,,,03/13/2020,,,,,03/17/2020,03/18/2020,B3006     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     671-2,MK-000-WS-9364-20-2,000-WS-9364-20                               ,"900-WS-9364-2""-T6NS5S01-ETW-1""-PF            ",NONE                     ,-                   ,02/26/2020,02/27/2020,02/28/2020,03/04/2020,,,03/09/2020,,,,,03/10/2020,03/13/2020,B3004     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     672-1,MK-000-WS-9364-21-1,000-WS-9364-21                               ,"900-WS-9364-1""-T6NS5S01-ETW-1""-PF            ",NONE                     ,-                   ,03/17/2020,03/18/2020,03/18/2020,03/23/2020,,,03/31/2020,,,,,04/01/2020,04/06/2020,B3007     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     672-2,MK-000-WS-9364-21-2,000-WS-9364-21                               ,"900-WS-9364-1""-T6NS5S01-ETW-1""-PF            ",NONE                     ,-                   ,02/17/2020,02/19/2020,02/19/2020,02/20/2020,,,02/29/2020,,,,,03/03/2020,03/10/2020,B3002     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
BR        ,     672-3,MK-000-WS-9364-21-3,000-WS-9364-21                               ,"900-WS-9364-1""-T6NS5S01-ETW-1""-PF            ",NONE                     ,-                   ,02/21/2020,02/22/2020,02/22/2020,02/24/2020,,,03/09/2020,,,,,03/10/2020,03/13/2020,B3004     ,T6NS5S01  ,CWA-5     ,,,N/A   ,
