"spool","piecemark","material","issued","pulled","priority","area","iso","detailing","checking","shop","on_hold","multiplier","jobnum","client","status","items","shorts","missing_valve_only","weldout","rts","rtsc","stc","delivered","workable","i_p"
"114-2","PK104XA-W-3696.01-2","CS","","","3","J23","114","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"114-3","PK104XA-W-3696.01-3","CS","","","3","J23","114","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"114-4","PK104XA-W-3696.01-4","CS","","","3","J23","114","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"115-1","PK104XA-WC-08.02-1","CS","","","3","J23","115","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"115-2","PK104XA-WC-08.02-2","CS","","","3","J23","115","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"115-3","PK104XA-WC-08.02-3","CS","","","3","J23","115","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"115-4","PK104XA-WC-08.02-4","CS","","","3","J23","115","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"116-1","PK104XA-WC-08.01-1","CS","","","#N/A","-","116","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"116-2","PK104XA-WC-08.01-2","CS","","","#N/A","-","116","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"117-1","PK104XA-WC-3610.01-1","CS","","","#N/A","-","117","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"117-2","PK104XA-WC-3610.01-2","CS","","","#N/A","-","117","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"118-1","PK104XA-YB-97367.01-1","ALUMINUM","","","12","J01","118","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"119-1","PK104XA-YB-97367.02-1","ALUMINUM","","","12","J01","119","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"119-2","PK104XA-YB-97367.02-2","ALUMINUM","","","12","J01","119","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"120-1","PK104XA-YB-98341.01-1","ALUMINUM","","","2","J14","120","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"121-1","PK104XA-YB-98341.02-1","ALUMINUM","","","2","J14","121","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"121-2","PK104XA-YB-98341.02-2","ALUMINUM","","","2","J14","121","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"122-1","PK104XA-YB-98342.01-1","ALUMINUM","","","2","J14","122","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"123-1","PK104XA-YB-98342.02-1","ALUMINUM","","","2","J14","123","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"123-2","PK104XA-YB-98342.02-2","ALUMINUM","","","2","J14","123","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"124-1","PK104XA-YB-98343.01-1","ALUMINUM","","","2","J14","124","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"125-1","PK104XA-YB-98343.02-1","ALUMINUM","","","2","J14","125","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"125-2","PK104XA-YB-98343.02-2","ALUMINUM","","","2","J14","125","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"126-1","PK104XA-YB-98344.01-1","ALUMINUM","","","2","J14","126","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"127-1","PK104XA-YB-98344.02-1","ALUMINUM","","","2","J14","127","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"127-2","PK104XA-YB-98344.02-2","ALUMINUM","","","2","J14","127","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"128-1","PK104XA-YB-98345.01-1","ALUMINUM","","","2","J14","128","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"129-1","PK104XA-YB-98345.02-1","ALUMINUM","","","2","J14","129","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"129-2","PK104XA-YB-98345.02-2","ALUMINUM","","","2","J14","129","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"130-1","PK104XA-YB-98346.01-1","ALUMINUM","","","2","J14","130","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"131-1","PK104XA-YB-98346.02-1","ALUMINUM","","","2","J14","131","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
