Sheetsketc,Pcmkipcmar,Sheetrefdw,Sheetclien,Sheetclie1,Sheetlinen,Sheetpaint,Sheettopco,Sheetprior,Sheetprio1,Pulltranda,_1fittrand,Ffittranda,Wouttranda,Strestrand,Bastrandat,Sqctrandat,Cqctrandat,Rtctrandat,Stctrandat,Atstrandat,Rtstrandat,Sitetranda,Idfilloadn,Sheetbomco,Sheetlines,Sheetphase,Idfilonhol,Idfiloffho,Sheetshoph,Hydrotrand,Jobsjobpla,Sheetcusts,Sheettrans,Sheetpwht,Sheetpmi,Sheetfabco,Pcmkiitemw,Sheetsum_f,Sheetrevle
     499-1,7052-499-1-A                  ,1792-300-3058                                ,1,1,"V-330 16"" NOZZLE ""A""                         ",NONE                     ,-                   ,,19B       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,1.67,0
     499-2,7052-499-2-A                  ,1792-300-3058                                ,1,1,"V-330 6"" NOZZLE ""R""                          ",NONE                     ,-                   ,,19B       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,1.17,0
     499-3,7052-499-3-A                  ,1792-300-3058                                ,1,1,"V-330 8"" NOZZLE ""N""                          ",NONE                     ,-                   ,,19B       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,1.52,0
     499-4,7052-499-4-A                  ,1792-300-3058                                ,1,1,"V-330 10"" NOZZLE ""S""                         ",NONE                     ,-                   ,,19B       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,2,1
     499-5,7052-499-5-A                  ,1792-300-3058                                ,1,1,"V-330 10"" NOZZLE ""S1""                        ",NONE                     ,-                   ,,19B       ,,,,,,,,,,,,,,,,FB8       ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,B31.3          ,,2.32,0
     500-1,7052-500-1-A                  ,1792-300-3058                                ,1,1,"V-337 16"" NOZZLE ""A""                         ",NONE                     ,-                   ,,20C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,1.67,0
     500-2,7052-500-2-A                  ,1792-300-3058                                ,1,1,"V-337 6"" NOZZLE ""R""                          ",NONE                     ,-                   ,,20C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,1.17,0
     500-3,7052-500-3-A                  ,1792-300-3058                                ,1,1,"V-337 8"" NOZZLE ""N""                          ",NONE                     ,-                   ,,20C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,1.52,0
     500-4,7052-500-4-A                  ,1792-300-3058                                ,1,1,"V-337 10"" NOZZLE ""S""                         ",NONE                     ,-                   ,,20C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,2,1
     500-5,7052-500-5-A                  ,1792-300-3058                                ,1,1,"V-337 10"" NOZZLE ""S1""                        ",NONE                     ,-                   ,,20C       ,,,,,,,,,,,,,,,,FB8       ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,B31.3          ,,2.32,0
     501-1,7052-501-1-A                  ,1792-300-3058                                ,1,1,"V-338 16"" NOZZLE ""A""                         ",NONE                     ,-                   ,,21C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,1.67,0
     501-2,7052-501-2-A                  ,1792-300-3058                                ,1,1,"V-338 6"" NOZZLE ""R""                          ",NONE                     ,-                   ,,21C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,1.17,0
     501-3,7052-501-3-A                  ,1792-300-3058                                ,1,1,"V-338 8"" NOZZLE ""N""                          ",NONE                     ,-                   ,,21C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,1.52,0
     501-4,7052-501-4-A                  ,1792-300-3058                                ,1,1,"V-338 10"" NOZZLE ""S""                         ",NONE                     ,-                   ,,21C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,2,1
     501-5,7052-501-5-A                  ,1792-300-3058                                ,1,1,"V-338 10"" NOZZLE ""S1""                        ",NONE                     ,-                   ,,21C       ,,,,,,,,,,,,,,,,FB8       ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,B31.3          ,,2.32,0
     502-1,7052-502-1-A                  ,1792-300-3058                                ,1,1,"V-339 16"" NOZZLE ""A""                         ",NONE                     ,-                   ,,22C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,1.67,0
     502-2,7052-502-2-A                  ,1792-300-3058                                ,1,1,"V-339 6"" NOZZLE ""R""                          ",NONE                     ,-                   ,,22C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,1.17,0
     502-3,7052-502-3-A                  ,1792-300-3058                                ,1,1,"V-339 8"" NOZZLE ""N""                          ",NONE                     ,-                   ,,22C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,1.52,0
     502-4,7052-502-4-A                  ,1792-300-3058                                ,1,1,"V-339 10"" NOZZLE ""S""                         ",NONE                     ,-                   ,,22C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,2,1
     502-5,7052-502-5-A                  ,1792-300-3058                                ,1,1,"V-339 10"" NOZZLE ""S1""                        ",NONE                     ,-                   ,,22C       ,,,,,,,,,,,,,,,,FB8       ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,B31.3          ,,2.32,0
     503-1,7052-503-1-A                  ,1792-300-3058                                ,1,1,"V-340 16"" NOZZLE ""A""                         ",NONE                     ,-                   ,,23C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,1.67,0
     503-2,7052-503-2-A                  ,1792-300-3058                                ,1,1,"V-340 6"" NOZZLE ""R""                          ",NONE                     ,-                   ,,23C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,1.17,0
     503-3,7052-503-3-A                  ,1792-300-3058                                ,1,1,"V-340 8"" NOZZLE ""N""                          ",NONE                     ,-                   ,,23C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,1.52,0
     503-4,7052-503-4-A                  ,1792-300-3058                                ,1,1,"V-340 10"" NOZZLE ""S""                         ",NONE                     ,-                   ,,23C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,2,1
     503-5,7052-503-5-A                  ,1792-300-3058                                ,1,1,"V-340 10"" NOZZLE ""S1""                        ",NONE                     ,-                   ,,23C       ,,,,,,,,,,,,,,,,FB8       ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,B31.3          ,,2.32,0
     504-1,7052-504-1-A                  ,1792-300-3058                                ,1,1,"V-341 16"" NOZZLE ""A""                         ",NONE                     ,-                   ,,24C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,1.67,0
     504-2,7052-504-2-A                  ,1792-300-3058                                ,1,1,"V-341 6"" NOZZLE ""R""                          ",NONE                     ,-                   ,,24C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,1.17,0
     504-3,7052-504-3-A                  ,1792-300-3058                                ,1,1,"V-341 8"" NOZZLE ""N""                          ",NONE                     ,-                   ,,24C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,1.52,0
     504-4,7052-504-4-A                  ,1792-300-3058                                ,1,1,"V-341 10"" NOZZLE ""S""                         ",NONE                     ,-                   ,,24C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,2,1
     504-5,7052-504-5-A                  ,1792-300-3058                                ,1,1,"V-341 10"" NOZZLE ""S1""                        ",NONE                     ,-                   ,,24C       ,,,,,,,,,,,,,,,,FB8       ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,B31.3          ,,2.32,0
     505-1,7052-505-1-A                  ,1792-300-3058                                ,1,1,"V-342 16"" NOZZLE ""A""                         ",NONE                     ,-                   ,,25C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,1.67,0
     505-2,7052-505-2-A                  ,1792-300-3058                                ,1,1,"V-342 6"" NOZZLE ""R""                          ",NONE                     ,-                   ,,25C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,1.17,0
     505-3,7052-505-3-A                  ,1792-300-3058                                ,1,1,"V-342 8"" NOZZLE ""N""                          ",NONE                     ,-                   ,,25C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,1.52,0
     505-4,7052-505-4-A                  ,1792-300-3058                                ,1,1,"V-342 10"" NOZZLE ""S""                         ",NONE                     ,-                   ,,25C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,2,1
     505-5,7052-505-5-A                  ,1792-300-3058                                ,1,1,"V-342 10"" NOZZLE ""S1""                        ",NONE                     ,-                   ,,25C       ,,,,,,,,,,,,,,,,FB8       ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,B31.3          ,,2.32,0
     506-1,7052-506-1-A                  ,1792-300-3058                                ,1,1,"V-343 16"" NOZZLE ""A""                         ",NONE                     ,-                   ,,26C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,1.67,0
     506-2,7052-506-2-A                  ,1792-300-3058                                ,1,1,"V-343 6"" NOZZLE ""R""                          ",NONE                     ,-                   ,,26C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,1.17,0
     506-3,7052-506-3-A                  ,1792-300-3058                                ,1,1,"V-343 8"" NOZZLE ""N""                          ",NONE                     ,-                   ,,26C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,1.52,0
     506-4,7052-506-4-A                  ,1792-300-3058                                ,1,1,"V-343 10"" NOZZLE ""S""                         ",NONE                     ,-                   ,,26C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,2,1
     506-5,7052-506-5-A                  ,1792-300-3058                                ,1,1,"V-343 10"" NOZZLE ""S1""                        ",NONE                     ,-                   ,,26C       ,,,,,,,,,,,,,,,,FB8       ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,B31.3          ,,2.32,0
     507-1,7052-507-1-A                  ,1792-300-3058                                ,1,1,"V-344 16"" NOZZLE ""A""                         ",NONE                     ,-                   ,,27C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,1.67,0
     507-2,7052-507-2-A                  ,1792-300-3058                                ,1,1,"V-344 6"" NOZZLE ""R""                          ",NONE                     ,-                   ,,27C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,1.17,0
     507-3,7052-507-3-A                  ,1792-300-3058                                ,1,1,"V-344 8"" NOZZLE ""N""                          ",NONE                     ,-                   ,,27C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,1.52,0
     507-4,7052-507-4-A                  ,1792-300-3058                                ,1,1,"V-344 10"" NOZZLE ""S""                         ",NONE                     ,-                   ,,27C       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,2,1
     507-5,7052-507-5-A                  ,1792-300-3058                                ,1,1,"V-344 10"" NOZZLE ""S1""                        ",NONE                     ,-                   ,,27C       ,,,,,,,,,,,,,,,,FB8       ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,B31.3          ,,2.32,0
     508-1,7052-508-1-A                  ,1792-300-3060                                ,1,1,"V-379 10"" NOZZLE ""S""                         ",NONE                     ,-                   ,,28D       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,2,0
     508-2,7052-508-2-A                  ,1792-300-3060                                ,0,1,"V-379 6"" NOZZLE ""N4""                         ",NONE                     ,-                   ,,28D       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,1.48,0
     508-3,7052-508-3-A                  ,1792-300-3060                                ,0,1,"V-379 10"" NOZZLE ""S1""                        ",NONE                     ,-                   ,,28D       ,,,,,,,,,,,,,,,,FB8       ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,YES   ,B31.3          ,,2.32,0
     509-1,7052-509-1-A                  ,1792-300-3060                                ,1,1,"V-380 10"" NOZZLE ""S""                         ",NONE                     ,-                   ,,29D       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,2,1
     509-2,7052-509-2-A                  ,1792-300-3060                                ,0,1,"V-380 6"" NOZZLE ""N4""                         ",NONE                     ,-                   ,,29D       ,,,,,,,,,,,,,,,,N         ,-         ,,,N/A   ,,BR        ,7052,1,N/A   ,N/A   ,B31.3          ,,1.48,0
