BOM PATH, POS, TAG NUMBER, SIZE, DESCRIPTION, LIST QUANTITY, UNIT, TRANSMITTL, GROUP-PERF, SKETCH, PRIORITY, SPEC, CWP,SCHEDULE,CLASS
269,,BWELAM9BEAWEZZZZ_10S~8X2,8X2,"Weldolet® Reducing  MSS SP-97  Beveled End  ASTM A182 Grade F 304/F 304L SCH/THK S-10S 8X2""",1,EA,,FITTINGS,U010-VG-8816-4-269-B,,,,10S,
269,,WA-U010-3024_269~8,8,"SEE WELDED ATTACHMENT SUMMARY 8""",1,EA,,SUPPORTS,U010-VG-8816-4-269-B,,,,None,
269,,WA-U010-2315_269~8,8,"SEE WELDED ATTACHMENT SUMMARY 8""",1,EA,,SUPPORTS,U010-VG-8816-4-269-B,,,,None,
269-C,,PPPABRBEAWCABGZ_10S~8,8,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  100% Radiography  Electric Fusion Welded (Ej = 1.00) SCH/THK S-10S 8""",11.69999981,FT,,PIPE,U010-VG-8816-4-269-C,,,,10S,
269-C,,BTEEABMBEAYXABKZ_10S~8X8,8X8,"Tee  ASME B16.9  Beveled End  ASTM A403 Grade WP304/WP304L  Type WX SCH/THK S-10S 8X8""",1,EA,,FITTINGS,U010-VG-8816-4-269-C,,,,10S,
269-C,,BTERABMBEAYXABKZ_10S~8X4,8X4,"Reducing Tee  ASME B16.9  Beveled End  ASTM A403 Grade WP304/WP304L  Type WX SCH/THK S-10S 8X4""",1,EA,,FITTINGS,U010-VG-8816-4-269-C,,,,10S,
269-C,,BWELAM9BEAWEZZZZ_10S~8X2,8X2,"Weldolet® Reducing  MSS SP-97  Beveled End  ASTM A182 Grade F 304/F 304L SCH/THK S-10S 8X2""",1,EA,,FITTINGS,U010-VG-8816-4-269-C,,,,10S,
269-C,,WA-U010-3026_269-3~8,8,"SEE WELDED ATTACHMENT SUMMARY 8""",1,EA,,SUPPORTS,U010-VG-8816-4-269-C,,,,None,
270-A,,WA-U010-3027_270-1~8,8,"SEE WELDED ATTACHMENT SUMMARY 8""",1,EA,,SUPPORTS,U010-VG-8816-6-270-A,,,,None,
270-B,,PPPABRBEAWCABGZ_10S~8,8,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  100% Radiography  Electric Fusion Welded (Ej = 1.00) SCH/THK S-10S 8""",13.69999981,FT,,PIPE,U010-VG-8816-6-270-B,,,,10S,
270-B,,BWELAM9BEAWEZZZZ_10S~8X3,8X3,"Weldolet® Reducing  MSS SP-97  Beveled End  ASTM A182 Grade F 304/F 304L SCH/THK S-10S 8X3""",1,EA,,FITTINGS,U010-VG-8816-6-270-B,,,,10S,
270-B,,BWELAM9BEAWEZZZZ_10S~8X3,8X3,"Weldolet® Reducing  MSS SP-97  Beveled End  ASTM A182 Grade F 304/F 304L SCH/THK S-10S 8X3""",1,EA,,FITTINGS,U010-VG-8816-6-270-B,,,,10S,
270-B,,WA-U010-7060_270-2~8,8,"SEE WELDED ATTACHMENT SUMMARY 8""",1,EA,,SUPPORTS,U010-VG-8816-6-270-B,,,,None,
270-B,,OSOCAM9SSWAWEZZZZ_3000~8X1,8X1,"Sockolet® Reducing  MSS SP-97  Class 3000  Socket Welded End  ASTM A182 Grade F 304/F 304L 8X1""",1,EA,,FITTINGS,U010-VG-8816-6-270-B,,,,None,
266-A,,BE9LABMBEAYXABKZ_10S~8,8,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A403 Grade WP304/WP304L  Type WX SCH/THK S-10S 8""",1,EA,,FITTINGS,U010-VG-8816-1-266-A,,,,10S,
270-B,,BCAPABMBEAYXABEZ_10S~8,8,"Cap  ASME B16.9  Beveled End  ASTM A403 Grade WP304/WP304L  Type S SCH/THK S-10S 8""",1,EA,,FITTINGS,U010-VG-8816-6-270-B,,,,10S,
269,,PPPABRBEAWCABGZ_10S~8,8,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  100% Radiography  Electric Fusion Welded (Ej = 1.00) SCH/THK S-10S 8""",42.5,FT,,PIPE,U010-VG-8816-4-269-B,,,,10S,
270-A,,PPPABRBEAWCABGZ_10S~8,8,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  100% Radiography  Electric Fusion Welded (Ej = 1.00) SCH/THK S-10S 8""",40,FT,,PIPE,U010-VG-8816-6-270-A,,,,10S,
267-A,,BE9LABMBEAYXABKZ_10S~8,8,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A403 Grade WP304/WP304L  Type WX SCH/THK S-10S 8""",1,EA,,FITTINGS,U010-VG-8816-2-267-A,,,,10S,
266-A,,PPPABRBEAWCABGZ_10S~8,8,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  100% Radiography  Electric Fusion Welded (Ej = 1.00) SCH/THK S-10S 8""",7.199999809,FT,,PIPE,U010-VG-8816-1-266-A,,,,10S,
267-A,,PPPABRBEAWCABGZ_10S~8,8,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  100% Radiography  Electric Fusion Welded (Ej = 1.00) SCH/THK S-10S 8""",7,FT,,PIPE,U010-VG-8816-2-267-A,,,,10S,
267-A,,BTERABMBEAYXABKZ_10S~8X4,8X4,"Reducing Tee  ASME B16.9  Beveled End  ASTM A403 Grade WP304/WP304L  Type WX SCH/THK S-10S 8X4""",1,EA,,FITTINGS,U010-VG-8816-2-267-A,,,,10S,
269,,WA-U010-3023_269~8,8,"SEE WELDED ATTACHMENT SUMMARY 8""",1,EA,,SUPPORTS,U010-VG-8816-4-269-A,,,,None,
267-A,,BE9LABMBEAYXABKZ_10S~8,8,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A403 Grade WP304/WP304L  Type WX SCH/THK S-10S 8""",1,EA,,FITTINGS,U010-VG-8816-2-267-A,,,,10S,
267-A,,BE9LABMBEAYXABKZ_10S~8,8,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A403 Grade WP304/WP304L  Type WX SCH/THK S-10S 8""",1,EA,,FITTINGS,U010-VG-8816-2-267-A,,,,10S,
267-A,,BE9LABMBEAYXABKZ_10S~8,8,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A403 Grade WP304/WP304L  Type WX SCH/THK S-10S 8""",1,EA,,FITTINGS,U010-VG-8816-2-267-A,,,,10S,
267-A,,FWNABLDRFAWEZZZZ_10S~8,8,"Weld Neck Flange  ASME B16.5  Class 150  Raised-face flanged end  ASTM A182 Grade F 304/F 304L - SCH/THK S-10S 8""",1,EA,,FLANGES,U010-VG-8816-2-267-A,,,,10S,
267-A,,WA-U010-2311_267-1~8,8,"SEE WELDED ATTACHMENT SUMMARY 8""",1,EA,,SUPPORTS,U010-VG-8816-2-267-A,,,,None,
269,,WA-U010-2313_269~8,8,"SEE WELDED ATTACHMENT SUMMARY 8""",1,EA,,SUPPORTS,U010-VG-8816-4-269-A,,,,None,
266-A,,FWNABLDRFAWEZZZZ_10S~8,8,"Weld Neck Flange  ASME B16.5  Class 150  Raised-face flanged end  ASTM A182 Grade F 304/F 304L - SCH/THK S-10S 8""",1,EA,,FLANGES,U010-VG-8816-1-266-A,,,,10S,
268-A,,PPPABRBEAWCAAGZ_10S~4,4,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 4""",11.30000019,FT,,PIPE,U010-VG-8816-3-268-A,,,,10S,
269,,WA-U010-3022_269~8,8,"SEE WELDED ATTACHMENT SUMMARY 8""",1,EA,,SUPPORTS,U010-VG-8816-4-269-A,,,,None,
269,,PPPABRBEAWCABGZ_10S~8,8,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  100% Radiography  Electric Fusion Welded (Ej = 1.00) SCH/THK S-10S 8""",40,FT,,PIPE,U010-VG-8816-4-269-A,,,,10S,
268-A,,PS-U010-8364_268-1~4,4,"SEE PIPING SUPPORT INDEX 4""",1,EA,,SUPPORTS,U010-VG-8816-3-268-A,,,,None,
268-A,,VBCAACDBEXDXAR5ACHXBZZ~4,4,"Ball Valve Eccentric C  ASME B16.34  Class 150  Beveled End  Reduced Port Top Entry Trunnion Mounted  Manual gear operator  ASTM A351-CF3M  AISI 316 SS Trim  Metal - Metal Seat  Process Clean (B) acc. to 4WPI-SW70002 SCH/THK S-10S 4""",1,EA,,VALVES / IN-LINE ITEMS,U010-VG-8816-3-268-A,,,,10S,
268-A,,BCAPABMBEAYXABEZ_10S~4,4,"Cap  ASME B16.9  Beveled End  ASTM A403 Grade WP304/WP304L  Type S SCH/THK S-10S 4""",1,EA,,FITTINGS,U010-VG-8816-3-268-A,,,,10S,
268-A,,BE9LABMBEAYXABEZ_10S~4,4,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A403 Grade WP304/WP304L  Type S SCH/THK S-10S 4""",1,EA,,FITTINGS,U010-VG-8816-3-268-A,,,,10S,
268-A,,BTEEABMBEAYXABEZ_10S~4X4,4X4,"Tee  ASME B16.9  Beveled End  ASTM A403 Grade WP304/WP304L  Type S SCH/THK S-10S 4X4""",1,EA,,FITTINGS,U010-VG-8816-3-268-A,,,,10S,
294-A,,BWELAM9BEACPZZZZ_STD~6X2,6X2,"Weldolet® Reducing  MSS SP-97  Beveled End  ASTM A105N - SCH/THK S-STD 6X2""",1,EA,,FITTINGS,U010-CW-9072-4-294-A,,,,STD,
291-A,,PPPABQBEADLAAIZ_STD~20,20,"Pipe  ASME B36.10  Beveled End  ASTM A53-B  Electric Resistance Welded (Ej = 0.85) SCH/THK S-STD 20""",11,FT,,PIPE,U010-CW-9072-1-291-A,,,,STD,
294-A,,OSOCAM9SSWACPZZZZ_3000~6X1,6X1,"Sockolet® Reducing  MSS SP-97  Class 3000  Socket Welded End  ASTM A105N - 6X1""",1,EA,,FITTINGS,U010-CW-9072-4-294-A,,,,None,
294-A,,BTERABMBEACKABFZ_STD~6X4,6X4,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type W SCH/THK S-STD 6X4""",1,EA,,FITTINGS,U010-CW-9072-4-294-A,,,,STD,
294-A,,BTEEABMBEACKABFZ_STD~6X6,6X6,"Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type W SCH/THK S-STD 6X6""",1,EA,,FITTINGS,U010-CW-9072-4-294-A,,,,STD,
294-A,,PPPABQBEADLAAIZ_STD~6,6,"Pipe  ASME B36.10  Beveled End  ASTM A53-B  Electric Resistance Welded (Ej = 0.85) SCH/THK S-STD 6""",32.40000153,FT,,PIPE,U010-CW-9072-4-294-A,,,,STD,
293,,BTERABMBEACKABFZ_STD~8X4,8X4,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type W SCH/THK S-STD 8X4""",1,EA,,FITTINGS,U010-CW-9072-3-293-B,,,,STD,
293,,BREEABMBEACKABFZ_STD~8X6,8X6,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type W SCH/THK S-STD 8X6""",1,EA,,FITTINGS,U010-CW-9072-3-293-B,,,,STD,
293,,PPPABQBEADLAAIZ_STD~8,8,"Pipe  ASME B36.10  Beveled End  ASTM A53-B  Electric Resistance Welded (Ej = 0.85) SCH/THK S-STD 8""",42.79999924,FT,,PIPE,U010-CW-9072-3-293-B,,,,STD,
293,,BE4LABMBEACKABFZ_STD~8,8,"45 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type W SCH/THK S-STD 8""",1,EA,,FITTINGS,U010-CW-9072-3-293-A,,,,STD,
293,,BE4LABMBEACKABFZ_STD~8,8,"45 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type W SCH/THK S-STD 8""",1,EA,,FITTINGS,U010-CW-9072-3-293-A,,,,STD,
293,,BREEABMBEACKABFZ_STD~14X8,14X8,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type W SCH/THK S-STD 14X8""",1,EA,,FITTINGS,U010-CW-9072-3-293-A,,,,STD,
293,,PPPABQBEADLAAIZ_STD~8,8,"Pipe  ASME B36.10  Beveled End  ASTM A53-B  Electric Resistance Welded (Ej = 0.85) SCH/THK S-STD 8""",22.79999924,FT,,PIPE,U010-CW-9072-3-293-A,,,,STD,
291-A,,BE9LABMBEACKABFZ_STD~20,20,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type W SCH/THK S-STD 20""",1,EA,,FITTINGS,U010-CW-9072-1-291-A,,,,STD,
291-A,,BWELAM9BEACPZZZZ_STD~20X6,20X6,"Weldolet® Reducing  MSS SP-97  Beveled End  ASTM A105N - SCH/THK S-STD 20X6""",1,EA,,FITTINGS,U010-CW-9072-1-291-A,,,,STD,
294-A,,FSGABLDFFACPZZZZ_150~6,6,"Slip-On Flange  ASME B16.5  Class 150  Flat-face flanged end  ASTM A105N - 6""",1,EA,,FLANGES,U010-CW-9072-4-294-A,,,,None,
293,,PPPABQBEADLAAIZ_STD~14,14,"Pipe  ASME B36.10  Beveled End  ASTM A53-B  Electric Resistance Welded (Ej = 0.85) SCH/THK S-STD 14""",2.900000095,FT,,PIPE,U010-CW-9072-3-293-A,,,,STD,
291-A,,BE4LABMBEACKABFZ_STD~20,20,"45 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type W SCH/THK S-STD 20""",1,EA,,FITTINGS,U010-CW-9072-1-291-A,,,,STD,
291-A,,BREEABMBEACKABFZ_STD~20X18,20X18,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type W SCH/THK S-STD 20X18""",1,EA,,FITTINGS,U010-CW-9072-1-291-A,,,,STD,
292-A,,PPPABQBEADLAAIZ_STD~18,18,"Pipe  ASME B36.10  Beveled End  ASTM A53-B  Electric Resistance Welded (Ej = 0.85) SCH/THK S-STD 18""",33.70000076,FT,,PIPE,U010-CW-9072-2-292-A,,,,STD,
292-A,,BREEABMBEACKABFZ_STD~18X16,18X16,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type W SCH/THK S-STD 18X16""",1,EA,,FITTINGS,U010-CW-9072-2-292-A,,,,STD,
292-A,,BTERABMBEACKABFZ_STD~18X10,18X10,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type W SCH/THK S-STD 18X10""",1,EA,,FITTINGS,U010-CW-9072-2-292-A,,,,STD,
292-B,,PPPABQBEADLAAIZ_STD~16,16,"Pipe  ASME B36.10  Beveled End  ASTM A53-B  Electric Resistance Welded (Ej = 0.85) SCH/THK S-STD 16""",24.60000038,FT,,PIPE,U010-CW-9072-2-292-B,,,,STD,
292-B,,BREEABMBEACKABFZ_STD~16X14,16X14,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type W SCH/THK S-STD 16X14""",1,EA,,FITTINGS,U010-CW-9072-2-292-B,,,,STD,
292-B,,BTERABMBEACKABFZ_STD~16X12,16X12,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type W SCH/THK S-STD 16X12""",1,EA,,FITTINGS,U010-CW-9072-2-292-B,,,,STD,
292-B,,BTERABMBEACKABFZ_STD~14X8,14X8,"Reducing Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type W SCH/THK S-STD 14X8""",1,EA,,FITTINGS,U010-CW-9072-2-292-B,,,,STD,
291-A,,BWELAM9BEACPZZZZ_STD~20X4,20X4,"Weldolet® Reducing  MSS SP-97  Beveled End  ASTM A105N - SCH/THK S-STD 20X4""",1,EA,,FITTINGS,U010-CW-9072-1-291-A,,,,STD,
295-A,,PPPABQBEACRAAGZ_STD~3,3,"Pipe  ASME B36.10  Beveled End  ASTM A106-B  Seamless SCH/THK S-STD 3""",11.30000019,FT,,PIPE,U010-WW-9901-1-325-A,,,,STD,
295-A,,BREEABMBEACKABEZ_STD~3X2,3X2,"Eccentric Reducer  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3X2""",1,EA,,FITTINGS,U010-WW-9901-1-325-A,,,,STD,
295-A,,BE9LABMBEACKABEZ_STD~3,3,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 3""",1,EA,,FITTINGS,U010-WW-9901-1-325-A,,,,STD,
295-A,,FWNABLDRFACPZZZZ_STD~2,2,"Weld Neck Flange  ASME B16.5  Class 150  Raised-face flanged end  ASTM A105N - SCH/THK S-STD 2""",1,EA,,FLANGES,U010-WW-9901-1-325-A,,,,STD,
296-A,,PPPABQBEACRAAGZ_STD~2,2,"Pipe  ASME B36.10  Beveled End  ASTM A106-B  Seamless SCH/THK S-STD 2""",13.5,FT,,PIPE,U010-N-9204-1-296-A,,,,STD,
296-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-N-9204-1-296-A,,,,STD,
299-A,,OSOCAM9SSWACPZZZZ_3000~2X3/4,2X3/4,"Sockolet® Reducing  MSS SP-97  Class 3000  Socket Welded End  ASTM A105N - 2X3/4""",1,EA,,FITTINGS,U010-N-9214-5-299-A,,,,None,
300-A,,OSOCAM9SSWACPZZZZ_3000~2X3/4,2X3/4,"Sockolet® Reducing  MSS SP-97  Class 3000  Socket Welded End  ASTM A105N - 2X3/4""",1,EA,,FITTINGS,U010-N-9214-8-300-A,,,,None,
300-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-N-9214-8-300-A,,,,STD,
300-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-N-9214-8-300-A,,,,STD,
300-A,,FWNABLDRFACPZZZZ_STD~2,2,"Weld Neck Flange  ASME B16.5  Class 150  Raised-face flanged end  ASTM A105N - SCH/THK S-STD 2""",1,EA,,FLANGES,U010-N-9214-8-300-A,,,,STD,
300-A,,FWNABLDRFACPZZZZ_STD~2,2,"Weld Neck Flange  ASME B16.5  Class 150  Raised-face flanged end  ASTM A105N - SCH/THK S-STD 2""",1,EA,,FLANGES,U010-N-9214-8-300-A,,,,STD,
300-A,,FWNABLDRFACPZZZZ_STD~2,2,"Weld Neck Flange  ASME B16.5  Class 150  Raised-face flanged end  ASTM A105N - SCH/THK S-STD 2""",1,EA,,FLANGES,U010-N-9214-8-300-A,,,,STD,
300-A,,FWNABLDRFACPZZZZ_STD~2,2,"Weld Neck Flange  ASME B16.5  Class 150  Raised-face flanged end  ASTM A105N - SCH/THK S-STD 2""",1,EA,,FLANGES,U010-N-9214-8-300-A,,,,STD,
299-A,,OSGEAM8BPACKABEZ_STD~2X1,2X1,"Eccentric Swage  MSS SP-95  Beveled End x Plain End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2X1""",1,EA,,FITTINGS,U010-N-9214-5-299-A,,,,STD,
300-A,,BTEEABMBEACKABEZ_STD~2X2,2X2,"Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2X2""",1,EA,,FITTINGS,U010-N-9214-8-300-A,,,,STD,
299-A,,FWNABLDRFACPZZZZ_STD~2,2,"Weld Neck Flange  ASME B16.5  Class 150  Raised-face flanged end  ASTM A105N - SCH/THK S-STD 2""",1,EA,,FLANGES,U010-N-9214-5-299-A,,,,STD,
301-A,,PPPABQBEACRAAGZ_STD~2,2,"Pipe  ASME B36.10  Beveled End  ASTM A106-B  Seamless SCH/THK S-STD 2""",1,FT,,PIPE,U010-N-9214-6-301-A,,,,STD,
301-A,,OSGEAM8BPACKABEZ_STD~2X1,2X1,"Eccentric Swage  MSS SP-95  Beveled End x Plain End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2X1""",1,EA,,FITTINGS,U010-N-9214-6-301-A,,,,STD,
301-A,,FWNABLDRFACPZZZZ_STD~2,2,"Weld Neck Flange  ASME B16.5  Class 150  Raised-face flanged end  ASTM A105N - SCH/THK S-STD 2""",1,EA,,FLANGES,U010-N-9214-6-301-A,,,,STD,
300-A,,OSGCAM8BPACKABEZ_STD~2X1 1/2,2X1 1/2,"Concentric Swage  MSS SP-95  Beveled End x Plain End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2X1 1/2""",1,EA,,FITTINGS,U010-N-9214-8-300-A,,,,STD,
300-A,,OSOCAM9SSWACPZZZZ_3000~2X3/4,2X3/4,"Sockolet® Reducing  MSS SP-97  Class 3000  Socket Welded End  ASTM A105N - 2X3/4""",1,EA,,FITTINGS,U010-N-9214-8-300-A,,,,None,
297-A,,PS-U010-8063_297-A~2,2,"SEE PIPING SUPPORT INDEX 2""",1,EA,,SUPPORTS,U010-N-9214-1-297-A,,,,None,
299-A,,PPPABQBEACRAAGZ_STD~2,2,"Pipe  ASME B36.10  Beveled End  ASTM A106-B  Seamless SCH/THK S-STD 2""",1.299999952,FT,,PIPE,U010-N-9214-5-299-A,,,,STD,
297-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-N-9214-1-297-A,,,,STD,
297-A,,PPPABQBEACRAAGZ_STD~2,2,"Pipe  ASME B36.10  Beveled End  ASTM A106-B  Seamless SCH/THK S-STD 2""",16.39999962,FT,,PIPE,U010-N-9214-1-297-A,,,,STD,
298-A,,OSGEAM8BPACKABEZ_STD~2X1,2X1,"Eccentric Swage  MSS SP-95  Beveled End x Plain End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2X1""",1,EA,,FITTINGS,U010-N-9214-2-298-A,,,,STD,
300-A,,BTEEABMBEACKABEZ_STD~2X2,2X2,"Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2X2""",1,EA,,FITTINGS,U010-N-9214-8-300-A,,,,STD,
297-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-N-9214-1-297-A,,,,STD,
297-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-N-9214-1-297-A,,,,STD,
297-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-N-9214-1-297-A,,,,STD,
297-A,,BTEEABMBEACKABEZ_STD~2X2,2X2,"Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2X2""",1,EA,,FITTINGS,U010-N-9214-1-297-A,,,,STD,
297-A,,FWNABLDRFACPZZZZ_STD~2,2,"Weld Neck Flange  ASME B16.5  Class 150  Raised-face flanged end  ASTM A105N - SCH/THK S-STD 2""",1,EA,,FLANGES,U010-N-9214-1-297-A,,,,STD,
298-A,,FWNABLDRFACPZZZZ_STD~2,2,"Weld Neck Flange  ASME B16.5  Class 150  Raised-face flanged end  ASTM A105N - SCH/THK S-STD 2""",1,EA,,FLANGES,U010-N-9214-2-298-A,,,,STD,
300-A,,BTEEABMBEACKABEZ_STD~2X2,2X2,"Tee  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2X2""",1,EA,,FITTINGS,U010-N-9214-8-300-A,,,,STD,
297-A,,BE9LABMBEACKABEZ_STD~2,2,"90 Degree Long Radius Elbow  ASME B16.9  Beveled End  ASTM A234 Grade WPB  Type S SCH/THK S-STD 2""",1,EA,,FITTINGS,U010-N-9214-1-297-A,,,,STD,
300-A,,PPPABQBEACRAAGZ_STD~2,2,"Pipe  ASME B36.10  Beveled End  ASTM A106-B  Seamless SCH/THK S-STD 2""",4,FT,,PIPE,U010-N-9214-8-300-A,,,,STD,
297-A,,FWNABLDRFACPZZZZ_STD~2,2,"Weld Neck Flange  ASME B16.5  Class 150  Raised-face flanged end  ASTM A105N - SCH/THK S-STD 2""",1,EA,,FLANGES,U010-N-9214-1-297-A,,,,STD,
298-A,,FWNABLDRFACPZZZZ_STD~2,2,"Weld Neck Flange  ASME B16.5  Class 150  Raised-face flanged end  ASTM A105N - SCH/THK S-STD 2""",1,EA,,FLANGES,U010-N-9214-2-298-A,,,,STD,
298-A,,OSOCAM9SSWACPZZZZ_3000~2X3/4,2X3/4,"Sockolet® Reducing  MSS SP-97  Class 3000  Socket Welded End  ASTM A105N - 2X3/4""",1,EA,,FITTINGS,U010-N-9214-2-298-A,,,,None,
298-A,,PPPABQBEACRAAGZ_STD~2,2,"Pipe  ASME B36.10  Beveled End  ASTM A106-B  Seamless SCH/THK S-STD 2""",2.299999952,FT,,PIPE,U010-N-9214-2-298-A,,,,STD,
303,,OSOCAM9SSWACPZZZZ_3000~2X1 1/2,2X1 1/2,"Sockolet® Reducing  MSS SP-97  Class 3000  Socket Welded End  ASTM A105N - 2X1 1/2""",1,EA,,FITTINGS,U010-N-9216-4-303-C,,,,None,
304-B,,FWNABLDRFACPZZZZ_STD~2,2,"Weld Neck Flange  ASME B16.5  Class 150  Raised-face flanged end  ASTM A105N - SCH/THK S-STD 2""",1,EA,,FLANGES,U010-N-9216-3-304-B,,,,STD,
303,,PPPABQBEACRAAGZ_STD~2,2,"Pipe  ASME B36.10  Beveled End  ASTM A106-B  Seamless SCH/THK S-STD 2""",40,FT,,PIPE,U010-N-9216-4-303-D,,,,STD,
303,,PPPABQBEACRAAGZ_STD~2,2,"Pipe  ASME B36.10  Beveled End  ASTM A106-B  Seamless SCH/THK S-STD 2""",16.5,FT,,PIPE,U010-N-9216-4-303-E,,,,STD,
303,,OSOCAM9SSWACPZZZZ_3000~2X1 1/2,2X1 1/2,"Sockolet® Reducing  MSS SP-97  Class 3000  Socket Welded End  ASTM A105N - 2X1 1/2""",1,EA,,FITTINGS,U010-N-9216-4-303-B,,,,None,
303,,PPPABQBEACRAAGZ_STD~2,2,"Pipe  ASME B36.10  Beveled End  ASTM A106-B  Seamless SCH/THK S-STD 2""",40,FT,,PIPE,U010-N-9216-4-303-B,,,,STD,
303,,OSOCAM9SSWACPZZZZ_3000~2X1 1/2,2X1 1/2,"Sockolet® Reducing  MSS SP-97  Class 3000  Socket Welded End  ASTM A105N - 2X1 1/2""",1,EA,,FITTINGS,U010-N-9216-4-303-E,,,,None,
303,,PPPABQBEACRAAGZ_STD~2,2,"Pipe  ASME B36.10  Beveled End  ASTM A106-B  Seamless SCH/THK S-STD 2""",40,FT,,PIPE,U010-N-9216-4-303-C,,,,STD,
303,,OSOCAM9SSWACPZZZZ_3000~2X1,2X1,"Sockolet® Reducing  MSS SP-97  Class 3000  Socket Welded End  ASTM A105N - 2X1""",1,EA,,FITTINGS,U010-N-9216-4-303-C,,,,None,
303,,OSOCAM9SSWACPZZZZ_3000~2X1,2X1,"Sockolet® Reducing  MSS SP-97  Class 3000  Socket Welded End  ASTM A105N - 2X1""",1,EA,,FITTINGS,U010-N-9216-4-303-C,,,,None,
303,,OSOCAM9SSWACPZZZZ_3000~2X1,2X1,"Sockolet® Reducing  MSS SP-97  Class 3000  Socket Welded End  ASTM A105N - 2X1""",1,EA,,FITTINGS,U010-N-9216-4-303-D,,,,None,
