spool,piecemark,material,issued,priority_group,priority,area,iso,detailing,checking,shop,on_hold,multiplier,items,missing,missingsupports,missingvalves,missingpipe,missingfittings,missingflanges,workable,pulled,weldout,rts,rtsc,stc,delivered,lifespan,i_p,p_w,w_d_np,w_stc,w_d_p
5133-A,MK-02013X-1176-001A,CS,4/18/2017,,,13X,5133,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/1/2017,5/4/2017,,,,6/8/2017,51,13,3,35,,
5133-B,MK-02013X-1176-001B,CS,4/6/2017,,,13X,5133,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/14/2017,4/22/2017,,,,5/11/2017,35,8,8,19,,
5133-C,MK-02013X-1176-001C,CS,4/6/2017,,,13X,5133,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/14/2017,4/22/2017,,,,5/23/2017,47,8,8,31,,
5134-A,MK-02013X-1177-001A,CS,3/27/2017,,,13X,5134,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/1/2017,4/2/2017,,,4/25/2017,5/22/2017,56,5,1,,23,50
5134-B,MK-02013X-1177-001B,CS,3/27/2017,,,13X,5134,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/1/2017,4/6/2017,,,4/25/2017,5/22/2017,56,5,5,,19,46
5134-C,MK-02013X-1177-001C,CS,3/27/2017,,,13X,5134,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/1/2017,4/5/2017,,,4/11/2017,5/5/2017,39,5,4,,6,30
5134-D,MK-02013X-1177-001D,CS,3/27/2017,,,13X,5134,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/1/2017,4/10/2017,,,,5/31/2017,65,5,9,51,,
5135-A,MK-02013X-1179-001A,CS,5/1/2017,,,13X,5135,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/9/2017,8/19/2017,,,,9/27/2017,149,100,10,39,,
5136-A,MK-02013X-1280-002A,CS,4/4/2017,,,13X,5136,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/21/2017,4/25/2017,,,,5/18/2017,44,17,4,23,,
5136-B,MK-02013X-1280-002B,CS,3/27/2017,,,13X,5136,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/1/2017,4/3/2017,,,4/25/2017,5/22/2017,56,5,2,,22,49
5136-C,MK-02013X-1280-002C,CS,3/27/2017,,,13X,5136,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/1/2017,4/3/2017,,,4/25/2017,5/22/2017,56,5,2,,22,49
5136-D,MK-02013X-1280-002D,CS,4/4/2017,,,13X,5136,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/21/2017,4/22/2017,,,,5/11/2017,37,17,1,19,,
5137-A,MK-02013X-1281-001A,CS,3/28/2017,,,13X,5137,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/21/2017,4/26/2017,,,,5/18/2017,51,24,5,22,,
5137-B,MK-02013X-1281-001B,CS,3/27/2017,,,13X,5137,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/1/2017,4/2/2017,,,4/25/2017,5/22/2017,56,5,1,,23,50
5137-C,MK-02013X-1281-001C,CS,3/27/2017,,,13X,5137,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/1/2017,4/3/2017,,,4/25/2017,5/22/2017,56,5,2,,22,49
5137-D,MK-02013X-1281-001D,CS,3/28/2017,,,13X,5137,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/21/2017,4/22/2017,,,,5/11/2017,44,24,1,19,,
5138-A,MK-02013X-1285-001A,SS,3/27/2017,,,13X,5138,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/8/2017,5/1/2017,,,,5/5/2017,39,12,23,4,,
5138-B,MK-02013X-1285-001B,SS,3/27/2017,,,13X,5138,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/8/2017,4/27/2017,,,,5/5/2017,39,12,19,8,,
5139-A,MK-02013X-1285-002A,SS,3/28/2017,,,13X,5139,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/8/2017,4/11/2017,,,,4/20/2017,23,11,3,9,,
5140-A,MK-02013X-1285-003A,SS,3/28/2017,,,13X,5140,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/8/2017,4/10/2017,,,,4/20/2017,23,11,2,10,,
5141-A,MK-02013X-1285-004A,SS,3/28/2017,,,13X,5141,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/8/2017,4/10/2017,,,,4/20/2017,23,11,2,10,,
5142-A,MK-02013X-1310-013A,CS,4/27/2017,,,13X,5142,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,9/13/2017,9/29/2017,,,,10/27/2017,183,139,16,28,,
5143-A,MK-02013X-1362-002A,CS,3/28/2017,,,13X,5143,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/1/2017,4/2/2017,,,4/25/2017,5/22/2017,55,4,1,,23,50
5143-B,MK-02013X-1362-002B,CS,3/28/2017,,,13X,5143,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/5/2017,6/11/2017,,,,7/25/2017,119,69,6,44,,
5143-C,MK-02013X-1362-002C,CS,3/28/2017,,,13X,5143,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/1/2017,4/2/2017,,,4/4/2017,5/5/2017,38,4,1,,2,33
5144-A,MK-02013X-1591-010A,CS,4/27/2017,,,13X,5144,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/5/2017,6/8/2017,,,,8/10/2017,105,39,3,63,,
5145-A,MK-02013X-1591-011A,CS,5/4/2017,,,13X,5145,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,7/22/2017,7/23/2017,,,,12/1/2017,211,79,1,131,,
5146-A,MK-02013X-8641-001A,CS,3/28/2017,,,13X,5146,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/1/2017,4/4/2017,,,4/11/2017,5/5/2017,38,4,3,,7,31
5146-B,MK-02013X-8641-001B,CS,3/28/2017,,,13X,5146,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/1/2017,4/5/2017,,,4/25/2017,5/22/2017,55,4,4,,20,47
5147-A,MK-02013X-8645-003A,CS,3/28/2017,,,13X,5147,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/1/2017,4/6/2017,,,4/11/2017,5/5/2017,38,4,5,,5,29
5147-B,MK-02013X-8645-003B,CS,3/28/2017,,,13X,5147,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/1/2017,4/11/2017,,,4/14/2017,5/4/2017,37,4,10,,3,23
5147-C,MK-02013X-8645-003C,CS,3/28/2017,,,13X,5147,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/1/2017,4/12/2017,,,4/17/2017,5/10/2017,43,4,11,,5,28
5148-A,MK-02014X-1006-001A,SS,5/24/2017,,,14X,5148,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,9/1/2017,9/10/2017,,,,2/19/2018,271,100,9,162,,
5148-B,MK-02014X-1006-001B,SS,5/24/2017,,,14X,5148,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/11/2017,8/19/2017,,,,2/19/2018,271,79,8,184,,
5149-A,MK-02014X-1007-001A,SS,5/24/2017,,,14X,5149,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/31/2017,9/17/2017,,,,2/19/2018,271,99,17,155,,
5149-B,MK-02014X-1007-001B,SS,5/24/2017,,,14X,5149,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/11/2017,8/19/2017,,,,2/19/2018,271,79,8,184,,
5150-A,MK-02014X-1048-002A,SS,4/18/2017,,,14X,5150,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/28/2017,6/4/2017,,,,6/19/2017,62,40,7,15,,
5150-B,MK-02014X-1048-002B,SS,4/13/2017,,,14X,5150,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/28/2017,5/30/2017,,,,6/19/2017,67,45,2,20,,
5150-C,MK-02014X-1048-002C,SS,4/13/2017,,,14X,5150,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/12/2017,5/16/2017,,,,5/30/2017,47,29,4,14,,
5151-A,MK-02014X-1200-001A,SS,5/24/2017,,,14X,5151,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/16/2017,8/19/2017,,,,2/19/2018,271,84,3,184,,
5152-A,MK-02014X-1201-001A,SS,5/24/2017,,,14X,5152,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/16/2017,8/19/2017,,,,2/19/2018,271,84,3,184,,
5153-A,MK-02014X-1294-002A,SS,4/22/2017,,,14X,5153,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,7/5/2017,7/15/2017,,,8/25/2017,8/25/2017,125,74,10,,41,41
5153-B,MK-02014X-1294-002B,SS,4/22/2017,,,14X,5153,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,7/5/2017,7/21/2017,,,8/25/2017,8/25/2017,125,74,16,,35,35
5153-C,MK-02014X-1294-002C,SS,4/22/2017,,,14X,5153,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/1/2017,6/7/2017,,,,7/24/2017,93,40,6,47,,
5154-A,MK-02014X-1426-001A,CS,4/10/2017,,,14X,5154,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/14/2017,4/17/2017,,,4/24/2017,5/11/2017,31,4,3,,7,24
5155-A,MK-02014X-1440-001A,CS,4/10/2017,,,14X,5155,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/15/2017,4/19/2017,,,4/24/2017,5/11/2017,31,5,4,,5,22
5156-A,MK-02014X-2673-001A,CS,4/22/2017,,,14X,5156,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/22/2017,6/24/2017,,,,7/25/2017,94,61,2,31,,
5156-B,MK-02014X-2673-001B,CS,4/22/2017,,,14X,5156,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/10/2017,5/16/2017,,,,7/12/2017,81,18,6,57,,
5157-A,MK-02014X-4973-001A,CS,4/22/2017,,,14X,5157,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/4/2017,5/6/2017,,,,6/21/2017,60,12,2,46,,
5157-B,MK-02014X-4973-001B,CS,4/22/2017,,,14X,5157,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/4/2017,5/9/2017,,,,6/21/2017,60,12,5,43,,
5157-C,MK-02014X-4973-001C,CS,4/22/2017,,,14X,5157,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/4/2017,5/6/2017,,,,6/21/2017,60,12,2,46,,
5157-D,MK-02014X-4973-001D,CS,4/22/2017,,,14X,5157,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/26/2017,5/28/2017,,,,7/14/2017,83,34,2,47,,
5158-A,MK-02014X-4973-002A,CS,4/22/2017,,,14X,5158,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/5/2017,6/8/2017,,,,8/7/2017,107,44,3,60,,
5159-A,MK-02014X-4974-001A,CS,4/22/2017,,,14X,5159,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/6/2017,6/9/2017,,,,7/14/2017,83,45,3,35,,
5159-B,MK-02014X-4974-001B,CS,4/22/2017,,,14X,5159,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/25/2017,5/27/2017,,,,7/20/2017,89,33,2,54,,
5160-A,MK-02015X-1304-031A,SS,3/29/2017,,,15X,5160,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/8/2017,4/12/2017,,,,5/16/2017,48,10,4,34,,
5160-B,MK-02015X-1304-031B,SS,3/29/2017,,,15X,5160,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/8/2017,4/12/2017,,,,5/16/2017,48,10,4,34,,
5160-C,MK-02015X-1304-031C,SS,5/3/2017,,,15X,5160,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/14/2017,8/14/2017,,,8/31/2017,9/14/2017,134,103,0,,17,31
5160-D,MK-02015X-1304-031D,SS,5/3/2017,,,15X,5160,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/14/2017,8/14/2017,,,8/31/2017,9/14/2017,134,103,0,,17,31
5161-A,MK-02015X-1304-032A,SS,3/29/2017,,,15X,5161,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/8/2017,4/12/2017,,,,5/16/2017,48,10,4,34,,
5161-B,MK-02015X-1304-032B,SS,3/29/2017,,,15X,5161,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/8/2017,4/12/2017,,,,5/16/2017,48,10,4,34,,
5161-C,MK-02015X-1304-032C,SS,6/13/2017,,,15X,5161,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/14/2017,8/14/2017,,,8/31/2017,9/14/2017,93,62,0,,17,31
5161-D,MK-02015X-1304-032D,SS,6/13/2017,,,15X,5161,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/14/2017,8/14/2017,,,8/31/2017,9/14/2017,93,62,0,,17,31
5162-A,MK-02015X-1502-001A,SS,3/29/2017,,,15X,5162,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/8/2017,4/12/2017,,,,5/30/2017,62,10,4,48,,
5162-B,MK-02015X-1502-001B,SS,5/1/2017,,,15X,5162,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/1/2017,6/7/2017,,,,7/24/2017,84,31,6,47,,
5163-A,MK-02015X-1503-001A,SS,4/3/2017,,,15X,5163,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/15/2017,,,,5/30/2017,57,9,3,45,,
5163-B,MK-02015X-1503-001B,SS,4/3/2017,,,15X,5163,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/1/2017,6/22/2017,,,,8/2/2017,121,59,21,41,,
5163-C,MK-02015X-1503-001C,SS,4/3/2017,,,15X,5163,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,9/1/2017,9/9/2017,,,9/22/2017,10/11/2017,191,151,8,,13,32
5164-A,MK-02015X-4975-001A,CS,3/30/2017,,,15X,5164,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/4/2017,5/16/2017,,,,6/20/2017,82,35,12,35,,
5164-B,MK-02015X-4975-001B,CS,3/30/2017,,,15X,5164,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/26/2017,7/24/2017,,,,8/18/2017,141,57,59,25,,
5164-C,MK-02015X-4975-001C,CS,3/30/2017,,,15X,5164,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/4/2017,5/7/2017,,,,6/21/2017,83,35,3,45,,
5165-A,MK-02015X-4975-002A,CS,4/3/2017,,,15X,5165,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/23/2017,7/6/2017,,,,8/25/2017,144,81,13,50,,
5166-A,MK-02015X-4979-001A,CS,3/30/2017,,,15X,5166,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/26/2017,5/31/2017,,,,7/14/2017,106,57,5,44,,
5166-B,MK-02015X-4979-001B,CS,3/31/2017,,,15X,5166,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/3/2017,4/9/2017,,,4/11/2017,5/11/2017,41,3,6,,2,32
5166-C,MK-02015X-4979-001C,CS,3/31/2017,,,15X,5166,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/3/2017,4/9/2017,,,4/17/2017,5/10/2017,40,3,6,,8,31
5166-D,MK-02015X-4979-001D,CS,3/31/2017,,,15X,5166,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/3/2017,4/12/2017,,,4/14/2017,5/11/2017,41,3,9,,2,29
5166-E,MK-02015X-4979-001E,CS,3/30/2017,,,15X,5166,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/26/2017,6/11/2017,,,,7/26/2017,118,57,16,45,,
5167-A,MK-02015X-4984-002A,CS,4/3/2017,,,15X,5167,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/4/2017,5/15/2017,,,,6/21/2017,79,31,11,37,,
5167-B,MK-02015X-4984-002B,CS,4/3/2017,,,15X,5167,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/22/2017,6/26/2017,,,,8/3/2017,122,80,4,38,,
5168-A,MK-02015X-4984-003A,CS,4/3/2017,,,15X,5168,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/4/2017,5/6/2017,,,,6/21/2017,79,31,2,46,,
5168-B,MK-02015X-4984-003B,CS,4/3/2017,,,15X,5168,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/4/2017,5/8/2017,,,,6/23/2017,81,31,4,46,,
5169-A,MK-02015X-8643-001A,CS,4/3/2017,,,15X,5169,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/4/2017,5/6/2017,,,,6/23/2017,81,31,2,48,,
5169-B,MK-02015X-8643-001B,CS,4/3/2017,,,15X,5169,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/4/2017,5/8/2017,,,,6/23/2017,81,31,4,46,,
5169-C,MK-02015X-8643-001C,CS,4/3/2017,,,15X,5169,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/26/2017,5/31/2017,,,,7/7/2017,95,53,5,37,,
5170-A,MK-02015X-9982-001A,CS,4/7/2017,,,15X,5170,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/22/2017,6/27/2017,,,,8/10/2017,125,76,5,44,,
5170-B,MK-02015X-9982-001B,CS,4/7/2017,,,15X,5170,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/22/2017,6/28/2017,,,,8/7/2017,122,76,6,40,,
5170-C,MK-02015X-9982-001C,CS,4/7/2017,,,15X,5170,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/4/2017,5/6/2017,,,,6/21/2017,75,27,2,46,,
5171-A,MK-02015X-9990-002A,SS,4/3/2017,,,15X,5171,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/30/2017,6/5/2017,,,,6/19/2017,77,57,6,14,,
5171-B,MK-02015X-9990-002B,SS,4/3/2017,,,15X,5171,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/19/2017,,,,6/19/2017,77,9,7,61,,
5171-C,MK-02015X-9990-002C,SS,4/3/2017,,,15X,5171,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/12/2017,5/18/2017,,,,6/19/2017,77,39,6,32,,
5172-A,MK-02016X-1460-001A,SS,4/13/2017,,,16X,5172,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/12/2017,5/15/2017,,,,5/30/2017,47,29,3,15,,
5172-B,MK-02016X-1460-001B,SS,4/13/2017,,,16X,5172,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/10/2017,5/12/2017,,,,5/30/2017,47,27,2,18,,
5172-C,MK-02016X-1460-001C,SS,4/13/2017,,,16X,5172,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/28/2017,5/31/2017,,,,6/19/2017,67,45,3,19,,
5173-A,MK-02016X-1465-001A,SS,4/21/2017,,,16X,5173,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/28/2017,6/2/2017,,,,6/19/2017,59,37,5,17,,
5173-B,MK-02016X-1465-001B,SS,4/21/2017,,,16X,5173,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,7/17/2017,7/21/2017,,,,8/15/2017,116,87,4,25,,
5174-A,MK-02016X-1503-001A,SS,4/21/2017,,,16X,5174,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/7/2017,8/26/2017,,,,9/23/2017,155,108,19,28,,
5175-A,MK-02016X-3212-001A,CS,4/10/2017,,,16X,5175,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/14/2017,4/17/2017,,,4/23/2017,5/11/2017,31,4,3,,6,24
5175-B,MK-02016X-3212-001B,CS,4/10/2017,,,16X,5175,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/24/2017,7/7/2017,,,,8/25/2017,137,75,13,49,,
5175-C,MK-02016X-3212-001C,CS,4/10/2017,,,16X,5175,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/15/2017,4/24/2017,,,,6/7/2017,58,5,9,44,,
5175-D,MK-02016X-3212-001D,CS,4/11/2017,,,16X,5175,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/24/2017,5/1/2017,,,,7/12/2017,92,13,7,72,,
5176-A,MK-02016X-3285-001A,CS,4/18/2017,,,16X,5176,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/22/2017,4/24/2017,,,,6/9/2017,52,4,2,46,,
5176-B,MK-02016X-3285-001B,CS,4/18/2017,,,16X,5176,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/22/2017,4/23/2017,,,,6/7/2017,50,4,1,45,,
5177-A,MK-02016X-3305-001A,CS,4/18/2017,,,16X,5177,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/22/2017,4/23/2017,,,,6/21/2017,64,4,1,59,,
5178-A,MK-02016X-3321-001A,CS,4/10/2017,,,16X,5178,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/13/2017,4/15/2017,,,4/24/2017,5/11/2017,31,3,2,,9,26
5178-B,MK-02016X-3321-001B,CS,4/10/2017,,,16X,5178,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/13/2017,4/17/2017,,,,5/18/2017,38,3,4,31,,
5179-A,MK-02016X-3352-001A,CS,4/10/2017,,,16X,5179,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/13/2017,4/18/2017,,,4/24/2017,5/11/2017,31,3,5,,6,23
5179-B,MK-02016X-3352-001B,CS,4/10/2017,,,16X,5179,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/13/2017,4/15/2017,,,4/24/2017,5/11/2017,31,3,2,,9,26
5180-A,MK-02016X-3353-001A,CS,4/13/2017,,,16X,5180,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/23/2017,7/3/2017,,,,8/16/2017,125,71,10,44,,
5180-B,MK-02016X-3353-001B,CS,4/13/2017,,,16X,5180,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/17/2017,4/22/2017,,,,5/18/2017,35,4,5,26,,
5180-C,MK-02016X-3353-001C,CS,4/13/2017,,,16X,5180,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/15/2017,6/19/2017,,,,7/7/2017,85,63,4,18,,
5180-D,MK-02016X-3353-001D,CS,4/13/2017,,,16X,5180,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/23/2017,7/6/2017,,,,8/16/2017,125,71,13,41,,
5181-A,MK-02016X-3758-001A,CS,4/18/2017,,,16X,5181,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/22/2017,4/23/2017,,,,6/9/2017,52,4,1,47,,
5182-A,MK-02016X-3861-001A,CS,4/10/2017,,,16X,5182,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/13/2017,4/18/2017,,,4/24/2017,5/11/2017,31,3,5,,6,23
5182-B,MK-02016X-3861-001B,CS,4/10/2017,,,16X,5182,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/13/2017,4/15/2017,,,4/24/2017,5/11/2017,31,3,2,,9,26
5183-A,MK-02016X-4903-001A,CS,4/21/2017,,,16X,5183,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/10/2017,5/17/2017,,,,7/12/2017,82,19,7,56,,
5184-A,MK-02016X-4905-001A,CS,4/19/2017,,,16X,5184,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/6/2017,8/13/2017,,,8/15/2017,9/8/2017,142,109,7,,2,26
5185-A,MK-02016X-8642-001A,CS,4/20/2017,,,16X,5185,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/22/2017,6/30/2017,,,,8/7/2017,109,63,8,38,,
5185-B,MK-02016X-8642-001B,CS,4/20/2017,,,16X,5185,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/4/2017,5/15/2017,,,,6/21/2017,62,14,11,37,,
5185-C,MK-02016X-8642-001C,CS,4/20/2017,,,16X,5185,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/22/2017,6/30/2017,,,,8/7/2017,109,63,8,38,,
