,15069,,,,,,15069,15069,15069,15069,50,,4350,,15066,,,,,,,,,,,,,,,,,,,,,,,,,
SHOP,ISO NO.,PIECE MARK,REFERENCE DWG.,LINE NO.,PAINT SYS.,TOP COAT COLOR,DATE PULL,FIRST FIT,FINAL FIT,WELD OUT,DATE TO STRESS,READY TO SHIP COATING,SHIP TO COATING,READY TO SHIP,TO SITE,LOAD #,COMMENTS,LINE CLASS,AREA,ON HOLD,REL HOLD DATE,HYDRO,PWHT,PMI,ISSUE DATE,PRIORITY DATE,PRIORITY,PCI REV,BACK AT SHOP,FINAL CHECK,ORIGINAL PAINT LOAD,RT %,DESCRIPTION,PIPE FT,SO #,FAB CODE,RELEASE DATE,CLIENT REV,Pcmkiitemw,ID STATUS
MOBILE    ,3469-A,MK-02028X-5346-001A,020-28X-5346-01,"10""-EG-020-5346-B135-40-H                    ",X                        ,N/A MEDIUM GRAY     ,5/12/2017,5/14/2017,5/14/2017,5/15/2017,,,,,6/20/2017,M4051,,4,28X       ,,,N/A   ,N/A   ,YES   ,4/3/2017,,-         ,0,,5/16/2017,,20,,0.59,6112,B135-40        ,,5/15/2017,5/15/2017,RELEASE   
MOBILE    ,4223-A,MK-02028X-5493-001A,020-28X-5493-01,"10""-EG-020-5493-A135-01-H                    ",X                        ,N/A Medium Gray     ,5/9/2017,5/13/2017,5/13/2017,5/13/2017,,,,,6/20/2017,M4051,,4,28X       ,,,N/A   ,N/A   ,YES   ,4/25/2017,,-         ,0,,5/16/2017,,20,,0.63,6112,A135-01        ,,5/14/2017,5/14/2017,RELEASE   
MOBILE    ,1438-A,MK-02028X-5690-001A,020-28X-5690-01,"32""-EG-020-5690-A135-01-H                    ",X                        ,N/A Medium Gray     ,5/6/2017,5/13/2017,5/13/2017,5/14/2017,,,,,6/20/2017,M4051,,4,28X       ,,,N/A   ,N/A   ,YES   ,3/28/2017,,-         ,0,,5/16/2017,,20,,7.75,6112,A135-01        ,,5/15/2017,5/15/2017,RELEASE   
MOBILE    ,4236-A,MK-02028X-8305-001A,020-28X-8305-01,"10""-HL-020-8305-A135-01-N                    ",VII                      ,N/A Medium Gray     ,5/9/2017,5/13/2017,5/15/2017,5/16/2017,,,,,6/20/2017,M4051,,4,28X       ,,,N/A   ,N/A   ,YES   ,4/25/2017,,-         ,0,,5/17/2017,,20,,5.84,6112,A135-01        ,,5/16/2017,5/16/2017,RELEASE   
MOBILE    ,4236-D,MK-02028X-8305-001D,020-28X-8305-01,"10""-HL-020-8305-A135-01-N                    ",VII                      ,N/A Medium Gray     ,5/9/2017,5/13/2017,5/13/2017,5/13/2017,,,,,6/20/2017,M4051,,4,28X       ,,,N/A   ,N/A   ,YES   ,4/25/2017,,-         ,0,,5/16/2017,,20,,0.83,6112,A135-01        ,,5/14/2017,5/14/2017,RELEASE   
MOBILE    ,2259-B,MK-02001X-2007-003B,020-01X-2007-03,"16""-SE-020-2007-A135-01-H                    ",X                        ,N/A MEDIUM GRAY     ,5/8/2017,5/13/2017,5/13/2017,5/15/2017,,,,,6/28/2017,M4052,,4,01X       ,,,N/A   ,N/A   ,YES   ,1/25/2017,,-         ,0,,5/16/2017,,20,,6.07,6112,A135-01        ,,5/12/2017,5/13/2017,RELEASE   
MOBILE    ,1202-B,MK-02001X-5117-001B,020-01X-5117-01,"10""-SE-020-5117-A135-01-H                    ",X                        ,N/A Medium Gray     ,4/14/2017,5/6/2017,5/13/2017,5/13/2017,,,,,6/28/2017,M4052,,4,01X       ,,,N/A   ,N/A   ,YES   ,1/23/2017,,-         ,0,,5/16/2017,,20,,9.43,6112,A135-01        ,,5/13/2017,5/13/2017,RELEASE   
MOBILE    ,1997-C,MK-02014X-1057-002C,020-14X-1057-02,"24""-WX-020-1057-B135-40-H                    ",VII                      ,N/A MEDIUM GRAY     ,5/13/2017,5/13/2017,5/13/2017,5/14/2017,,,,,6/28/2017,M4052,,4,14X       ,,,N/A   ,N/A   ,YES   ,3/6/2017,,-         ,0,,5/16/2017,,20,,,6112,B135-40        ,,5/15/2017,5/15/2017,RELEASE   
MOBILE    ,1605-A,MK-02017X-3004-001A,020-17X-3004-01,"20""-WX-020-3004-A135-01-H                    ",VII/III SEE ISO          ,N/A Medium Gray/RAL ,5/6/2017,5/13/2017,5/13/2017,5/15/2017,,,,,6/28/2017,M4052,,4,17X       ,,,N/A   ,N/A   ,YES   ,2/2/2017,,-         ,0,,5/16/2017,,20,,40,6112,A135-01        ,,5/15/2017,5/15/2017,RELEASE   
MOBILE    ,4667-A,MK-02017X-3073-001A,020-17X-3073-01,"6""-EO-020-3073-A135-41-H                     ",VII                      ,RAL 7038 Medium Gray,5/8/2017,5/9/2017,5/13/2017,5/13/2017,,,,,6/28/2017,M4052,,4,17X       ,,,N/A   ,N/A   ,YES   ,3/27/2017,,-         ,0,,5/16/2017,,20,,5.39,6112,A135-41        ,,5/13/2017,5/15/2017,RELEASE   
MOBILE    ,2751-A,MK-02018X-3071-001A,020-18X-3071-01,"24""-EO-020-3071-A135-41-F                    ",VII                      ,N/A Medium Gray     ,5/9/2017,5/13/2017,5/13/2017,5/14/2017,,,,,6/28/2017,M4052,,4,18X       ,,,N/A   ,N/A   ,YES   ,3/29/2017,,-         ,0,,5/16/2017,,20,,3.93,6112,A135-41        ,,5/15/2017,5/15/2017,RELEASE   
MOBILE    ,1100-A,MK-02019X-4128-001A,020-19X-4128-01,"24""-EO-020-4128-A135-41-F                    ",VII                      ,N/A Medium Gray     ,5/6/2017,5/9/2017,5/9/2017,5/13/2017,,,,,6/28/2017,M4052,,4,19X       ,,,N/A   ,N/A   ,YES   ,4/20/2017,,-         ,0,,5/13/2017,,20,,1.84,6112,A135-41        ,,5/13/2017,5/14/2017,RELEASE   
MOBILE    ,2639-C,MK-02022X-7045-002C,020-22X-7045-02,"10""-EG-020-7045-B135-01-H                    ",X                        ,N/A MEDIUM GRAY     ,5/6/2017,5/9/2017,5/15/2017,5/16/2017,,,,,6/28/2017,M4052,,4,22X       ,,,N/A   ,N/A   ,YES   ,4/20/2017,,-         ,0,,,,20,,3.54,6112,B135-01        ,,5/16/2017,5/16/2017,RELEASE   
MOBILE    ,2178-A,MK-02027X-2140-001A,020-27X-2140-01,"26""-XK-020-2140-A135-01-E                    ",VII                      ,N/A MEDIUM GRAY     ,5/13/2017,5/13/2017,5/13/2017,5/14/2017,,,,,6/28/2017,M4052,,4,27X       ,,,N/A   ,N/A   ,YES   ,2/24/2017,,-         ,0,,5/16/2017,,20,,,6112,A135-01        ,,5/16/2017,5/16/2017,RELEASE   
MOBILE    ,1423-A,MK-02028X-5073-001A,020-28X-5073-01,"12""-EG-020-5073-A135-01-H                    ",X                        ,N/A MEDIUM GRAY     ,4/14/2017,4/27/2017,5/13/2017,5/13/2017,,,,,6/28/2017,M4052,,4,28X       ,,,N/A   ,N/A   ,YES   ,3/22/2017,,-         ,0,,5/13/2017,,20,,6.55,6112,A135-01        ,,5/11/2017,5/15/2017,RELEASE   
MOBILE    ,1435-A,MK-02028X-5107-001A,020-28X-5107-01,"20""-EG-020-5107-A135-01-H                    ",X                        ,N/A MEDIUM GRAY     ,5/10/2017,5/13/2017,5/13/2017,5/15/2017,,,,,6/28/2017,M4052,,4,28X       ,,,N/A   ,N/A   ,YES   ,3/22/2017,,-         ,0,,5/16/2017,,20,,4.79,6112,A135-01        ,,5/15/2017,5/15/2017,RELEASE   
MOBILE    ,3222-A,MK-02028X-5129-001A,020-28X-5129-01,"14""-EG-020-5129-A135-01-H                    ",VII                      ,N/A  MEDIUM GRAY    ,5/8/2017,5/8/2017,5/14/2017,5/15/2017,,,,,6/28/2017,M4052,,4,28X       ,,,N/A   ,N/A   ,YES   ,3/24/2017,,-         ,0,,5/16/2017,,20,,4.27,6112,A135-01        ,,5/15/2017,5/15/2017,RELEASE   
MOBILE    ,1142-B,MK-02028X-5130-001B,020-28X-5130-01,"14""-EG-020-5130-A135-01-H                    ",VII/X   SEE ISO          ,N/A MEDIUM GRAY     ,4/23/2017,4/30/2017,5/13/2017,5/13/2017,,,,,6/28/2017,M4052,,4,28X       ,,,N/A   ,N/A   ,YES   ,12/29/2016,,-         ,0,,5/16/2017,,20,,15.83,6112,A135-01        ,,5/13/2017,5/14/2017,RELEASE   
MOBILE    ,1739-C,MK-02001X-3299-001C,020-01X-3299-01,"30""-SE-020-3299-A135-41-H                    ",X                        ,N/A Medium Gray     ,3/10/2017,5/13/2017,5/16/2017,5/17/2017,,,,,8/7/2017,M4053,,4,01X       ,,,N/A   ,N/A   ,YES   ,1/19/2017,,-         ,0,,5/17/2017,,20,,35.58,6112,A135-41        ,8/4/2017,5/17/2017,5/17/2017,RELEASE   
MOBILE    ,2396-C,MK-02004X-3004-001C,020-04X-3004-01,"20""-WX-020-3004-A135-01-H                    ",VII / III SEE ISO        ,N/A Medium Gray / RA,5/10/2017,5/16/2017,5/16/2017,5/16/2017,,,,,8/7/2017,M4053,,4,04X       ,,,N/A   ,N/A   ,YES   ,3/27/2017,,-         ,1,,5/17/2017,,20,,37.25,6112,A135-01        ,8/4/2017,5/17/2017,5/17/2017,RELEASE   
MOBILE    ,1354-A,MK-02022X-6014-002A,020-22X-6014-02,"4""-EG-020-6014-A135-01-H                     ",X                        ,N/A MEDIUM GRAY     ,4/8/2017,5/3/2017,5/3/2017,5/4/2017,,,,,8/7/2017,M4053,,4,22X       ,,,N/A   ,N/A   ,YES   ,1/16/2017,,-         ,1,,5/17/2017,,20,,39.24,6112,A135-01        ,8/4/2017,5/7/2017,5/8/2017,RELEASE   
MOBILE    ,850-B,MK-02026X-2069-001B,020-26X-2069-01,"24""-WX-020-2069-A135-01-P                    ",NONE/VII/III SEE ISO     ,N/A / N/A MEDIUM GRA,5/10/2017,5/15/2017,5/15/2017,5/16/2017,,,,,8/7/2017,M4053,,4,26X       ,,,N/A   ,N/A   ,YES   ,1/3/2017,,-         ,0,,5/17/2017,,20,,25.77,6112,A135-01        ,8/4/2017,5/16/2017,5/16/2017,RELEASE   
MOBILE    ,2171-A,MK-02027X-2015-001A,020-27X-2015-01,"24""-XK-020-2015-A135-01-E                    ",VII                      ,N/A Medium Gray     ,5/10/2017,5/14/2017,5/14/2017,5/16/2017,,,,,8/7/2017,M4053,,4,27X       ,,,N/A   ,N/A   ,YES   ,2/23/2017,,-         ,0,,5/17/2017,,20,,2.28,6112,A135-01        ,8/4/2017,5/16/2017,5/17/2017,RELEASE   
MOBILE    ,2204-A,MK-02028X-5689-001A,020-28X-5689-01,"28""-EG-020-5689-A135-01-H                    ",X                        ,N/A Medium Gray     ,4/18/2017,5/14/2017,5/14/2017,5/15/2017,,,,,8/7/2017,M4053,,4,28X       ,,,N/A   ,N/A   ,YES   ,3/28/2017,,-         ,0,,5/17/2017,,20,,7.17,6112,A135-01        ,8/4/2017,5/16/2017,5/16/2017,RELEASE   
MOBILE    ,2996-A,MK-02001X-2013-006A,020-01X-2013-06,"10""-HL-020-2013-A135-01-P                    ",VII / X SEE ISO          ,N/A MEDIUM GRAY     ,5/12/2017,5/17/2017,5/19/2017,5/19/2017,,,,,6/16/2017,M4054,,4,01X       ,,,N/A   ,N/A   ,YES   ,2/1/2017,,-         ,0,,5/19/2017,,20,,9.7,6112,A135-01        ,,5/19/2017,5/20/2017,RELEASE   
MOBILE    ,2054-A,MK-02001X-3613-001A,020-01X-3613-01,"6""-BD-020-3613-A135-01-P                     ",X                        ,N/A Medium Gray     ,5/10/2017,5/16/2017,5/20/2017,5/20/2017,,,,,6/16/2017,M4054,,4,01X       ,,,N/A   ,N/A   ,YES   ,4/25/2017,,-         ,0,,5/20/2017,,20,,2.31,6112,A135-01        ,,5/20/2017,5/21/2017,RELEASE   
MOBILE    ,1311-A,MK-02002X-5191-001A,020-02X-5191-01,"8""-EO-020-5191-A135-41-H                     ",VII/III SEE ISO          ,N/A Medium Gray/RAL ,5/10/2017,5/13/2017,5/15/2017,5/15/2017,,,,,6/16/2017,M4054,,4,02X       ,,,N/A   ,N/A   ,YES   ,4/27/2017,,-         ,0,,5/17/2017,,20,,14.02,6112,A135-41        ,,5/15/2017,5/16/2017,RELEASE   
MOBILE    ,782-A,MK-02004X-3010-001A,020-04X-3010-01,"20""-WP-020-3010-B135-40-H                    ",VII/X SEE ISO            ,N/A MEDIUM GRAY     ,5/9/2017,5/16/2017,5/16/2017,5/17/2017,,,,,6/16/2017,M4054,,4,04X       ,,,N/A   ,N/A   ,YES   ,12/21/2016,,-         ,0,,5/17/2017,,20,,34.99,6112,B135-40        ,,5/17/2017,5/18/2017,RELEASE   
MOBILE    ,782-B,MK-02004X-3010-001B,020-04X-3010-01,"20""-WP-020-3010-B135-40-H                    ",VII/X SEE ISO            ,N/A MEDIUM GRAY     ,5/9/2017,5/16/2017,5/16/2017,5/17/2017,,,,,6/16/2017,M4054,,4,04X       ,,,N/A   ,N/A   ,YES   ,12/21/2016,,-         ,0,,5/17/2017,,20,,20.65,6112,B135-40        ,,5/17/2017,5/17/2017,RELEASE   
MOBILE    ,530-C,MK-02015X-1120-002C,020-15X-1120-02,"18""-XK-020-1120-B135-40-P                    ",VII/NONE/III/SEE ISO     ,N/A MEDIUM GRAY/N/A/,5/2/2017,5/13/2017,5/17/2017,5/18/2017,,,,,6/16/2017,M4054,,4,15X       ,,,N/A   ,N/A   ,YES   ,12/19/2016,,-         ,0,,5/18/2017,,20,,12.2,6112,B135-40        ,,5/18/2017,5/18/2017,RELEASE   
MOBILE    ,3046-A,MK-02017X-3717-001A,020-17X-3717-01,"10""-VT-020-3717-B135-40-P                    ",VII                      ,N/A Medium Gray     ,5/6/2017,5/13/2017,5/13/2017,5/13/2017,,,,,6/16/2017,M4054,,4,17X       ,,,N/A   ,N/A   ,YES   ,2/16/2017,,-         ,0,,5/18/2017,,20,,2.09,6112,B135-40        ,,5/12/2017,5/13/2017,RELEASE   
MOBILE    ,3047-A,MK-02017X-3718-001A,020-17X-3718-01,"10""-VT-020-3718-B135-40-P                    ",VII                      ,N/A Medium Gray     ,5/6/2017,5/13/2017,5/13/2017,5/13/2017,,,,,6/16/2017,M4054,,4,17X       ,,,N/A   ,N/A   ,YES   ,2/20/2017,,-         ,0,,5/18/2017,,20,,2.09,6112,B135-40        ,,5/13/2017,5/14/2017,RELEASE   
MOBILE    ,3064-B,MK-02018X-3127-001B,020-18X-3127-01,"10""-DW-020-3127-A135-01-N                    ",NONE / VII / III SEE ISO ,N/A / N/A Medium Gra,4/30/2017,5/5/2017,5/16/2017,5/17/2017,,,,,6/16/2017,M4054,,4,18X       ,,,N/A   ,N/A   ,YES   ,3/21/2017,,-         ,0,,5/17/2017,,20,,7.69,6112,A135-01        ,,5/17/2017,5/17/2017,RELEASE   
MOBILE    ,2755-A,MK-02018X-3213-003A,020-18X-3213-03,"6""-EG-020-3213-B135-01-N                     ",NONE / III SEE ISO       ,N/A / RAL 7038 Mediu,5/12/2017,5/14/2017,5/14/2017,5/19/2017,,,,,6/16/2017,M4054,,4,18X       ,,,N/A   ,N/A   ,YES   ,3/20/2017,,-         ,0,,5/20/2017,,20,,0.72,6112,B135-01        ,,5/20/2017,5/20/2017,RELEASE   
MOBILE    ,4449-C,MK-02018X-4082-001C,020-18X-4082-01,"4""-WP-020-4082-A135-41-H                     ",VII                      ,N/A MEDIUM GRAY     ,5/8/2017,5/9/2017,5/13/2017,5/13/2017,,,,,6/16/2017,M4054,,4,18X       ,,,N/A   ,N/A   ,YES   ,4/27/2017,,-         ,0,,5/18/2017,,20,,11.58,6112,A135-41        ,,5/13/2017,5/14/2017,RELEASE   
MOBILE    ,6454-C,MK-02018X-5180-001C,020-18X-5180-01,"6""-EG-020-5180-A135-01-H                     ",X                        ,N/A Medium Gray     ,5/10/2017,5/19/2017,5/19/2017,5/20/2017,,,,,6/16/2017,M4054,,4,18X       ,,,N/A   ,N/A   ,YES   ,5/1/2017,,-         ,0,,5/20/2017,,20,,1.19,6112,A135-01        ,,5/20/2017,5/21/2017,RELEASE   
MOBILE    ,2767-A,MK-02019X-4057-001A,020-19X-4057-01,"10""-WP-020-4057-B135-01-H                    ",X                        ,N/A MEDIUM GRAY     ,5/12/2017,5/14/2017,5/18/2017,5/18/2017,,,,,6/16/2017,M4054,,4,19X       ,,,N/A   ,N/A   ,YES   ,3/1/2017,,-         ,0,,5/19/2017,,20,,1.28,6112,B135-01        ,,5/19/2017,5/19/2017,RELEASE   
MOBILE    ,3357-A,MK-02020X-5172-001A,020-20X-5172-01,"10""-DW-020-5172-A135-01-H                    ",VII/III SEE ISO          ,N/A MEDIUM GRAY/RAL ,5/12/2017,5/17/2017,5/19/2017,5/19/2017,,,,,6/16/2017,M4054,,4,20X       ,,,N/A   ,N/A   ,YES   ,4/3/2017,,-         ,0,,5/20/2017,,20,,16.38,6112,A135-01        ,,5/20/2017,5/20/2017,RELEASE   
MOBILE    ,1627-A,MK-02020X-5216-001A,020-20X-5216-01,"10""-DW-020-5216-A135-01-H                    ",VII / III SEE ISO        ,N/A MEDIUM GRAY / RA,4/25/2017,5/5/2017,5/17/2017,5/18/2017,,,,,6/16/2017,M4054,,4,20X       ,,,N/A   ,N/A   ,YES   ,3/13/2017,,-         ,0,,5/19/2017,,20,,3.94,6112,A135-01        ,,5/18/2017,5/19/2017,RELEASE   
MOBILE    ,3359-A,MK-02020X-5303-001A,020-20X-5303-01,"10""-EG-020-5303-B135-01-H                    ",VII/III SEE ISO          ,N/A MEDIUM GRAY/RAL ,5/6/2017,5/9/2017,5/13/2017,5/13/2017,,,,,6/16/2017,M4054,,4,20X       ,,,N/A   ,N/A   ,YES   ,4/17/2017,,-         ,0,,5/17/2017,,20,,20.84,6112,B135-01        ,,5/13/2017,5/13/2017,RELEASE   
MOBILE    ,2639-A,MK-02022X-7045-002A,020-22X-7045-02,"10""-EG-020-7045-B135-01-H                    ",X                        ,N/A MEDIUM GRAY     ,5/12/2017,5/17/2017,5/19/2017,5/19/2017,,,,,6/16/2017,M4054,,4,22X       ,,,N/A   ,N/A   ,YES   ,4/20/2017,,-         ,0,,5/20/2017,,20,,20.65,6112,B135-01        ,,5/20/2017,5/20/2017,RELEASE   
MOBILE    ,2142-A,MK-02022X-7359-005A,020-22X-7359-05,"4""-EG-020-7359-A135-01-H                     ",X                        ,N/A Medium Gray     ,4/9/2017,5/5/2017,5/17/2017,5/18/2017,,,,,6/16/2017,M4054,,4,22X       ,,,N/A   ,N/A   ,YES   ,3/22/2017,,-         ,0,,5/21/2017,,20,,5.6,6112,A135-01        ,,5/18/2017,5/18/2017,RELEASE   
MOBILE    ,2222-A,MK-02026X-9931-001A,020-26X-9931-01,"6""-WT-020-9931-A135-51-N                     ",NONE III SEE ISO         ,N/A / RAL 7038 MEDIU,5/12/2017,5/15/2017,5/19/2017,5/19/2017,,,,,6/16/2017,M4054,,4,26X       ,,,N/A   ,N/A   ,YES   ,3/29/2017,,-         ,0,,5/19/2017,,20,,2.2,6112,A135-51        ,,5/19/2017,5/20/2017,RELEASE   
MOBILE    ,1935-B,MK-02027X-2073-002B,020-27X-2073-02,"20""-HL-020-2073-A135-01-P                    ",VII                      ,N/A MEDIUM GRAY     ,5/12/2017,5/17/2017,5/17/2017,5/19/2017,,,,,6/16/2017,M4054,,4,27X       ,,,N/A   ,N/A   ,YES   ,3/9/2017,,-         ,0,,5/19/2017,,20,,0.99,6112,A135-01        ,,5/19/2017,5/19/2017,RELEASE   
MOBILE    ,2185-A,MK-02028X-5053-001A,020-28X-5053-01,"4""-EG-020-5053-A135-01-H                     ",X                        ,N/A MEDIUM GRAY     ,5/9/2017,5/13/2017,5/17/2017,5/17/2017,,,,,6/16/2017,M4054,,4,28X       ,,,N/A   ,N/A   ,YES   ,4/19/2017,,-         ,0,,5/17/2017,,20,,11.52,6112,A135-01        ,,5/17/2017,5/17/2017,RELEASE   
MOBILE    ,1712-A,MK-02028X-5625-003A,020-28X-5625-03,"4""-EG-020-5625-A135-01-H                     ",VII                      ,N/A MEDIUM GRAY     ,4/9/2017,5/4/2017,5/17/2017,5/18/2017,,,,,6/16/2017,M4054,,4,28X       ,,,N/A   ,N/A   ,YES   ,3/23/2017,,-         ,0,,5/19/2017,,20,,6.53,6112,A135-01        ,,5/18/2017,5/18/2017,RELEASE   
MOBILE    ,4239-B,MK-02028X-8311-002B,020-28X-8311-02,"6""-HL-020-8311-A135-01-P                     ",VII                      ,N/A Medium Gray     ,5/10/2017,5/19/2017,5/19/2017,5/19/2017,,,,,6/16/2017,M4054,,4,28X       ,,,N/A   ,N/A   ,YES   ,4/26/2017,,-         ,0,,5/20/2017,,20,,1.51,6112,A135-01        ,,5/20/2017,5/21/2017,RELEASE   
MOBILE    ,2252-B,MK-02001X-1054-005B,020-01X-1054-05,"3""-BD-020-1054-B135-40-H                     ",NONE / III SEE ISO       ,N/A / RAL 7038 Mediu,5/17/2017,5/17/2017,5/17/2017,5/17/2017,,,,,6/28/2017,M4055,,4,01X       ,,,N/A   ,N/A   ,YES   ,4/20/2017,,-         ,0,,5/18/2017,,20,,1.4,6112,B135-40        ,,5/18/2017,5/18/2017,RELEASE   
MOBILE    ,2253-A,MK-02001X-1055-005A,020-01X-1055-05,"3""-BD-020-1055-B135-40-H                     ",VII / III SEE ISO        ,N/A Medium Gray / RA,5/10/2017,5/15/2017,5/19/2017,5/19/2017,,,,,6/28/2017,M4055,,4,01X       ,,,N/A   ,N/A   ,YES   ,4/20/2017,,-         ,0,,5/20/2017,,20,,13.63,6112,B135-40        ,,5/20/2017,5/20/2017,RELEASE   
MOBILE    ,2276-B,MK-02001X-3775-001B,020-01X-3775-01,"3""-BD-020-3775-A135-01-P                     ",X                        ,N/A Medium Gray     ,4/14/2017,5/17/2017,5/17/2017,5/18/2017,,,,,6/28/2017,M4055,,4,01X       ,,,N/A   ,N/A   ,YES   ,1/24/2017,,-         ,0,,5/19/2017,,20,,7.64,6112,A135-01        ,,5/18/2017,5/19/2017,RELEASE   
MOBILE    ,120-A,MK-02001X-7052-001A,020-01X-7052-01,"3""-EG-020-7052-A135-01-H                     ",X                        ,N/A MEDIUM GRAY     ,4/9/2017,5/8/2017,5/16/2017,5/16/2017,,,,,6/28/2017,M4055,,4,01X       ,,,N/A   ,N/A   ,YES   ,11/11/2016,,-         ,0,,5/19/2017,,20,,38.88,6112,A135-01        ,,5/16/2017,5/17/2017,RELEASE   
MOBILE    ,609-A,MK-02001X-7210-001A,020-01X-7210-01,"3""-EG-020-7210-A135-42-H                     ",VII/III SEE ISO          ,N/A MEDIUM GRAY / RA,4/11/2017,5/9/2017,5/19/2017,5/19/2017,,,,,6/28/2017,M4055,,4,01X       ,,,N/A   ,N/A   ,YES   ,3/30/2017,,-         ,0,,5/19/2017,,20,,21.07,6112,A135-42        ,,5/19/2017,5/20/2017,RELEASE   
MOBILE    ,1069-A,MK-02008X-7151-001A,020-08X-7151-01,"2""-EG-020-7151-A135-01-E                     ",X                        ,N/A Medium Gray     ,3/27/2017,4/30/2017,5/16/2017,5/16/2017,,,,,6/28/2017,M4055,,4,08X       ,,,N/A   ,N/A   ,YES   ,12/21/2016,,-         ,0,,5/19/2017,,20,,39.06,6112,A135-01        ,,5/16/2017,5/17/2017,RELEASE   
MOBILE    ,3542-B,MK-02011X-8219-002B,020-11X-8219-02,"3""-WT-020-8219-A135-51-H                     ",VII / III SEE ISO        ,N/A MEDIUM GRAY / RA,4/23/2017,5/3/2017,5/14/2017,5/15/2017,,,,,6/28/2017,M4055,,4,11X       ,,,N/A   ,N/A   ,YES   ,3/20/2017,,-         ,0,,5/19/2017,,20,,16.29,6112,A135-51        ,,5/15/2017,5/15/2017,RELEASE   
MOBILE    ,2024-A,MK-02015X-1004-003A,020-15X-1004-03,"8""-HL-020-1004-D135-01-N                     ",NONE/III SEE ISO         ,N/A/RAL 7038 Medium ,5/2/2017,5/5/2017,5/13/2017,5/13/2017,,,,,6/28/2017,M4055,,4,15X       ,,,N/A   ,N/A   ,YES   ,2/8/2017,,-         ,1,,,,20,,22.88,6112,D135-01        ,,5/12/2017,5/13/2017,RELEASE   
MOBILE    ,3050-A,MK-02017X-3721-001A,020-17X-3721-01,"10""-VT-020-3721-B135-40-P                    ",VII                      ,N/A Medium Gray     ,5/6/2017,5/13/2017,5/13/2017,5/13/2017,,,,,6/28/2017,M4055,,4,17X       ,,,N/A   ,N/A   ,YES   ,2/20/2017,,-         ,0,,5/13/2017,,20,,2.09,6112,B135-40        ,,5/11/2017,5/14/2017,RELEASE   
MOBILE    ,2115-A,MK-02017X-5212-001A,020-17X-5212-01,"3""-DW-020-5212-A135-01-H                     ",VII/III SEE ISO          ,N/A Medium Gray/RAL ,4/27/2017,5/3/2017,5/19/2017,5/19/2017,,,,,6/28/2017,M4055,,4,17X       ,,,N/A   ,N/A   ,YES   ,2/9/2017,,-         ,0,,5/20/2017,,20,,15.76,6112,A135-01        ,,5/20/2017,5/20/2017,RELEASE   
MOBILE    ,3066-A,MK-02018X-3127-003A,020-18X-3127-03,"3""-DW-020-3127-A135-01-N                     ",NONE / III SEE ISO       ,N/A / RAL 7038 Mediu,4/28/2017,5/2/2017,5/13/2017,5/13/2017,,,,,6/28/2017,M4055,,4,18X       ,,,N/A   ,N/A   ,YES   ,3/27/2017,,-         ,0,,,,20,,10.23,6112,A135-01        ,,5/11/2017,5/16/2017,RELEASE   
MOBILE    ,4698-D,MK-02018X-5337-001D,020-18X-5337-01,"3""-BD-020-5337-A135-01-P                     ",X                        ,N/A MEDIUM GRAY     ,4/28/2017,5/6/2017,5/13/2017,5/13/2017,,,,,6/28/2017,M4055,,4,18X       ,,,N/A   ,N/A   ,YES   ,4/17/2017,,-         ,0,,5/19/2017,,20,,4.01,6112,A135-01        ,,5/13/2017,5/18/2017,RELEASE   
MOBILE    ,1335-A,MK-02019X-4320-001A,020-19X-4320-01,"3""-EO-020-4320-A135-41-F                     ",VII/III  SEE ISO         ,N/A MEDIUM GRAY/RAL ,4/8/2017,5/5/2017,5/9/2017,5/9/2017,,,,,6/28/2017,M4055,,4,19X       ,,,N/A   ,N/A   ,YES   ,2/2/2017,,-         ,0,,,,20,,19.46,6112,A135-41        ,,5/11/2017,5/13/2017,RELEASE   
MOBILE    ,1629-A,MK-02020X-5217-003A,020-20X-5217-03,"10""-DW-020-5217-A135-01-H                    ",VII/III SEE ISO          ,N/A MEDIUM GRAY/RAL ,4/22/2017,4/26/2017,5/17/2017,5/18/2017,,,,,6/28/2017,M4055,,4,20X       ,,,N/A   ,N/A   ,YES   ,3/22/2017,,-         ,0,,5/19/2017,,20,,3.99,6112,A135-01        ,,5/18/2017,5/19/2017,RELEASE   
MOBILE    ,1115-A,MK-02020X-5624-001A,020-20X-5624-01,"6""-DW-020-5624-A135-01-H                     ",VII / III SEE ISO        ,N/A MEDIUM GRAY / RA,4/23/2017,5/2/2017,5/18/2017,5/19/2017,,,,,6/28/2017,M4055,,4,20X       ,,,N/A   ,N/A   ,YES   ,12/28/2016,,-         ,0,,5/19/2017,,20,,5.98,6112,A135-01        ,,5/19/2017,5/20/2017,RELEASE   
MOBILE    ,3718-A,MK-02021X-7131-001A,020-21X-7131-01,"4""-EG-020-7131-A135-01-N                     ",NONE / III SEE ISO       ,N/A / RAL 7038 Mediu,4/30/2017,5/13/2017,5/16/2017,5/16/2017,,,,,6/28/2017,M4055,,4,21X       ,,,N/A   ,N/A   ,YES   ,4/10/2017,,-         ,0,,5/19/2017,,20,,2.82,6112,A135-01        ,,5/16/2017,5/17/2017,RELEASE   
