,15069,,,,,,15069,15069,15069,15069,50,,4350,,15066,,,,,,,,,,,,,,,,,,,,,,,,,
SHOP,ISO NO.,PIECE MARK,REFERENCE DWG.,LINE NO.,PAINT SYS.,TOP COAT COLOR,DATE PULL,FIRST FIT,FINAL FIT,WELD OUT,DATE TO STRESS,READY TO SHIP COATING,SHIP TO COATING,READY TO SHIP,TO SITE,LOAD #,COMMENTS,LINE CLASS,AREA,ON HOLD,REL HOLD DATE,HYDRO,PWHT,PMI,ISSUE DATE,PRIORITY DATE,PRIORITY,PCI REV,BACK AT SHOP,FINAL CHECK,ORIGINAL PAINT LOAD,RT %,DESCRIPTION,PIPE FT,SO #,FAB CODE,RELEASE DATE,CLIENT REV,Pcmkiitemw,ID STATUS
MOBILE    ,1381-B,MK-02023X-7843-002B,020-23X-7843-02,"4""-EG-020-7843-A135-01-H                     ",X                        ,N/A Medium Gray     ,4/8/2017,5/3/2017,5/13/2017,5/14/2017,,,,,8/7/2017,M4049,,4,23X       ,,,N/A   ,N/A   ,YES   ,1/11/2017,,-         ,0,,5/16/2017,,20,,25.46,6112,A135-01        ,8/3/2017,5/12/2017,5/13/2017,RELEASE   
MOBILE    ,2824-A,MK-02024X-6019-002A,020-24X-6019-02,"4""-EG-020-6019-A135-01-H                     ",VII / III SEE ISO        ,N/A Medium Gray / RA,4/30/2017,5/4/2017,5/8/2017,5/8/2017,,,,,8/7/2017,M4049,,4,24X       ,,,N/A   ,N/A   ,YES   ,3/28/2017,,-         ,0,,5/9/2017,,20,,9.28,6112,A135-01        ,8/3/2017,5/9/2017,5/16/2017,RELEASE   
MOBILE    ,2835-C,MK-02026X-2074-002C,020-26X-2074-02,"4""-WX-020-2074-B135-40-H                     ",VII / III SEE ISO        ,N/A Medium Gray / RA,5/2/2017,5/7/2017,5/13/2017,5/14/2017,,,,,8/7/2017,M4049,,4,26X       ,,,N/A   ,N/A   ,YES   ,4/18/2017,,-         ,0,,5/16/2017,,20,,13.18,6112,B135-40        ,8/3/2017,5/12/2017,5/13/2017,RELEASE   
MOBILE    ,2490-B,MK-02027X-2005-002B,020-27X-2005-02,"8""-XK-020-2005-A135-01-H                     ",VII                      ,N/A Medium Gray     ,5/9/2017,5/13/2017,5/13/2017,5/13/2017,,,,,8/7/2017,M4049,,4,27X       ,,,N/A   ,N/A   ,YES   ,2/27/2017,,-         ,0,,5/16/2017,,20,,4.05,6112,A135-01        ,8/3/2017,5/13/2017,5/14/2017,RELEASE   
MOBILE    ,6967-B,MK-02027X-2024-D01B,020-27X-2024-D01,"10""-XK-020-2024-A135-01-E                    ",VII                      ,N/A Medium Gray     ,5/6/2017,5/7/2017,5/13/2017,5/13/2017,,,,,8/7/2017,M4049,,4,27X       ,,,N/A   ,N/A   ,YES   ,5/1/2017,,-         ,0,,5/16/2017,,20,,4.56,6112,A135-01        ,8/3/2017,5/14/2017,5/14/2017,RELEASE   
MOBILE    ,2491-B,MK-02027X-2037-001B,020-27X-2037-01,"3""-CL-020-2037-A135-01-H                     ",X                        ,N/A Medium Gray     ,4/19/2017,4/29/2017,4/29/2017,5/9/2017,,,,,8/7/2017,M4049,,4,27X       ,,,N/A   ,N/A   ,YES   ,2/27/2017,,-         ,0,,5/16/2017,,20,,1.95,6112,A135-01        ,8/3/2017,5/16/2017,5/16/2017,RELEASE   
MOBILE    ,2493-A,MK-02027X-2039-001A,020-27X-2039-01,"3""-CL-020-2039-A135-01-H                     ",X                        ,N/A Medium Gray     ,4/14/2017,5/5/2017,5/7/2017,5/8/2017,,,,,8/7/2017,M4049,,4,27X       ,,,N/A   ,N/A   ,YES   ,2/8/2017,,-         ,0,,5/9/2017,,20,,14.67,6112,A135-01        ,8/3/2017,5/8/2017,5/9/2017,RELEASE   
MOBILE    ,2501-B,MK-02027X-5157-003B,020-27X-5157-03,"4""-DW-020-5157-B135-40-H                     ",VII / III SEE ISO        ,N/A Medium Gray / RA,4/28/2017,5/5/2017,5/13/2017,5/13/2017,,,,,8/7/2017,M4049,,4,27X       ,,,N/A   ,N/A   ,YES   ,2/24/2017,,-         ,0,,5/16/2017,,20,,1.8,6112,B135-40        ,8/3/2017,5/12/2017,5/13/2017,RELEASE   
MOBILE    ,3439-B,MK-02027X-5213-001B,020-27X-5213-01,"4""-DW-020-5213-B135-01-H                     ",VII / III SEE ISO        ,N/A Medium Gray / RA,4/30/2017,5/7/2017,5/14/2017,5/14/2017,,,,,8/7/2017,M4049,,4,27X       ,,,N/A   ,N/A   ,YES   ,2/24/2017,,-         ,0,,5/16/2017,,20,,0.9,6112,B135-01        ,8/3/2017,5/15/2017,5/15/2017,RELEASE   
MOBILE    ,3442-C,MK-02027X-8262-001C,020-27X-8262-01,"4""-WT-020-8262-A135-51-H                     ",VII / III SEE ISO        ,N/A Medium Gray / RA,4/26/2017,5/6/2017,5/13/2017,5/13/2017,,,,,8/7/2017,M4049,,4,27X       ,,,N/A   ,N/A   ,YES   ,2/24/2017,,-         ,0,,5/16/2017,,20,,,6112,A135-51        ,8/3/2017,5/12/2017,5/13/2017,RELEASE   
MOBILE    ,6262-A,MK-02027X-8262-002A,020-27X-8262-02,"4""-WT-020-8262-A135-51-H                     ",VII                      ,N/A Medium Gray     ,5/9/2017,5/13/2017,5/13/2017,5/14/2017,,,,,8/7/2017,M4049,,4,27X       ,,,N/A   ,N/A   ,YES   ,4/18/2017,,-         ,0,,5/16/2017,,20,,8.85,6112,A135-51        ,8/3/2017,5/12/2017,5/13/2017,RELEASE   
MOBILE    ,1427-A,MK-02028X-5088-001A,020-28X-5088-01,"20""-EG-020-5088-A135-01-H                    ",X                        ,N/A MEDIUM GRAY     ,5/4/2017,5/9/2017,5/9/2017,5/13/2017,,,,,8/7/2017,M4049,,4,28X       ,,,N/A   ,N/A   ,YES   ,3/22/2017,,-         ,0,,5/13/2017,,20,,3.67,6112,A135-01        ,8/3/2017,5/11/2017,5/13/2017,RELEASE   
MOBILE    ,3221-A,MK-02028X-5126-001A,020-28X-5126-01,"14""-EG-020-5126-A135-01-H                    ",VII                      ,N/A MEDIUM GRAY     ,5/7/2017,5/7/2017,5/14/2017,5/14/2017,,,,,8/7/2017,M4049,,4,28X       ,,,N/A   ,N/A   ,YES   ,3/24/2017,,-         ,0,,5/16/2017,,20,,3.23,6112,A135-01        ,8/3/2017,5/12/2017,5/13/2017,RELEASE   
MOBILE    ,3811-B,MK-02028X-5147-003B,020-28X-5147-03,"3""-CL-020-5147-A135-01-H                     ",VII/III SEE ISO          ,N/A MEDIUM GRAY/RAL ,4/23/2017,5/2/2017,5/13/2017,5/13/2017,,,,,8/7/2017,M4049,,4,28X       ,,,N/A   ,N/A   ,YES   ,4/10/2017,,-         ,0,,5/17/2017,,20,,9.43,6112,A135-01        ,8/3/2017,5/12/2017,5/16/2017,RELEASE   
MOBILE    ,2258-A,MK-02001X-2007-002A,020-01X-2007-02,"16""-SE-020-2007-A135-01-H                    ",X                        ,N/A Medium Gray     ,4/23/2017,5/7/2017,5/13/2017,5/13/2017,,,,,7/21/2017,M4050,,4,01X       ,,,N/A   ,N/A   ,YES   ,1/19/2017,,-         ,0,,,,20,,0.72,6112,A135-01        ,,5/13/2017,5/13/2017,RELEASE   
MOBILE    ,1744-A,MK-02001X-5209-001A,020-01X-5209-01,"4""-WP-020-5209-A135-01-H                     ",VII / III SEE ISO        ,N/A Medium Gray / RA,4/19/2017,5/4/2017,5/13/2017,5/13/2017,,,,,7/21/2017,M4050,,4,01X       ,,,N/A   ,N/A   ,YES   ,1/18/2017,,-         ,0,,5/19/2017,,20,,33.53,6112,A135-01        ,,5/13/2017,5/13/2017,RELEASE   
MOBILE    ,1546-B,MK-02002X-4027-001B,020-02X-4027-01,"10""-WP-020-4027-B135-01-P                    ",VII / NONE SEE ISO       ,N/A Medium Gray / N/,5/6/2017,5/13/2017,5/13/2017,5/13/2017,,,,,7/21/2017,M4050,,4,02X       ,,,N/A   ,N/A   ,YES   ,2/28/2017,,-         ,0,,5/19/2017,,20,,13.72,6112,B135-01        ,,5/14/2017,5/14/2017,RELEASE   
MOBILE    ,1553-D,MK-02006X-5812-001D,020-06X-5812-01,"4""-DW-020-5812-A135-01-H                     ",VII/III SEE ISO          ,N/A Medium Gray/ RAL,4/8/2017,4/30/2017,5/14/2017,5/14/2017,,,,,7/21/2017,M4050,,4,06X       ,,,N/A   ,N/A   ,YES   ,3/22/2017,,-         ,0,,,,20,,29.14,6112,A135-01        ,,5/12/2017,5/13/2017,RELEASE   
MOBILE    ,1557-D,MK-02012X-1047-001D,020-12X-1047-01,"20""-WX-020-1047-B135-40-H                    ",VII                      ,N/A MEDIUM GRAY     ,5/6/2017,5/13/2017,5/13/2017,5/13/2017,,,,,7/21/2017,M4050,,4,12X       ,,,N/A   ,N/A   ,YES   ,1/25/2017,,-         ,0,,5/19/2017,,20,,6.09,6112,B135-40        ,,5/13/2017,5/14/2017,RELEASE   
MOBILE    ,1170-B,MK-02015X-1067-001B,020-15X-1067-01,"18""-XK-020-1067-B135-40-H                    ",VII                      ,N/A Medium Gray     ,3/25/2017,5/13/2017,5/13/2017,5/13/2017,,,,,7/21/2017,M4050,,4,15X       ,,,N/A   ,N/A   ,YES   ,1/5/2017,,-         ,0,,,,20,,39.98,6112,B135-40        ,,5/13/2017,5/13/2017,RELEASE   
MOBILE    ,1170-C,MK-02015X-1067-001C,020-15X-1067-01,"18""-XK-020-1067-B135-40-H                    ",VII                      ,N/A Medium Gray     ,3/25/2017,5/13/2017,5/13/2017,5/14/2017,,,,,7/21/2017,M4050,,4,15X       ,,,N/A   ,N/A   ,YES   ,1/5/2017,,-         ,0,,,,20,,39.98,6112,B135-40        ,,5/12/2017,5/13/2017,RELEASE   
MOBILE    ,1174-C,MK-02015X-1217-001C,020-15X-1217-01,"18""-XK-020-1217-B135-40-H                    ",VII/X SEE ISO            ,N/A Medium Gray     ,5/2/2017,5/13/2017,5/13/2017,5/14/2017,,,,,7/21/2017,M4050,,4,15X       ,,,N/A   ,N/A   ,YES   ,1/12/2017,,-         ,0,,,,20,,37.78,6112,B135-40        ,,5/12/2017,5/13/2017,RELEASE   
MOBILE    ,1859-A,MK-02017X-3050-006A,020-17X-3050-06,"1""-WP-020-3050-B135-40-E                     ",VII / III SEE ISO        ,N/A MEDIUM GRAY / RA,3/31/2017,4/19/2017,4/28/2017,5/13/2017,,,,,7/21/2017,M4050,,4,17X       ,,,N/A   ,N/A   ,YES   ,2/9/2017,,-         ,0,,5/5/2017,,20,,14.81,6112,B135-40        ,,5/6/2017,5/7/2017,RELEASE   
MOBILE    ,3092-C,MK-02019X-4059-001C,020-19X-4059-01,"10""-WP-020-4059-B135-01-H                    ",VII / X SEE ISO          ,N/A Medium Gray     ,5/6/2017,5/9/2017,5/13/2017,5/13/2017,,,,,7/21/2017,M4050,,4,19X       ,,,N/A   ,N/A   ,YES   ,2/21/2017,,-         ,0,,5/19/2017,,20,,14.36,6112,B135-01        ,,5/13/2017,5/13/2017,RELEASE   
MOBILE    ,1331-A,MK-02019X-4063-001A,020-19X-4063-01,"10""-WP-020-4063-B135-01-H                    ",X                        ,N/A Medium Gray     ,5/2/2017,5/6/2017,5/13/2017,5/13/2017,,,,,7/21/2017,M4050,,4,19X       ,,,N/A   ,N/A   ,YES   ,1/30/2017,,-         ,0,,,,20,,1.29,6112,B135-01        ,,5/12/2017,5/13/2017,RELEASE   
MOBILE    ,2461-A,MK-02022X-7055-005A,020-22X-7055-05,"3""-EG-020-7055-A135-01-H                     ",X                        ,N/A Medium Gray     ,4/27/2017,5/9/2017,5/13/2017,5/13/2017,,,,,7/21/2017,M4050,,4,22X       ,,,N/A   ,N/A   ,YES   ,3/29/2017,,-         ,0,,5/19/2017,,20,,1.16,6112,A135-01        ,,5/13/2017,5/13/2017,RELEASE   
MOBILE    ,2800-A,MK-02022X-7306-002A,020-22X-7306-02,"4""-EG-020-7306-A135-42-H                     ",X                        ,N/A Medium Gray     ,4/8/2017,5/5/2017,5/13/2017,5/13/2017,,,,,7/21/2017,M4050,,4,22X       ,,,N/A   ,N/A   ,YES   ,3/27/2017,,-         ,0,,5/19/2017,,20,,10.42,6112,A135-42        ,,5/13/2017,5/13/2017,RELEASE   
MOBILE    ,3739-C,MK-02022X-7314-001C,020-22X-7314-01,"3""-EG-020-7314-B135-01-H                     ",VII / III SEE ISO        ,N/A Medium Gray / RA,5/4/2017,5/8/2017,5/13/2017,5/13/2017,,,,,7/21/2017,M4050,,4,22X       ,,,N/A   ,N/A   ,YES   ,4/18/2017,,-         ,0,,5/19/2017,,20,,3.25,6112,B135-01        ,,5/13/2017,5/13/2017,RELEASE   
MOBILE    ,4162-A,MK-02022X-7476-011A,020-22X-7476-11,"8""-VT-020-7476-A135-01-H                     ",VII                      ,N/A MEDIUM GRAY     ,5/9/2017,5/13/2017,5/13/2017,5/13/2017,,,,,7/21/2017,M4050,,4,22X       ,,,N/A   ,N/A   ,YES   ,4/12/2017,,-         ,0,,5/19/2017,,20,,,6112,A135-01        ,,5/13/2017,5/13/2017,RELEASE   
MOBILE    ,3142-C,MK-02022X-7913-001C,020-22X-7913-01,"14""-EG-020-7913-A135-42-H                    ",X                        ,N/A MEDIUM GRAY     ,4/25/2017,5/5/2017,5/13/2017,5/13/2017,,,,,7/21/2017,M4050,,4,22X       ,,,N/A   ,N/A   ,YES   ,3/31/2017,,-         ,0,,,,20,,2.33,6112,A135-42        ,,5/12/2017,5/13/2017,RELEASE   
MOBILE    ,1880-A,MK-02023X-5303-001A,020-23X-5303-01,"10""-EG-020-5303-B135-01-H                    ",VII/III SEE ISO          ,N/A MEDIUM GRAY/RAL ,4/25/2017,5/6/2017,5/13/2017,5/13/2017,,,,,7/21/2017,M4050,,4,23X       ,,,N/A   ,N/A   ,YES   ,3/27/2017,,-         ,0,,5/13/2017,,20,,12.16,6112,B135-01        ,,5/12/2017,5/13/2017,RELEASE   
MOBILE    ,3170-B,MK-02023X-7980-001B,020-23X-7980-01,"8""-EG-020-7980-B135-42-H                     ",X                        ,N/A Medium Gray     ,5/6/2017,5/7/2017,5/13/2017,5/14/2017,,,,,7/21/2017,M4050,,4,23X       ,,,N/A   ,N/A   ,YES   ,4/4/2017,,-         ,0,,,,20,,,6112,B135-42        ,,5/12/2017,5/13/2017,RELEASE   
MOBILE    ,2212-B,MK-02026X-3014-001B,020-26X-3014-01,"4""-WP-020-3014-B135-40-H                     ",VII / X SEE ISO          ,N/A MEDIUM GRAY     ,4/26/2017,5/4/2017,5/7/2017,5/7/2017,,,,,7/21/2017,M4050,,4,26X       ,,,N/A   ,N/A   ,YES   ,3/17/2017,,-         ,0,,5/8/2017,,20,,6.44,6112,B135-40        ,,5/8/2017,5/9/2017,RELEASE   
MOBILE    ,1700-A,MK-02028X-5109-001A,020-28X-5109-01,"8""-SE-020-5109-A135-01-H                     ",X                        ,N/A MEDIUM GRAY     ,5/8/2017,5/9/2017,5/13/2017,5/13/2017,,,,,7/21/2017,M4050,,4,28X       ,,,N/A   ,N/A   ,YES   ,3/22/2017,,-         ,0,,,,20,,15.54,6112,A135-01        ,,5/12/2017,5/13/2017,RELEASE   
MOBILE    ,1726-B,MK-02030X-8039-002B,020-30X-8039-02,"4""-EO-020-8039-B135-41-F                     ",VII                      ,N/A MEDIUM GRAY     ,5/6/2017,5/8/2017,5/13/2017,5/14/2017,,,,,7/21/2017,M4050,,4,30X       ,,,N/A   ,N/A   ,YES   ,1/30/2017,,-         ,0,,,,20,,33.92,6112,B135-41        ,,5/12/2017,5/13/2017,RELEASE   
MOBILE    ,2258-B,MK-02001X-2007-002B,020-01X-2007-02,"16""-SE-020-2007-A135-01-H                    ",X                        ,N/A Medium Gray     ,5/4/2017,5/8/2017,5/13/2017,5/14/2017,,,,,6/20/2017,M4051,,4,01X       ,,,N/A   ,N/A   ,YES   ,1/19/2017,,-         ,0,,5/16/2017,,20,,14.19,6112,A135-01        ,,5/14/2017,5/15/2017,RELEASE   
MOBILE    ,1196-A,MK-02001X-2150-001A,020-01X-2150-01,"3""-HL-020-2150-A135-01-P                     ",VII                      ,N/A MEDIUM GRAY     ,4/14/2017,5/5/2017,5/13/2017,5/13/2017,,,,,6/20/2017,M4051,,4,01X       ,,,N/A   ,N/A   ,YES   ,1/10/2016,,-         ,0,,5/17/2017,,20,,13.21,6112,A135-01        ,,5/13/2017,5/16/2017,RELEASE   
MOBILE    ,3301-B,MK-02001X-4086-003B,020-01X-4086-03,"1.5""-EO-020-4086-A135-41-F                   ",VII / III SEE ISO        ,N/A Medium Gray / RA,5/4/2017,5/13/2017,5/13/2017,5/13/2017,,,,,6/20/2017,M4051,,4,01X       ,,,N/A   ,N/A   ,YES   ,2/9/2017,,-         ,0,,5/17/2017,,20,,19.9,6112,A135-41        ,,5/13/2017,5/14/2017,RELEASE   
MOBILE    ,730-B,MK-02001X-5180-001B,020-01X-5180-01,"8""-EG-020-5180-A135-01-H                     ",X                        ,N/A Medium Gray     ,4/23/2017,5/8/2017,5/13/2017,5/13/2017,,,,,6/20/2017,M4051,,4,01X       ,,,N/A   ,N/A   ,YES   ,2/2/2017,,-         ,1,,5/16/2017,,20,,33.05,6112,A135-01        ,,5/14/2017,5/14/2017,RELEASE   
MOBILE    ,225-A,MK-02001X-5186-004A,020-01X-5186-04,"3""-EG-020-5186-B135-01-H                     ",VII/III SEE ISO          ,N/A MEDIUM GRAY/RAL ,5/6/2017,5/9/2017,5/9/2017,5/14/2017,,,,,6/20/2017,M4051,,4,01X       ,,,N/A   ,N/A   ,YES   ,11/15/2016,,-         ,0,,5/16/2017,,20,,39.99,6112,B135-01        ,,5/14/2017,5/15/2017,RELEASE   
MOBILE    ,1564-B,MK-02012X-2079-002B,020-12X-2079-02,"3""-WX-020-2079-B135-40-H                     ",VII/III SEE ISO          ,N/A MEDIUM GRAY / RA,4/19/2017,5/1/2017,5/6/2017,5/7/2017,,,,,6/20/2017,M4051,,4,12X       ,,,N/A   ,N/A   ,YES   ,3/9/2017,,-         ,0,,5/7/2017,,20,,17.04,6112,B135-40        ,,5/7/2017,5/13/2017,RELEASE   
MOBILE    ,3936-D,MK-02014X-2080-001D,020-14X-2080-01,"3""-WX-020-2080-B135-40-H                     ",VII / III SEE ISO        ,N/A Medium Gray / RA,5/12/2017,5/14/2017,5/14/2017,5/15/2017,,,,,6/20/2017,M4051,,4,14X       ,,,N/A   ,N/A   ,YES   ,5/1/2017,,-         ,0,,5/16/2017,,20,,0.66,6112,B135-40        ,,5/15/2017,5/15/2017,RELEASE   
MOBILE    ,1180-A,MK-02016X-3148-003A,020-16X-3148-03,"18""-HL-020-3148-A135-01-E                    ",VII/III SEE ISO          ,N/A Medium Gray/RAL ,4/23/2017,5/9/2017,5/14/2017,5/14/2017,,,,,6/20/2017,M4051,,4,16X       ,,,N/A   ,N/A   ,YES   ,1/19/2017,,-         ,0,,5/16/2017,,20,,2.62,6112,A135-01        ,,5/15/2017,5/15/2017,RELEASE   
MOBILE    ,5791-A,MK-02016X-3215-001A,020-16X-3215-01,"4""-VT-020-3215-A135-01-A                     ",VII                      ,N/A MEDIUM GRAY     ,5/9/2017,5/13/2017,5/13/2017,5/13/2017,,,,,6/20/2017,M4051,,4,16X       ,,,N/A   ,N/A   ,YES   ,4/20/2017,,-         ,0,,5/13/2017,,20,,,6112,A135-01        ,,5/13/2017,5/14/2017,RELEASE   
MOBILE    ,5792-A,MK-02016X-3216-001A,020-16X-3216-01,"4""-VT-020-3216-A135-01-A                     ",VII                      ,N/A MEDIUM GRAY     ,5/9/2017,5/13/2017,5/13/2017,5/13/2017,,,,,6/20/2017,M4051,,4,16X       ,,,N/A   ,N/A   ,YES   ,4/20/2017,,-         ,0,,5/13/2017,,20,,,6112,A135-01        ,,5/13/2017,5/14/2017,RELEASE   
MOBILE    ,1607-C,MK-02017X-3004-003C,020-17X-3004-03,"20""-WX-020-3004-A135-01-H                    ",VII                      ,N/A MEDIUM GRAY     ,5/10/2017,5/13/2017,5/13/2017,5/14/2017,,,,,6/20/2017,M4051,,4,17X       ,,,N/A   ,N/A   ,YES   ,2/2/2017,,-         ,0,,5/16/2017,,20,,17.56,6112,A135-01        ,,5/14/2017,5/15/2017,RELEASE   
MOBILE    ,2414-A,MK-02017X-3013-001A,020-17X-3013-01,"4""-WP-020-3013-B135-40-H                     ",VII                      ,N/A Medium Gray     ,5/6/2017,5/8/2017,5/9/2017,5/9/2017,,,,,6/20/2017,M4051,,4,17X       ,,,N/A   ,N/A   ,YES   ,3/2/2017,,-         ,0,,5/9/2017,,20,,3.51,6112,B135-40        ,,5/11/2017,5/13/2017,RELEASE   
MOBILE    ,2754-A,MK-02018X-3213-002A,020-18X-3213-02,"6""-EG-020-3213-B135-01-N                     ",NONE/VII/SEE ISO         ,N/A/N/A MEDIUM GRAY ,5/8/2017,5/8/2017,5/13/2017,5/13/2017,,,,,6/20/2017,M4051,,4,18X       ,,,N/A   ,N/A   ,YES   ,3/28/2017,,-         ,0,,5/16/2017,,20,,10.53,6112,B135-01        ,,5/12/2017,5/13/2017,RELEASE   
MOBILE    ,4985-B,MK-02018X-5184-001B,020-18X-5184-01,"4""-CL-020-5184-A135-01-H                     ",X                        ,N/A MEDIUM GRAY     ,5/9/2017,5/13/2017,5/13/2017,5/13/2017,,,,,6/20/2017,M4051,,4,18X       ,,,N/A   ,N/A   ,YES   ,4/19/2017,,-         ,0,,5/16/2017,,20,,1.24,6112,A135-01        ,,5/14/2017,5/14/2017,RELEASE   
MOBILE    ,4986-B,MK-02018X-5184-002B,020-18X-5184-02,"4""-CL-020-5184-A135-01-H                     ",X                        ,N/A MEDIUM GRAY     ,5/9/2017,5/13/2017,5/13/2017,5/13/2017,,,,,6/20/2017,M4051,,4,18X       ,,,N/A   ,N/A   ,YES   ,4/19/2017,,-         ,1,,5/16/2017,,20,,1.24,6112,A135-01        ,,5/15/2017,5/14/2017,RELEASE   
MOBILE    ,4986-F,MK-02018X-5184-002F,020-18X-5184-02,"4""-CL-020-5184-A135-01-H                     ",X                        ,N/A MEDIUM GRAY     ,5/9/2017,5/13/2017,5/13/2017,5/13/2017,,,,,6/20/2017,M4051,,4,18X       ,,,N/A   ,N/A   ,YES   ,4/19/2017,,-         ,0,,5/16/2017,,20,,1.24,6112,A135-01        ,,5/14/2017,5/14/2017,RELEASE   
MOBILE    ,1887-A,MK-02019X-4024-001A,020-19X-4024-01,"32""-EO-020-4024-A135-41-F                    ",VII                      ,N/A Medium Gray     ,5/8/2017,5/13/2017,5/13/2017,5/15/2017,,,,,6/20/2017,M4051,,4,19X       ,,,N/A   ,N/A   ,YES   ,2/1/2017,,-         ,0,,5/16/2017,,20,,1.39,6112,A135-41        ,,5/15/2017,5/15/2017,RELEASE   
MOBILE    ,3717-A,MK-02021X-7124-003A,020-21X-7124-03,"4""-EG-020-7124-A135-01-N                     ",NONE / III SEE ISO       ,N/A / RAL 7038 Mediu,4/30/2017,5/13/2017,5/16/2017,5/17/2017,,,,,6/20/2017,M4051,,4,21X       ,,,N/A   ,N/A   ,YES   ,4/10/2017,,-         ,0,,5/17/2017,,20,,2.82,6112,A135-01        ,,5/17/2017,5/17/2017,RELEASE   
MOBILE    ,4144-B,MK-02021X-7437-001B,020-21X-7437-01,"3""-EG-020-7437-A135-01-H                     ",X                        ,N/A Medium Gray     ,4/7/2017,4/8/2017,5/3/2017,5/3/2017,,,,,6/20/2017,M4051,,4,21X       ,,,N/A   ,N/A   ,YES   ,3/29/2017,,-         ,0,,5/3/2017,,20,,0.39,6112,A135-01        ,,5/4/2017,5/4/2017,RELEASE   
MOBILE    ,3398-A,MK-02022X-7310-001A,020-22X-7310-01,"3""-EG-020-7310-A135-01-H                     ",VII/III SEE ISO          ,N/A MEDIUM GRAY/RAL ,4/23/2017,5/13/2017,5/15/2017,5/15/2017,,,,,6/20/2017,M4051,,4,22X       ,,,N/A   ,N/A   ,YES   ,4/3/2017,,-         ,0,,5/16/2017,,20,,6.92,6112,A135-01        ,,5/16/2017,5/16/2017,RELEASE   
MOBILE    ,2642-A,MK-02022X-7312-002A,020-22X-7312-02,"3""-EG-020-7312-B135-01-H                     ",VII                      ,N/A MEDIUM GRAY     ,4/10/2017,5/9/2017,5/13/2017,5/13/2017,,,,,6/20/2017,M4051,,4,22X       ,,,N/A   ,N/A   ,YES   ,3/27/2017,,-         ,0,,5/17/2017,,20,,0.43,6112,B135-01        ,,5/16/2017,5/16/2017,RELEASE   
MOBILE    ,4177-A,MK-02023X-7152-002A,020-23X-7152-02,"3""-EG-020-7152-B135-42-H                     ",X                        ,N/A Medium Gray     ,4/8/2017,4/17/2017,5/13/2017,4/20/2017,,,,,6/20/2017,M4051,,4,23X       ,,,N/A   ,N/A   ,YES   ,3/30/2017,,-         ,0,,5/8/2017,,20,,13.86,6112,B135-42        ,,4/25/2017,5/13/2017,RELEASE   
MOBILE    ,2831-B,MK-02024X-6166-001B,020-24X-6166-01,"4""-EG-020-6166-B135-01-H                     ",VII / III SEE ISO        ,N/A Medium Gray / RA,4/30/2017,5/6/2017,5/13/2017,5/13/2017,,,,,6/20/2017,M4051,,4,24X       ,,,N/A   ,N/A   ,YES   ,3/28/2017,,-         ,0,,5/16/2017,,20,,4.22,6112,B135-01        ,,5/12/2017,5/13/2017,RELEASE   
MOBILE    ,2836-B,MK-02026X-2075-001B,020-26X-2075-01,"4""-WX-020-2075-B135-40-H                     ",VII / III SEE ISO        ,N/A Medium Gray / RA,4/30/2017,5/2/2017,5/13/2017,5/13/2017,,,,,6/20/2017,M4051,,4,26X       ,,,N/A   ,N/A   ,YES   ,3/22/2017,,-         ,0,,5/16/2017,,20,,0.66,6112,B135-40        ,,5/13/2017,5/14/2017,RELEASE   
MOBILE    ,2843-B,MK-02026X-5160-002B,020-26X-5160-02,"4""-DW-020-5160-B135-40-H                     ",VII / X SEE ISO          ,N/A Medium Gray     ,5/4/2017,5/8/2017,5/12/2017,5/13/2017,,,,,6/20/2017,M4051,,4,26X       ,,,N/A   ,N/A   ,YES   ,3/22/2017,,-         ,0,,5/16/2017,,20,,5.29,6112,B135-40        ,,5/13/2017,5/14/2017,RELEASE   
MOBILE    ,2498-A,MK-02027X-5156-001A,020-27X-5156-01,"4""-DW-020-5156-A135-01-H                     ",VII                      ,N/A Medium Gray     ,5/9/2017,5/13/2017,5/14/2017,5/14/2017,,,,,6/20/2017,M4051,,4,27X       ,,,N/A   ,N/A   ,YES   ,2/8/2017,,-         ,0,,5/16/2017,,20,,4.68,6112,A135-01        ,,5/14/2017,,RELEASE   
MOBILE    ,2499-C,MK-02027X-5157-001C,020-27X-5157-01,"4""-DW-020-5157-B135-40-H                     ",VII/III SEE ISO          ,N/A Medium Gray/RAL ,4/28/2017,5/8/2017,5/13/2017,5/13/2017,,,,,6/20/2017,M4051,,4,27X       ,,,N/A   ,N/A   ,YES   ,2/8/2017,,-         ,0,,5/16/2017,,20,,0.72,6112,B135-40        ,,5/13/2017,5/14/2017,RELEASE   
MOBILE    ,2509-B,MK-02028X-5121-001B,020-28X-5121-01,"6""-EG-020-5121-B135-01-H                     ",VII                      ,N/A Medium Gray     ,5/6/2017,5/9/2017,5/13/2017,5/13/2017,,,,,6/20/2017,M4051,,4,28X       ,,,N/A   ,N/A   ,YES   ,3/31/2017,,-         ,0,,5/16/2017,,20,,2.67,6112,B135-01        ,,5/12/2017,5/13/2017,RELEASE   
