SIZE,WELD TYPE,MAT'L,SCH.,MOD MAN HOUR CODE,HOURS
.125,RN45,P11,160,.125RN45P11160,25.632
.125,RN45,P11,STD,.125RN45P11STD,16.608
.125,RN45,P11,XS,.125RN45P11XS,18.816
.125,RN45,P11,XXS,.125RN45P11XXS,25.632
.125,RN45,P22,160,.125RN45P22160,32.04
.125,RN45,P22,STD,.125RN45P22STD,20.76
.125,RN45,P22,XS,.125RN45P22XS,23.52
.125,RN45,P22,XXS,.125RN45P22XXS,32.04
.125,RN45,P5,160,.125RN45P5160,25.632
.125,RN45,P5,STD,.125RN45P5STD,16.608
.125,RN45,P5,XS,.125RN45P5XS,18.816
.125,RN45,P5,XXS,.125RN45P5XXS,25.632
.125,RN45,P9,160,.125RN45P9160,32.04
.125,RN45,P9,STD,.125RN45P9STD,20.76
.125,RN45,P9,XS,.125RN45P9XS,23.52
.125,RN45,P9,XXS,.125RN45P9XXS,32.04
.125,RN45,SS,10S,.125RN45SS10S,14.532
.125,RN45,SS,20S,.125RN45SS20S,14.532
.125,RN45,SS,40S,.125RN45SS40S,14.532
.125,RN45,SS,5S,.125RN45SS5S,14.532
.125,RN45,SS,80S,.125RN45SS80S,16.464
.125,RN45,TI,10S,.125RN45TI10S,24.912
.125,RN45,TI,160,.125RN45TI160,38.448
.125,RN45,TI,STD,.125RN45TISTD,24.912
.125,RN45,TI,XS,.125RN45TIXS,28.224
.125,RN45,TI,XXS,.125RN45TIXXS,38.448
.125,RN90,321,160,.125RN90321160,23.72
.125,RN90,321,10S,.125RN9032110S,15.56
.125,RN90,321,40S,.125RN9032140S,15.56
.125,RN90,321,80S,.125RN9032180S,17.6
.125,RN90,321,XXS,.125RN90321XXS,23.72
.125,RN90,347,160,.125RN90347160,23.72
.125,RN90,347,40S,.125RN9034740S,15.56
.125,RN90,347,80S,.125RN9034780S,17.6
.125,RN90,347,XXS,.125RN90347XXS,23.72
.125,RN90,904L,160,.125RN90904L160,23.72
.125,RN90,904L,40S,.125RN90904L40S,15.56
.125,RN90,904L,80S,.125RN90904L80S,17.6
.125,RN90,904L,XXS,.125RN90904LXXS,23.72
.125,RN90,A20,10S,.125RN90A2010S,15.56
.125,RN90,A20,160,.125RN90A20160,23.72
.125,RN90,A20,40S,.125RN90A2040S,15.56
.125,RN90,A20,80S,.125RN90A2080S,17.6
.125,RN90,A20,XXS,.125RN90A20XXS,23.72
.125,RN90,A333,160,.125RN90A333160,9.488
.125,RN90,A333,STD,.125RN90A333STD,6.224
.125,RN90,A333,XS,.125RN90A333XS,7.04
.125,RN90,A333,XXS,.125RN90A333XXS,9.488
.125,RN90,AL,160,.125RN90AL160,28.464
.125,RN90,AL,STD,.125RN90ALSTD,18.672
.125,RN90,AL,XS,.125RN90ALXS,21.12
.125,RN90,AL,XXS,.125RN90ALXXS,28.464
.125,RN90,CS,160,.125RN90CS160,9.488
.125,RN90,CS,STD,.125RN90CSSTD,6.224
.125,RN90,CS,XS,.125RN90CSXS,7.04
.125,RN90,CS,XXS,.125RN90CSXXS,9.488
.125,RN90,DUPLEX,10S,.125RN90DUPLEX10S,15.56
.125,RN90,DUPLEX,160,.125RN90DUPLEX160,23.72
.125,RN90,DUPLEX,40S,.125RN90DUPLEX40S,15.56
.125,RN90,DUPLEX,80S,.125RN90DUPLEX80S,17.6
.125,RN90,DUPLEX,XXS,.125RN90DUPLEXXXS,23.72
.125,RN90,HAST,10S,.125RN90HAST10S,18.672
.125,RN90,HAST,160,.125RN90HAST160,28.464
.125,RN90,HAST,40S,.125RN90HAST40S,18.672
.125,RN90,HAST,80S,.125RN90HAST80S,21.12
.125,RN90,HAST,XXS,.125RN90HASTXXS,28.464
.125,RN90,INCONEL,10S,.125RN90INCONEL10S,15.56
.125,RN90,INCONEL,160,.125RN90INCONEL160,23.72
.125,RN90,INCONEL,40S,.125RN90INCONEL40S,15.56
.125,RN90,INCONEL,80S,.125RN90INCONEL80S,17.6
.125,RN90,INCONEL,XXS,.125RN90INCONELXXS,23.72
.125,RN90,MONEL,10S,.125RN90MONEL10S,15.56
.125,RN90,MONEL,160,.125RN90MONEL160,23.72
.125,RN90,MONEL,40S,.125RN90MONEL40S,15.56
.125,RN90,MONEL,80S,.125RN90MONEL80S,17.6
.125,RN90,MONEL,XXS,.125RN90MONELXXS,23.72
.125,RN90,NICKEL,10S,.125RN90NICKEL10S,18.672
.125,RN90,NICKEL,160,.125RN90NICKEL160,28.464
.125,RN90,NICKEL,40S,.125RN90NICKEL40S,18.672
.125,RN90,NICKEL,80S,.125RN90NICKEL80S,21.12
.125,RN90,NICKEL,XXS,.125RN90NICKELXXS,28.464
.125,RN90,P11,160,.125RN90P11160,18.976
.125,RN90,P11,STD,.125RN90P11STD,12.448
.125,RN90,P11,XS,.125RN90P11XS,14.08
.125,RN90,P11,XXS,.125RN90P11XXS,18.976
.125,RN90,P22,160,.125RN90P22160,23.72
.125,RN90,P22,STD,.125RN90P22STD,15.56
.125,RN90,P22,XS,.125RN90P22XS,17.6
.125,RN90,P22,XXS,.125RN90P22XXS,23.72
.125,RN90,P5,160,.125RN90P5160,18.976
.125,RN90,P5,STD,.125RN90P5STD,12.448
.125,RN90,P5,XS,.125RN90P5XS,14.08
.125,RN90,P5,XXS,.125RN90P5XXS,18.976
.125,RN90,P9,160,.125RN90P9160,23.72
.125,RN90,P9,STD,.125RN90P9STD,15.56
.125,RN90,P9,XS,.125RN90P9XS,17.6
.125,RN90,P9,XXS,.125RN90P9XXS,23.72
.125,RN90,SS,10S,.125RN90SS10S,10.892
.125,RN90,SS,20S,.125RN90SS20S,10.892
.125,RN90,SS,40S,.125RN90SS40S,10.892
.125,RN90,SS,5S,.125RN90SS5S,10.892
.125,RN90,SS,80S,.125RN90SS80S,12.32
.125,RN90,TI,10S,.125RN90TI10S,18.672
.125,RN90,TI,160,.125RN90TI160,28.464
.125,RN90,TI,STD,.125RN90TISTD,18.672
.125,RN90,TI,XS,.125RN90TIXS,21.12
.125,RN90,TI,XXS,.125RN90TIXXS,28.464
.25,BW,321,160,.25BW321160,3.8
.25,BW,321,40S,.25BW32140S,2.8
.25,BW,321,80S,.25BW32180S,3
.25,BW,321,XXS,.25BW321XXS,3.8
.25,BW,347,160,.25BW347160,3.8
.25,BW,347,40S,.25BW34740S,2.8
.25,BW,347,80S,.25BW34780S,3
.25,BW,347,XXS,.25BW347XXS,3.8
.25,BW,904L,160,.25BW904L160,3.8
.25,BW,904L,40S,.25BW904L40S,2.8
.25,BW,904L,80S,.25BW904L80S,3
.25,BW,904L,XXS,.25BW904LXXS,3.8
.25,BW,A20,10S,.25BWA2010S,2.8
.25,BW,A20,160,.25BWA20160,3.8
.25,BW,A20,40S,.25BWA2040S,2.8
.25,BW,A20,80S,.25BWA2080S,3
.25,BW,A20,XXS,.25BWA20XXS,3.8
.25,BW,A333,160,.25BWA333160,1.52
.25,BW,A333,STD,.25BWA333STD,1.12
.25,BW,A333,XS,.25BWA333XS,1.2
.25,BW,A333,XXS,.25BWA333XXS,1.52
.25,BW,AL,160,.25BWAL160,4.56
.25,BW,AL,STD,.25BWALSTD,3.36
.25,BW,AL,XS,.25BWALXS,3.6
.25,BW,AL,XXS,.25BWALXXS,4.56
.25,BW,CS,160,.25BWCS160,1.52
.25,BW,CS,STD,.25BWCSSTD,1.12
.25,BW,CS,XS,.25BWCSXS,1.2
.25,BW,CS,XXS,.25BWCSXXS,1.52
.25,BW,DUPLEX,10S,.25BWDUPLEX10S,2.8
.25,BW,DUPLEX,160,.25BWDUPLEX160,3.8
.25,BW,DUPLEX,40S,.25BWDUPLEX40S,2.8
.25,BW,DUPLEX,80S,.25BWDUPLEX80S,3
.25,BW,DUPLEX,XXS,.25BWDUPLEXXXS,3.8
.25,BW,HAST,10S,.25BWHAST10S,3.36
.25,BW,HAST,160,.25BWHAST160,4.56
.25,BW,HAST,40S,.25BWHAST40S,3.36
.25,BW,HAST,80S,.25BWHAST80S,3.6
.25,BW,HAST,XXS,.25BWHASTXXS,4.56
.25,BW,INCONEL,10S,.25BWINCONEL10S,2.8
.25,BW,INCONEL,160,.25BWINCONEL160,3.8
.25,BW,INCONEL,40S,.25BWINCONEL40S,2.8
.25,BW,INCONEL,80S,.25BWINCONEL80S,3
.25,BW,INCONEL,XXS,.25BWINCONELXXS,3.8
.25,BW,MONEL,10S,.25BWMONEL10S,2.8
.25,BW,MONEL,160,.25BWMONEL160,3.8
.25,BW,MONEL,40S,.25BWMONEL40S,2.8
.25,BW,MONEL,80S,.25BWMONEL80S,3
.25,BW,MONEL,XXS,.25BWMONELXXS,3.8
.25,BW,NICKEL,10S,.25BWNICKEL10S,3.36
.25,BW,NICKEL,160,.25BWNICKEL160,4.56
.25,BW,NICKEL,40S,.25BWNICKEL40S,3.36
.25,BW,NICKEL,80S,.25BWNICKEL80S,3.6
.25,BW,NICKEL,XXS,.25BWNICKELXXS,4.56
.25,BW,P11,160,.25BWP11160,3.04
.25,BW,P11,STD,.25BWP11STD,2.24
.25,BW,P11,XS,.25BWP11XS,2.4
.25,BW,P11,XXS,.25BWP11XXS,3.04
.25,BW,P22,160,.25BWP22160,3.8
.25,BW,P22,STD,.25BWP22STD,2.8
.25,BW,P22,XS,.25BWP22XS,3
.25,BW,P22,XXS,.25BWP22XXS,3.8
.25,BW,P5,160,.25BWP5160,3.04
.25,BW,P5,STD,.25BWP5STD,2.24
.25,BW,P5,XS,.25BWP5XS,2.4
.25,BW,P5,XXS,.25BWP5XXS,3.04
.25,BW,P9,160,.25BWP9160,3.8
.25,BW,P9,STD,.25BWP9STD,2.8
.25,BW,P9,XS,.25BWP9XS,3
.25,BW,P9,XXS,.25BWP9XXS,3.8
.25,BW,SS,10S,.25BWSS10S,1.96
.25,BW,SS,160S,.25BWSS160S,2.66
.25,BW,SS,20S,.25BWSS20S,1.96
.25,BW,SS,40S,.25BWSS40S,1.96
.25,BW,SS,5S,.25BWSS5S,1.96
.25,BW,SS,80S,.25BWSS80S,2.1
.25,BW,TI,10S,.25BWTI10S,3.36
.25,BW,TI,160,.25BWTI160,4.56
.25,BW,TI,STD,.25BWTISTD,3.36
.25,BW,TI,XS,.25BWTIXS,3.6
.25,BW,TI,XXS,.25BWTIXXS,4.56
.25,CW,321,2000,.25CW3212000,3.2
.25,CW,321,3000,.25CW3213000,3.2
.25,CW,321,6000,.25CW3216000,3.84
.25,CW,347,2000,.25CW3472000,3.2
.25,CW,347,3000,.25CW3473000,3.2
.25,CW,347,6000,.25CW3476000,3.84
.25,CW,904L,2000,.25CW904L2000,3.2
.25,CW,904L,3000,.25CW904L3000,3.2
.25,CW,904L,6000,.25CW904L6000,3.84
.25,CW,A20,2000,.25CWA202000,3.2
.25,CW,A20,3000,.25CWA203000,3.2
.25,CW,A20,6000,.25CWA206000,3.84
.25,CW,A333,2000,.25CWA3332000,1.28
.25,CW,A333,3000,.25CWA3333000,1.28
.25,CW,A333,6000,.25CWA3336000,1.536
.25,CW,AL,2000,.25CWAL2000,3.84
.25,CW,AL,3000,.25CWAL3000,3.84
.25,CW,AL,6000,.25CWAL6000,4.608
.25,CW,CS,2000,.25CWCS2000,1.28
.25,CW,CS,3000,.25CWCS3000,1.28
.25,CW,CS,6000,.25CWCS6000,1.536
.25,CW,DUPLEX,2000,.25CWDUPLEX2000,3.2
.25,CW,DUPLEX,3000,.25CWDUPLEX3000,3.2
.25,CW,DUPLEX,6000,.25CWDUPLEX6000,3.84
.25,CW,HAST,2000,.25CWHAST2000,3.84
.25,CW,HAST,3000,.25CWHAST3000,3.84
.25,CW,HAST,6000,.25CWHAST6000,4.608
.25,CW,INCONEL,2000,.25CWINCONEL2000,3.2
.25,CW,INCONEL,3000,.25CWINCONEL3000,3.2
.25,CW,INCONEL,6000,.25CWINCONEL6000,3.84
.25,CW,MONEL,2000,.25CWMONEL2000,3.2
.25,CW,MONEL,3000,.25CWMONEL3000,3.2
.25,CW,MONEL,6000,.25CWMONEL6000,3.84
.25,CW,NICKEL,2000,.25CWNICKEL2000,3.84
.25,CW,NICKEL,3000,.25CWNICKEL3000,3.84
.25,CW,NICKEL,6000,.25CWNICKEL6000,4.608
.25,CW,P11,2000,.25CWP112000,2.56
.25,CW,P11,3000,.25CWP113000,2.56
.25,CW,P11,6000,.25CWP116000,3.072
.25,CW,P22,2000,.25CWP222000,3.2
.25,CW,P22,3000,.25CWP223000,3.2
.25,CW,P22,6000,.25CWP226000,3.84
.25,CW,P5,2000,.25CWP52000,2.56
.25,CW,P5,3000,.25CWP53000,2.56
.25,CW,P5,6000,.25CWP56000,3.072
.25,CW,P9,2000,.25CWP92000,3.2
.25,CW,P9,3000,.25CWP93000,3.2
.25,CW,P9,6000,.25CWP96000,3.84
.25,CW,SS,2000,.25CWSS2000,2.24
.25,CW,SS,3000,.25CWSS3000,2.24
.25,CW,SS,6000,.25CWSS6000,2.688
.25,CW,TI,2000,.25CWTI2000,3.84
.25,CW,TI,3000,.25CWTI3000,3.84
.25,CW,TI,6000,.25CWTI6000,4.608
.25,DN45,A333,160,.25DN45A333160,3.184
.25,DN45,A333,STD,.25DN45A333STD,1.776
.25,DN45,A333,XS,.25DN45A333XS,2.152
.25,DN45,A333,XXS,.25DN45A333XXS,3.184
.25,DN45,CS,160,.25DN45CS160,3.184
.25,DN45,CS,STD,.25DN45CSSTD,1.776
.25,DN45,CS,XS,.25DN45CSXS,2.152
.25,DN45,CS,XXS,.25DN45CSXXS,3.184
.25,DN45,HAST,40S,.25DN45HAST40S,5.328
.25,DN45,INCONEL,10S,.25DN45INCONEL10S,4.44
.25,DN45,INCONEL,160,.25DN45INCONEL160,7.96
.25,DN45,INCONEL,40S,.25DN45INCONEL40S,4.44
.25,DN45,INCONEL,80S,.25DN45INCONEL80S,5.38
.25,DN45,INCONEL,XXS,.25DN45INCONELXXS,7.96
.25,DN45,NICKEL,10S,.25DN45NICKEL10S,5.328
.25,DN45,NICKEL,160,.25DN45NICKEL160,9.552
.25,DN45,NICKEL,40S,.25DN45NICKEL40S,5.328
.25,DN45,NICKEL,80S,.25DN45NICKEL80S,6.456
.25,DN45,NICKEL,XXS,.25DN45NICKELXXS,9.552
.25,DN45,P11,160,.25DN45P11160,12.816
.25,DN45,P11,STD,.25DN45P11STD,8.304
.25,DN45,P11,XS,.25DN45P11XS,9.408
.25,DN45,P11,XXS,.25DN45P11XXS,12.816
.25,DN45,P5,160,.25DN45P5160,12.816
.25,DN45,P9,160,.25DN45P9160,7.96
.25,DN45,P9,STD,.25DN45P9STD,4.44
.25,DN45,P9,XS,.25DN45P9XS,5.38
.25,DN45,P9,XXS,.25DN45P9XXS,7.96
.25,DN45,SS,10S,.25DN45SS10S,3.108
.25,DN45,SS,160S,.25DN45SS160S,5.572
.25,DN45,SS,40S,.25DN45SS40S,3.108
.25,DN45,SS,5S,.25DN45SS5S,3.108
.25,DN45,SS,80S,.25DN45SS80S,3.766
.25,DN45,TI,10S,.25DN45TI10S,5.328
.25,DN90,321,160,.25DN90321160,4.28
.25,DN90,321,40S,.25DN9032140S,3.16
.25,DN90,321,80S,.25DN9032180S,3.38
.25,DN90,321,XXS,.25DN90321XXS,4.28
.25,DN90,347,160,.25DN90347160,4.28
.25,DN90,347,40S,.25DN9034740S,3.16
.25,DN90,347,80S,.25DN9034780S,3.38
.25,DN90,347,XXS,.25DN90347XXS,4.28
.25,DN90,904L,160,.25DN90904L160,4.28
.25,DN90,904L,40S,.25DN90904L40S,3.16
.25,DN90,904L,80S,.25DN90904L80S,3.38
.25,DN90,904L,XXS,.25DN90904LXXS,4.28
.25,DN90,A20,10S,.25DN90A2010S,3.16
.25,DN90,A20,160,.25DN90A20160,4.28
.25,DN90,A20,40S,.25DN90A2040S,3.16
.25,DN90,A20,80S,.25DN90A2080S,3.38
.25,DN90,A20,XXS,.25DN90A20XXS,4.28
.25,DN90,A333,160,.25DN90A333160,1.712
.25,DN90,A333,STD,.25DN90A333STD,1.264
.25,DN90,A333,XS,.25DN90A333XS,1.352
.25,DN90,A333,XXS,.25DN90A333XXS,1.712
.25,DN90,AL,160,.25DN90AL160,5.136
.25,DN90,AL,STD,.25DN90ALSTD,3.792
.25,DN90,AL,XS,.25DN90ALXS,4.056
.25,DN90,AL,XXS,.25DN90ALXXS,5.136
.25,DN90,CS,160,.25DN90CS160,1.712
.25,DN90,CS,STD,.25DN90CSSTD,1.264
.25,DN90,CS,XS,.25DN90CSXS,1.352
.25,DN90,CS,XXS,.25DN90CSXXS,1.712
.25,DN90,DUPLEX,10S,.25DN90DUPLEX10S,3.16
.25,DN90,DUPLEX,160,.25DN90DUPLEX160,4.28
.25,DN90,DUPLEX,40S,.25DN90DUPLEX40S,3.16
.25,DN90,DUPLEX,80S,.25DN90DUPLEX80S,3.38
.25,DN90,DUPLEX,XXS,.25DN90DUPLEXXXS,4.28
.25,DN90,HAST,10S,.25DN90HAST10S,3.792
.25,DN90,HAST,160,.25DN90HAST160,5.136
.25,DN90,HAST,40S,.25DN90HAST40S,3.792
.25,DN90,HAST,80S,.25DN90HAST80S,4.056
.25,DN90,HAST,XXS,.25DN90HASTXXS,5.136
.25,DN90,INCONEL,10S,.25DN90INCONEL10S,3.16
.25,DN90,INCONEL,160,.25DN90INCONEL160,4.28
.25,DN90,INCONEL,40S,.25DN90INCONEL40S,3.16
.25,DN90,INCONEL,80S,.25DN90INCONEL80S,3.38
.25,DN90,INCONEL,XXS,.25DN90INCONELXXS,4.28
.25,DN90,MONEL,10S,.25DN90MONEL10S,3.16
.25,DN90,MONEL,160,.25DN90MONEL160,4.28
.25,DN90,MONEL,40S,.25DN90MONEL40S,3.16
.25,DN90,MONEL,80S,.25DN90MONEL80S,3.38
.25,DN90,MONEL,XXS,.25DN90MONELXXS,4.28
.25,DN90,NICKEL,10S,.25DN90NICKEL10S,3.792
.25,DN90,NICKEL,160,.25DN90NICKEL160,5.136
.25,DN90,NICKEL,40S,.25DN90NICKEL40S,3.792
.25,DN90,NICKEL,80S,.25DN90NICKEL80S,4.056
.25,DN90,NICKEL,XXS,.25DN90NICKELXXS,5.136
.25,DN90,P11,160,.25DN90P11160,3.424
.25,DN90,P11,STD,.25DN90P11STD,2.528
.25,DN90,P11,XS,.25DN90P11XS,2.704
.25,DN90,P11,XXS,.25DN90P11XXS,3.424
.25,DN90,P22,160,.25DN90P22160,4.28
.25,DN90,P22,STD,.25DN90P22STD,3.16
.25,DN90,P22,XS,.25DN90P22XS,3.38
.25,DN90,P22,XXS,.25DN90P22XXS,4.28
.25,DN90,P5,160,.25DN90P5160,3.424
.25,DN90,P5,STD,.25DN90P5STD,2.528
.25,DN90,P5,XS,.25DN90P5XS,2.704
.25,DN90,P5,XXS,.25DN90P5XXS,3.424
.25,DN90,P9,160,.25DN90P9160,4.28
.25,DN90,P9,STD,.25DN90P9STD,3.16
.25,DN90,P9,XS,.25DN90P9XS,3.38
.25,DN90,P9,XXS,.25DN90P9XXS,4.28
.25,DN90,SS,10S,.25DN90SS10S,2.212
.25,DN90,SS,20S,.25DN90SS20S,2.212
.25,DN90,SS,40S,.25DN90SS40S,2.212
.25,DN90,SS,5S,.25DN90SS5S,2.212
.25,DN90,SS,80S,.25DN90SS80S,2.366
.25,DN90,TI,10S,.25DN90TI10S,3.792
.25,DN90,TI,160,.25DN90TI160,5.136
.25,DN90,TI,STD,.25DN90TISTD,3.792
.25,DN90,TI,XS,.25DN90TIXS,4.056
.25,DN90,TI,XXS,.25DN90TIXXS,5.136
.25,DRN45,CS,160,.25DRN45CS160,6.408
.25,DRN45,CS,STD,.25DRN45CSSTD,4.152
.25,DRN45,CS,XS,.25DRN45CSXS,4.704
.25,DRN45,CS,XXS,.25DRN45CSXXS,6.408
.25,DRN45,P9,160,.25DRN45P9160,16.02
.25,DRN45,P9,STD,.25DRN45P9STD,10.38
.25,DRN45,P9,XS,.25DRN45P9XS,11.76
.25,DRN45,P9,XXS,.25DRN45P9XXS,16.02
.25,DRN45,SS,10S,.25DRN45SS10S,7.266
.25,DRN45,SS,20S,.25DRN45SS20S,7.266
.25,DRN45,SS,40S,.25DRN45SS40S,7.266
.25,DRN45,SS,5S,.25DRN45SS5S,7.266
.25,DRN45,SS,80S,.25DRN45SS80S,8.232
.25,DRN90,CS,160,.25DRN90CS160,4.744
.25,DRN90,CS,STD,.25DRN90CSSTD,3.112
.25,DRN90,CS,XS,.25DRN90CSXS,3.52
.25,DRN90,CS,XXS,.25DRN90CSXXS,4.744
.25,DRN90,SS,20S,.25DRN90SS20S,5.446
.25,DRN90,SS,40S,.25DRN90SS40S,5.446
.25,DRN90,SS,5S,.25DRN90SS5S,5.446
.25,MW,321,160,.25MW321160,5.72
.25,MW,321,10S,.25MW32110S,4.2
.25,MW,321,40S,.25MW32140S,4.2
.25,MW,321,80S,.25MW32180S,4.52
.25,MW,321,XXS,.25MW321XXS,5.72
.25,MW,347,160,.25MW347160,5.72
.25,MW,347,40S,.25MW34740S,4.2
.25,MW,347,80S,.25MW34780S,4.52
.25,MW,347,XXS,.25MW347XXS,5.72
.25,MW,904L,160,.25MW904L160,5.72
.25,MW,904L,40S,.25MW904L40S,4.2
.25,MW,904L,80S,.25MW904L80S,4.52
.25,MW,904L,XXS,.25MW904LXXS,5.72
.25,MW,A20,10S,.25MWA2010S,4.2
.25,MW,A20,160,.25MWA20160,5.72
.25,MW,A20,40S,.25MWA2040S,4.2
.25,MW,A20,80S,.25MWA2080S,4.52
.25,MW,A20,XXS,.25MWA20XXS,5.72
.25,MW,A333,160,.25MWA333160,2.288
.25,MW,A333,STD,.25MWA333STD,1.68
.25,MW,A333,XS,.25MWA333XS,1.808
.25,MW,A333,XXS,.25MWA333XXS,2.288
.25,MW,AL,160,.25MWAL160,6.864
.25,MW,AL,STD,.25MWALSTD,5.04
.25,MW,AL,XS,.25MWALXS,5.424
.25,MW,AL,XXS,.25MWALXXS,6.864
.25,MW,CS,160,.25MWCS160,2.288
.25,MW,CS,STD,.25MWCSSTD,1.68
.25,MW,CS,XS,.25MWCSXS,1.808
.25,MW,CS,XXS,.25MWCSXXS,2.288
.25,MW,DUPLEX,10S,.25MWDUPLEX10S,4.2
.25,MW,DUPLEX,160,.25MWDUPLEX160,5.72
.25,MW,DUPLEX,40S,.25MWDUPLEX40S,4.2
.25,MW,DUPLEX,80S,.25MWDUPLEX80S,4.52
.25,MW,DUPLEX,XXS,.25MWDUPLEXXXS,5.72
.25,MW,HAST,10S,.25MWHAST10S,5.04
.25,MW,HAST,160,.25MWHAST160,6.864
.25,MW,HAST,40S,.25MWHAST40S,5.04
.25,MW,HAST,80S,.25MWHAST80S,5.424
.25,MW,HAST,XXS,.25MWHASTXXS,6.864
.25,MW,INCONEL,10S,.25MWINCONEL10S,4.2
.25,MW,INCONEL,160,.25MWINCONEL160,5.72
.25,MW,INCONEL,40S,.25MWINCONEL40S,4.2
.25,MW,INCONEL,80S,.25MWINCONEL80S,4.52
.25,MW,INCONEL,XXS,.25MWINCONELXXS,5.72
.25,MW,MONEL,10S,.25MWMONEL10S,4.2
.25,MW,MONEL,160,.25MWMONEL160,5.72
.25,MW,MONEL,40S,.25MWMONEL40S,4.2
.25,MW,MONEL,80S,.25MWMONEL80S,4.52
.25,MW,MONEL,XXS,.25MWMONELXXS,5.72
.25,MW,NICKEL,10S,.25MWNICKEL10S,5.04
.25,MW,NICKEL,160,.25MWNICKEL160,6.864
.25,MW,NICKEL,40S,.25MWNICKEL40S,5.04
.25,MW,NICKEL,80S,.25MWNICKEL80S,5.424
.25,MW,NICKEL,XXS,.25MWNICKELXXS,6.864
.25,MW,P11,160,.25MWP11160,4.576
.25,MW,P11,STD,.25MWP11STD,3.36
.25,MW,P11,XS,.25MWP11XS,3.616
.25,MW,P11,XXS,.25MWP11XXS,4.576
.25,MW,P22,160,.25MWP22160,5.72
.25,MW,P22,STD,.25MWP22STD,4.2
.25,MW,P22,XS,.25MWP22XS,4.52
.25,MW,P22,XXS,.25MWP22XXS,5.72
.25,MW,P5,160,.25MWP5160,4.576
.25,MW,P5,STD,.25MWP5STD,3.36
.25,MW,P5,XS,.25MWP5XS,3.616
.25,MW,P5,XXS,.25MWP5XXS,4.576
.25,MW,P9,160,.25MWP9160,5.72
.25,MW,P9,STD,.25MWP9STD,4.2
.25,MW,P9,XS,.25MWP9XS,4.52
.25,MW,P9,XXS,.25MWP9XXS,5.72
.25,MW,SS,10S,.25MWSS10S,2.94
.25,MW,SS,20S,.25MWSS20S,2.94
.25,MW,SS,40S,.25MWSS40S,2.94
.25,MW,SS,5S,.25MWSS5S,2.94
.25,MW,SS,80S,.25MWSS80S,3.164
.25,MW,TI,10S,.25MWTI10S,5.04
.25,MW,TI,160,.25MWTI160,6.864
.25,MW,TI,STD,.25MWTISTD,5.04
.25,MW,TI,XS,.25MWTIXS,5.424
.25,MW,TI,XXS,.25MWTIXXS,6.864
.25,N45,321,160,.25N45321160,15.92
.25,N45,321,10S,.25N4532110S,8.88
.25,N45,321,40S,.25N4532140S,8.88
.25,N45,321,80S,.25N4532180S,10.76
.25,N45,321,XXS,.25N45321XXS,15.92
.25,N45,347,160,.25N45347160,15.92
.25,N45,347,40S,.25N4534740S,8.88
.25,N45,347,80S,.25N4534780S,10.76
.25,N45,347,XXS,.25N45347XXS,15.92
.25,N45,904L,160,.25N45904L160,15.92
.25,N45,904L,40S,.25N45904L40S,8.88
.25,N45,904L,80S,.25N45904L80S,10.76
.25,N45,904L,XXS,.25N45904LXXS,15.92
.25,N45,A20,10S,.25N45A2010S,8.88
.25,N45,A20,160,.25N45A20160,15.92
.25,N45,A20,40S,.25N45A2040S,8.88
.25,N45,A20,80S,.25N45A2080S,10.76
.25,N45,A20,XXS,.25N45A20XXS,15.92
.25,N45,A333,160,.25N45A333160,6.368
.25,N45,A333,STD,.25N45A333STD,3.552
.25,N45,A333,XS,.25N45A333XS,4.304
.25,N45,A333,XXS,.25N45A333XXS,6.368
.25,N45,AL,160,.25N45AL160,19.104
.25,N45,AL,STD,.25N45ALSTD,10.656
.25,N45,AL,XS,.25N45ALXS,12.912
.25,N45,AL,XXS,.25N45ALXXS,19.104
.25,N45,CS,160,.25N45CS160,6.368
.25,N45,CS,STD,.25N45CSSTD,3.552
.25,N45,CS,XS,.25N45CSXS,4.304
.25,N45,CS,XXS,.25N45CSXXS,6.368
.25,N45,DUPLEX,10S,.25N45DUPLEX10S,8.88
.25,N45,DUPLEX,160,.25N45DUPLEX160,15.92
.25,N45,DUPLEX,40S,.25N45DUPLEX40S,8.88
.25,N45,DUPLEX,80S,.25N45DUPLEX80S,10.76
.25,N45,DUPLEX,XXS,.25N45DUPLEXXXS,15.92
.25,N45,HAST,10S,.25N45HAST10S,10.656
.25,N45,HAST,160,.25N45HAST160,19.104
.25,N45,HAST,40S,.25N45HAST40S,10.656
.25,N45,HAST,80S,.25N45HAST80S,12.912
.25,N45,HAST,XXS,.25N45HASTXXS,19.104
.25,N45,INCONEL,10S,.25N45INCONEL10S,8.88
.25,N45,INCONEL,160,.25N45INCONEL160,15.92
.25,N45,INCONEL,40S,.25N45INCONEL40S,8.88
.25,N45,INCONEL,80S,.25N45INCONEL80S,10.76
.25,N45,INCONEL,XXS,.25N45INCONELXXS,15.92
.25,N45,MONEL,10S,.25N45MONEL10S,8.88
.25,N45,MONEL,160,.25N45MONEL160,15.92
.25,N45,MONEL,40S,.25N45MONEL40S,8.88
.25,N45,MONEL,80S,.25N45MONEL80S,10.76
.25,N45,MONEL,XXS,.25N45MONELXXS,15.92
.25,N45,NICKEL,10S,.25N45NICKEL10S,10.656
.25,N45,NICKEL,160,.25N45NICKEL160,19.104
.25,N45,NICKEL,40S,.25N45NICKEL40S,10.656
.25,N45,NICKEL,80S,.25N45NICKEL80S,12.912
