,1462,,,,,,1419,1326,1316,1310,24,0,1182,0,485,992,134,244,280,,,,
SHOP,ISO NO.,PIECE MARK,PA,REF. DWG.,PAINT SYS.,TOP COAT,DATE PULL,FIRST FIT,FINAL FIT,WELD OUT,DATE TO STRESS,BACK AT SHOP,SHOP QC,CLIENT QC,READY TO SHIP COATING,SHIP TO COATING,APPROVAL TO SHIP,READY TO SHIP,TO SITE,LOAD NO.,SPEC.,FAB CODE,PHASE
TEXAS     ,764-A,6951-764-A,#N/A,14B-IA-6124405-01,1                        ,BEIGE 88023         ,04/09/2020,04/14/2020,04/14/2020,04/14/2020,,,04/16/2020,,,05/12/2020,,,,T2004     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,771-B,6951-771-B,#N/A,14B-P-6120006-05,4                        ,BEIGE 88023         ,04/09/2020,04/14/2020,04/15/2020,04/15/2020,,,04/16/2020,,,05/12/2020,,,,T2004     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,822-D,6951-822-D,#N/A,14B-LS-6122014-04,6A                       ,ALUMINUM            ,04/09/2020,04/14/2020,04/15/2020,04/15/2020,,,04/16/2020,,,05/12/2020,,,,T2004     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,638,6951-638-C,#N/A,14B-IA-6192006-01,1                        ,BEIGE 88023         ,03/28/2020,03/29/2020,03/29/2020,03/29/2020,,,05/28/2020,,,06/02/2020,,,,T2006     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,638,6951-638-D,#N/A,14B-IA-6192006-01,1                        ,BEIGE 88023         ,03/28/2020,03/29/2020,03/29/2020,03/29/2020,,,05/28/2020,,,06/02/2020,,,,T2006     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,638,6951-638-E,#N/A,14B-IA-6192006-01,1                        ,BEIGE 88023         ,03/28/2020,03/29/2020,03/29/2020,03/30/2020,,,05/28/2020,,,06/02/2020,,,,T2006     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,679-B,6951-679-B,#N/A,14B-ATM-6120406-01,4                        ,ALUMINUM            ,03/28/2020,03/31/2020,04/01/2020,04/02/2020,,,05/28/2020,,,06/02/2020,,,,T2006     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,778-B,6951-778-B,#N/A,14B-V-6124504-01,1                        ,BEIGE 88023         ,04/15/2020,04/16/2020,04/20/2020,04/20/2020,,,05/28/2020,,,06/02/2020,,,,T2006     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,603-B,6951-603-B,#N/A,14B-P-6120009-06,6                        ,BEIGE 88023         ,04/15/2020,04/16/2020,04/20/2020,04/20/2020,,,06/02/2020,,,06/03/2020,,,,T2008     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,698-A,6951-698-A,#N/A,14B-P-6119934-04,6                        ,BEIGE 88023         ,03/12/2020,03/16/2020,03/21/2020,03/22/2020,,,06/02/2020,,,06/03/2020,,,,T2008     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,586-C,6951-586-C,#N/A,14B-FL-6122102-01,4A                       ,ALUMINUM            ,04/09/2020,04/14/2020,04/15/2020,04/15/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G1A-5     ,B31.3          ,14B       
TEXAS     ,639-B,6951-639-B,#N/A,14B-IA-6192050-01,1                        ,BEIGE 88023         ,04/09/2020,04/14/2020,04/15/2020,04/15/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,643-A,6951-643-A,#N/A,14B-N-6120002-01,1                        ,BLUE 98702          ,04/09/2020,04/14/2020,05/13/2020,05/14/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,643-C,6951-643-C,#N/A,14B-N-6120002-01,1                        ,BLUE 98702          ,04/09/2020,04/14/2020,04/15/2020,04/15/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,644-C,6951-644-C,#N/A,14B-N-6120211-01,1                        ,BLUE 98702          ,04/09/2020,04/14/2020,04/15/2020,04/15/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,646-B,6951-646-B,#N/A,14B-N-6120306-01,1                        ,BLUE 98702          ,04/09/2020,04/14/2020,04/15/2020,04/15/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,648-A,6951-648-A,#N/A,14B-N-6120403-02,1                        ,BLUE 98702          ,04/09/2020,04/14/2020,04/15/2020,04/16/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,665-A,6951-665-A,#N/A,14B-P-6120206-04,4                        ,ALUMINUM            ,04/09/2020,04/14/2020,04/15/2020,04/15/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,702-A,6951-702-A,#N/A,14B-P-6120114-02,4                        ,BEIGE 88023         ,04/09/2020,04/14/2020,04/15/2020,04/27/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,702-B,6951-702-B,#N/A,14B-P-6120114-02,4                        ,BEIGE 88023         ,04/09/2020,04/14/2020,04/15/2020,04/15/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,717-D,6951-717-D,#N/A,14B-V-6120904-01,1                        ,BEIGE 88023         ,04/09/2020,04/14/2020,04/15/2020,04/15/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,775-B,6951-775-B,#N/A,14B-P-6120309-05,4                        ,BEIGE 88023         ,04/09/2020,04/14/2020,04/15/2020,04/15/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,777-C,6951-777-C,#N/A,14B-V-6120905-01,1                        ,BEIGE 88023         ,04/09/2020,04/14/2020,04/15/2020,04/15/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,780-B,6951-780-B,#N/A,14B-V-6124505-01,1                        ,BEIGE 88023         ,04/09/2020,04/14/2020,04/15/2020,04/16/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,820-B,6951-820-B,#N/A,14B-LS-6122014-02,6A                       ,ALUMINUM            ,04/15/2020,04/16/2020,04/20/2020,04/20/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,821-B,6951-821-B,#N/A,14B-LS-6122014-03,6A                       ,ALUMINUM            ,04/09/2020,04/14/2020,04/15/2020,04/15/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,822-B,6951-822-B,#N/A,14B-LS-6122014-04,6A                       ,ALUMINUM            ,04/15/2020,04/16/2020,04/16/2020,04/20/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,827-A,6951-827-A,#N/A,14B-NG-6122401-03,4                        ,BEIGE 88023         ,04/15/2020,04/16/2020,04/16/2020,04/16/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G3A-3     ,B31.3          ,14B       
TEXAS     ,827-C,6951-827-C,#N/A,14B-NG-6122401-03,4                        ,BEIGE 88023         ,04/09/2020,04/13/2020,04/15/2020,04/15/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G3A-3     ,B31.3          ,14B       
TEXAS     ,612-B,6951-612-B,#N/A,14B-P-6121902-01,4                        ,BEIGE 88023         ,06/16/2020,06/17/2020,06/18/2020,06/18/2020,,,06/25/2020,,,06/30/2020,,,,T2012     ,G1A-5     ,B31.3          ,14B       
TEXAS     ,701-A,6951-701-A,#N/A,14B-P-6120114-01,4                        ,BEIGE 88023         ,06/16/2020,06/17/2020,06/18/2020,06/18/2020,,,06/25/2020,,,06/30/2020,,,,T2012     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,593-B,6951-593-B,#N/A,14B-LS-6196078-02,6A                       ,ALUMINUM            ,04/09/2020,04/14/2020,07/08/2020,07/08/2020,,,,,,,,,,T2014     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,646-D,6951-646-D,#N/A,14B-N-6120306-01,1                        ,BLUE 98702          ,04/09/2020,04/14/2020,07/08/2020,07/08/2020,,,,,,,,,,T2014     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,647-A,6951-647-A,#N/A,14B-N-6120403-01,1                        ,BLUE 98702          ,04/09/2020,04/14/2020,07/08/2020,07/08/2020,,,,,,,,,,T2014     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,584-A,6951-584-A,#N/A,14B-CD-6191002-02,4                        ,BEIGE 88023         ,03/12/2020,03/13/2020,03/13/2020,03/14/2020,,,03/19/2020,,,03/23/2020,07/02/2020,,,T4001     ,G3A-3     ,B31.3          ,14B       
TEXAS     ,595-B,6951-595-B,#N/A,14B-P-6119901-04,6                        ,BEIGE 88023         ,03/12/2020,03/13/2020,03/13/2020,03/15/2020,,,03/19/2020,,,03/23/2020,07/02/2020,,,T4001     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,599-B,6951-599-B,#N/A,14B-P-6120009-01,6                        ,BEIGE 88023         ,03/12/2020,03/15/2020,03/15/2020,03/15/2020,,,03/19/2020,,,03/23/2020,07/02/2020,,,T4001     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,601-B,6951-601-B,#N/A,14B-P-6120009-03,6                        ,BEIGE 88023         ,03/12/2020,03/14/2020,03/15/2020,03/15/2020,,,03/19/2020,,,03/23/2020,07/02/2020,,,T4001     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,603-A,6951-603-A,#N/A,14B-P-6120009-06,6                        ,BEIGE 88023         ,03/12/2020,03/18/2020,03/19/2020,03/19/2020,,,03/19/2020,,,03/23/2020,07/02/2020,,,T4001     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,604-A,6951-604-A,#N/A,14B-P-6120113-04,6                        ,BEIGE 88023         ,03/12/2020,03/14/2020,03/14/2020,03/15/2020,,,03/19/2020,,,03/23/2020,07/02/2020,,,T4001     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,629-B,6951-629-B,#N/A,14B-CWR-6120013-02,1                        ,BEIGE 88023         ,03/12/2020,03/14/2020,03/14/2020,03/15/2020,,,03/19/2020,,,03/23/2020,07/02/2020,,,T4001     ,G1U-4-TP1 ,B31.3          ,14B       
TEXAS     ,633-A,6951-633-A,#N/A,14B-CWS-6120307-01,1                        ,BEIGE 88023         ,03/12/2020,03/14/2020,03/14/2020,03/15/2020,,,03/19/2020,,,03/23/2020,07/02/2020,,,T4001     ,G1U-4-TP1 ,B31.3          ,14B       
TEXAS     ,663-B,6951-663-B,#N/A,14B-P-6120204-01,4                        ,ALUMINUM            ,03/12/2020,03/14/2020,03/14/2020,03/16/2020,,,03/19/2020,,,03/23/2020,07/02/2020,,,T4001     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,706-A,6951-706-A,#N/A,14B-P-6120206-03,4                        ,ALUMINUM            ,03/12/2020,03/14/2020,03/14/2020,03/16/2020,,,03/19/2020,,,03/23/2020,07/02/2020,,,T4001     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,709-A,6951-709-A,#N/A,14B-P-6120404-02,4                        ,ALUMINUM            ,03/12/2020,03/14/2020,03/14/2020,03/15/2020,,,03/19/2020,,,03/23/2020,07/02/2020,,,T4001     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,612-C,6951-612-C,#N/A,14B-P-6121902-01,4                        ,BEIGE 88023         ,03/27/2020,03/28/2020,03/28/2020,03/29/2020,,,05/11/2020,,,05/13/2020,07/09/2020,,,T4005     ,G1A-5     ,B31.3          ,14B       
TEXAS     ,699-A,6951-699-A,#N/A,14B-P-6119934-05,6                        ,BEIGE 88023         ,03/12/2020,03/16/2020,03/16/2020,03/18/2020,,,05/11/2020,,,05/13/2020,07/09/2020,,,T4005     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,588-A,6951-588-A,#N/A,14B-LC-6122015-01,4                        ,ALUMINUM            ,03/27/2020,03/28/2020,03/29/2020,03/29/2020,,,04/16/2020,,,05/11/2020,07/02/2020,,07/02/2020,T4007     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,590-A,6951-590-A,#N/A,14B-LS-6196027-01,6A                       ,ALUMINUM            ,03/27/2020,03/31/2020,04/02/2020,04/02/2020,,,04/16/2020,,,05/11/2020,07/02/2020,,07/02/2020,T4007     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,599-A,6951-599-A,#N/A,14B-P-6120009-01,6                        ,BEIGE 88023         ,03/27/2020,03/29/2020,03/29/2020,03/30/2020,,,04/16/2020,,,05/11/2020,07/02/2020,,07/02/2020,T4007     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,600-A,6951-600-A,#N/A,14B-P-6120009-02,6                        ,BEIGE 88023         ,03/27/2020,03/29/2020,03/29/2020,03/29/2020,,,04/16/2020,,,05/11/2020,07/02/2020,,07/02/2020,T4007     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,611-A,6951-611-A,#N/A,14B-P-6120402-01,4                        ,ALUMINUM            ,03/27/2020,03/29/2020,03/30/2020,03/31/2020,,,04/16/2020,,,05/11/2020,07/02/2020,,07/02/2020,T4007     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,613-A,6951-613-A,#N/A,14B-P-6122011-01,4                        ,ALUMINUM            ,03/27/2020,03/28/2020,03/29/2020,03/29/2020,,,04/16/2020,,,05/11/2020,07/02/2020,,07/02/2020,T4007     ,G3A-5     ,B31.3          ,14B       
TEXAS     ,655-B,6951-655-B,#N/A,14B-P-6120023-01,6                        ,BEIGE 88023         ,04/09/2020,04/14/2020,04/15/2020,04/15/2020,,,04/16/2020,,,05/11/2020,07/02/2020,,07/02/2020,T4007     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,711-A,6951-711-A,#N/A,14B-P-6120404-04,4                        ,ALUMINUM            ,04/09/2020,04/14/2020,04/15/2020,04/15/2020,,,04/16/2020,,,05/11/2020,07/02/2020,,07/02/2020,T4007     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,598-A,6951-598-A,#N/A,14B-P-6120004-02,4                        ,BEIGE 88023         ,04/09/2020,04/14/2020,04/16/2020,04/16/2020,,,05/11/2020,,,05/14/2020,07/09/2020,,,T4009     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,601-A,6951-601-A,#N/A,14B-P-6120009-03,6                        ,BEIGE 88023         ,04/15/2020,04/16/2020,04/21/2020,04/21/2020,,,05/11/2020,,,05/14/2020,07/09/2020,,,T4009     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,602-A,6951-602-A,#N/A,14B-P-6120009-05,6                        ,BEIGE 88023         ,04/15/2020,04/20/2020,04/21/2020,04/21/2020,,,05/11/2020,,,05/14/2020,07/09/2020,,,T4009     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,635-C,6951-635-C,#N/A,14B-FL-6120207-02,4                        ,ALUMINUM            ,04/15/2020,04/16/2020,04/16/2020,04/16/2020,,,05/11/2020,,,05/14/2020,07/09/2020,,,T4009     ,G1A-5     ,B31.3          ,14B       
TEXAS     ,662-A,6951-662-A,#N/A,14B-P-6120134-05,6                        ,BEIGE 88023         ,04/15/2020,04/16/2020,04/16/2020,04/20/2020,,,05/11/2020,,,05/14/2020,07/09/2020,,,T4009     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,662-B,6951-662-B,#N/A,14B-P-6120134-05,6                        ,BEIGE 88023         ,04/15/2020,04/16/2020,04/16/2020,04/20/2020,,,05/11/2020,,,05/14/2020,07/09/2020,,,T4009     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,666-A,6951-666-A,#N/A,14B-P-6120206-05,4                        ,ALUMINUM            ,04/09/2020,04/14/2020,04/15/2020,04/15/2020,,,05/11/2020,,,05/14/2020,07/09/2020,,,T4009     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,707-C,6951-707-C,#N/A,14B-P-6120303-01,6                        ,BEIGE 88023         ,04/15/2020,04/16/2020,04/16/2020,04/20/2020,,,05/11/2020,,,05/14/2020,07/09/2020,,,T4009     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,707-D,6951-707-D,#N/A,14B-P-6120303-01,6                        ,BEIGE 88023         ,04/15/2020,04/16/2020,04/16/2020,04/16/2020,,,05/11/2020,,,05/14/2020,07/09/2020,,,T4009     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,712-B,6951-712-B,#N/A,14B-P-6120404-05,4                        ,ALUMINUM            ,04/09/2020,04/14/2020,04/16/2020,04/16/2020,,,05/11/2020,,,05/14/2020,07/09/2020,,,T4009     ,G1A-3     ,B31.3          ,14B       
TEXAS     ,76-A,6951-76-A,#N/A,15A-LS-6122303-01,6A                       ,ALUMINUM            ,05/15/2020,05/18/2020,05/18/2020,05/18/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G1A-3     ,B31.3          ,15A       
TEXAS     ,77,6951-77-A,#N/A,15A-LS-6122303-02,6A                       ,ALUMINUM            ,05/15/2020,05/20/2020,05/20/2020,05/20/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G1A-3     ,B31.3          ,15A       
TEXAS     ,77,6951-77-B,#N/A,15A-LS-6122303-02,6A                       ,ALUMINUM            ,05/15/2020,05/20/2020,05/20/2020,05/20/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G1A-3     ,B31.3          ,15A       
TEXAS     ,81-D,6951-81-D,#N/A,15B-LS-6122303-01,6A                       ,ALUMINUM            ,05/15/2020,06/02/2020,06/02/2020,06/02/2020,,,06/25/2020,,,06/30/2020,,,,T2012     ,G1A-3     ,B31.3          ,15B       
TEXAS     ,110-A,6951-110-A,#N/A,20B-CD-6313308-03,4                        ,BEIGE 88023         ,05/15/2020,05/19/2020,05/19/2020,05/19/2020,,,05/28/2020,,,06/02/2020,,,,T2006     ,G3A-3     ,B31.3          ,20B       
TEXAS     ,108-A,6951-108-A,#N/A,20B-CD-6313308-01,4                        ,BEIGE 88023         ,05/15/2020,05/18/2020,05/18/2020,05/19/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G3A-3     ,B31.3          ,20B       
TEXAS     ,109-A,6951-109-A,#N/A,20B-CD-6313308-02,4                        ,BEIGE 88023         ,05/15/2020,05/18/2020,05/19/2020,05/19/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G3A-3     ,B31.3          ,20B       
TEXAS     ,111-A,6951-111-A,#N/A,20B-CD-6313310-01,4                        ,BEIGE 88023         ,05/15/2020,05/19/2020,05/19/2020,05/19/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G3A-3     ,B31.3          ,20B       
TEXAS     ,112-A,6951-112-A,#N/A,20B-CD-6313310-02,4                        ,BEIGE 88023         ,05/15/2020,05/19/2020,05/20/2020,05/20/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G3A-3     ,B31.3          ,20B       
TEXAS     ,113-A,6951-113-A,#N/A,20B-CD-6313310-03,4                        ,ISO NO.,05/15/2020,05/20/2020,05/26/2020,05/26/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G3A-3     ,B31.3          ,20B       
TEXAS     ,118-A,6951-118-A,#N/A,20B-CWS-6313388-01,1                        ,BEIGE 88023         ,05/15/2020,05/19/2020,05/19/2020,05/20/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G1U-4-TP1 ,B31.3          ,20B       
TEXAS     ,119-A,6951-119-A,#N/A,20B-CWS-6313389-01,1                        ,BEIGE 88023         ,05/15/2020,05/19/2020,05/19/2020,05/20/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G1U-4-TP1 ,B31.3          ,20B       
TEXAS     ,19-B,6951-19-B,#N/A,20B-P-6313304-03,4A                       ,ALUMINUM            ,05/15/2020,05/18/2020,05/18/2020,05/26/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G3A-3     ,B31.3          ,20B       
TEXAS     ,22-B,6951-22-B,#N/A,20B-P-6313305-03,4A                       ,ALUMINUM            ,05/15/2020,05/18/2020,05/18/2020,05/26/2020,,,05/27/2020,,,06/01/2020,,,,T2010     ,G3A-3     ,B31.3          ,20B       
TEXAS     ,782-A,6951-782-A,#N/A,30B-CWR-6190109-01,1                        ,BEIGE 88023         ,06/29/2020,07/08/2020,07/09/2020,07/09/2020,,,,,,,,,,,G1U-4-TP1 ,B31.3          ,30B       
TEXAS     ,782-B,6951-782-B,#N/A,30B-CWR-6190109-01,1                        ,BEIGE 88023         ,06/29/2020,06/30/2020,06/30/2020,06/30/2020,,,07/07/2020,,,07/09/2020,,,,T2013     ,G1U-4-TP1 ,B31.3          ,30B       
TEXAS     ,783-C,6951-783-C,#N/A,30B-CWS-6190108-01,1                        ,BEIGE 88023         ,06/29/2020,06/30/2020,06/30/2020,06/30/2020,,,07/07/2020,,,07/09/2020,,,,T2013     ,G1U-4-TP1 ,B31.3          ,30B       
TEXAS     ,842-A,6951-842-A,#N/A,30B-CD-6413210-04,4                        ,BEIGE 88023         ,06/16/2020,06/23/2020,06/24/2020,06/24/2020,,,07/07/2020,,,07/09/2020,,,,T2013     ,G3A-3     ,B31.3          ,30B       
TEXAS     ,845-A,6951-845-A,#N/A,30B-CD-6413212-03,4                        ,BEIGE 88023         ,06/16/2020,06/18/2020,06/18/2020,06/22/2020,,,07/07/2020,,,07/09/2020,,,,T2013     ,G3A-3     ,B31.3          ,30B       
TEXAS     ,783-B,6951-783-B,#N/A,30B-CWS-6190108-01,1                        ,BEIGE 88023         ,06/29/2020,07/06/2020,07/06/2020,07/06/2020,,,,,,,,,,T2014     ,G1U-4-TP1 ,B31.3          ,30B       
TEXAS     ,789-A,6951-789-A,#N/A,30B-OW-6418301-01,1                        ,BEIGE 88023         ,06/29/2020,07/06/2020,07/06/2020,07/06/2020,,,,,,,,,,T2014     ,G1A-3     ,B31.3          ,30B       
TEXAS     ,485-B,6951-485-B,#N/A,31A-P-6415115-02,4                        ,BEIGE 88023         ,06/16/2020,06/17/2020,06/17/2020,06/18/2020,,,06/25/2020,,,06/30/2020,,,,T2012     ,G3A-3     ,B31.3          ,31A       
TEXAS     ,740-C,6951-740-C,#N/A,31A-P-6415304-02,6                        ,BEIGE 88023         ,06/16/2020,06/17/2020,06/17/2020,06/18/2020,,,06/25/2020,,,06/30/2020,,,,T2012     ,G6A-1     ,B31.3          ,31A       
TEXAS     ,483-A,6951-483-A,#N/A,31A-NG-6415103-02,4                        ,BEIGE 88023         ,06/16/2020,06/17/2020,06/18/2020,06/18/2020,,,07/07/2020,,,07/09/2020,,,,T2013     ,G3A-3     ,B31.3          ,31A       
TEXAS     ,327-A,6951-327-A,#N/A,31A-P-6415302-05,4                        ,BEIGE 88023         ,06/29/2020,07/02/2020,07/06/2020,07/06/2020,,,,,,,,,,T2014     ,G6A-1     ,B31.3          ,31A       
TEXAS     ,327-C,6951-327-C,#N/A,31A-P-6415302-05,4                        ,BEIGE 88023         ,06/29/2020,07/07/2020,07/08/2020,07/08/2020,,,,,,,,,,T2014     ,G6A-1     ,B31.3          ,31A       
TEXAS     ,362-B,6951-362-B,#N/A,31A-P-6415406-04,4/1 SEE ISO              ,BEIGE 88023/BLUE 987,06/29/2020,07/06/2020,07/07/2020,07/07/2020,,,,,,,,,,T2014     ,SEE ISO   ,B31.3          ,31A       
MOBILE    ,861-A,6951-861-A,#N/A,13B-P-6119306-01,4                        ,ALUMINUM            ,06/04/2020,06/16/2020,06/25/2020,06/29/2020,,,,,,,,,,M2008     ,G9A-11    ,B31.3          ,13B       
MOBILE    ,533-A,6951-533-A,#N/A,13C-OW-6118673-01,1                        ,BEIGE 88023         ,05/27/2020,,,,,,,,,,,,,,G1A-15    ,B31.3          ,13C       
MOBILE    ,538-A,6951-538-A,#N/A,13C-P-6118601-01,4                        ,ALUMINUM            ,05/27/2020,,,,,,,,,,,,,,G3A-3     ,B31.3          ,13C       
MOBILE    ,538-B,6951-538-B,#N/A,13C-P-6118601-01,4                        ,ALUMINUM            ,05/27/2020,,,,,,,,,,,,,,G3A-3     ,B31.3          ,13C       
MOBILE    ,543-A,6951-543-A,#N/A,13C-P-6118621-01,4                        ,ALUMINUM            ,06/04/2020,,,,,,,,,,,,,,G1A-3     ,B31.3          ,13C       
MOBILE    ,563-B,6951-563-B,#N/A,13C-P-6119108-01,6                        ,ALUMINUM            ,06/04/2020,,,,,,,,,,,,,,G6A-1     ,B31.3          ,13C       
MOBILE    ,563-C,6951-563-C,#N/A,13C-P-6119108-01,6                        ,ALUMINUM            ,06/10/2020,,,,,,,,,,,,,,G6A-1     ,B31.3          ,13C       
MOBILE    ,563-D,6951-563-D,#N/A,13C-P-6119108-01,6                        ,ALUMINUM            ,06/10/2020,,,,,,,,,,,,,,G6A-1     ,B31.3          ,13C       
MOBILE    ,565-B,6951-565-B,#N/A,13C-P-6119109-01,6                        ,ALUMINUM            ,06/04/2020,06/09/2020,,,,,,,,,,,,,G6A-1     ,B31.3          ,13C       
MOBILE    ,566-A,6951-566-A,#N/A,13C-P-6119109-02,6                        ,ALUMINUM            ,06/04/2020,,,,,,,,,,,,,,G6A-1     ,B31.3          ,13C       
MOBILE    ,567-A,6951-567-A,#N/A,13C-P-6119109-03,4                        ,ALUMINUM            ,05/27/2020,,,,,,,,,,,,,,G6A-1     ,B31.3          ,13C       
MOBILE    ,676-A,6951-676-A,#N/A,13C-P-6119105-01,6                        ,ALUMINUM            ,06/04/2020,,,,,,,,,,,,,,G6A-1     ,B31.3          ,13C       
MOBILE    ,756-B,6951-756-B,#N/A,13C-P-6119108-04,6                        ,ALUMINUM            ,05/27/2020,,,,,,,,,,,,,,G6A-1     ,B31.3          ,13C       
MOBILE    ,757-A,6951-757-A,#N/A,13C-P-6119109-04,6                        ,ALUMINUM            ,05/27/2020,,,,,,,,,,,,,,G6A-1     ,B31.3          ,13C       
MOBILE    ,757-B,6951-757-B,#N/A,13C-P-6119109-04,6                        ,ALUMINUM            ,05/27/2020,,,,,,,,,,,,,,G6A-1     ,B31.3          ,13C       
MOBILE    ,799-B,6951-799-B,#N/A,13C-CWR-6119185-01,1                        ,BEIGE 88023         ,05/27/2020,,,,,,,,,,,,,,G1U-4-TP1 ,B31.3          ,13C       
MOBILE    ,800-A,6951-800-A,#N/A,13C-CWS-6119184-01,1                        ,BEIGE 88023         ,05/27/2020,,,,,,,,,,,,,,G1U-4-TP1 ,B31.3          ,13C       
MOBILE    ,802-A,6951-802-A,#N/A,13C-P-6118605-01,4                        ,ALUMINUM            ,06/04/2020,,,,,,,,,,,,,,G1A-3     ,B31.3          ,13C       
MOBILE    ,806-A,6951-806-A,#N/A,13C-P-6119105-03,4                        ,ALUMINUM            ,06/04/2020,,,,,,,,,,,,,,G6A-1     ,B31.3          ,13C       
MOBILE    ,806-C,6951-806-C,#N/A,13C-P-6119105-03,4                        ,ALUMINUM            ,06/04/2020,,,,,,,,,,,,,,G6A-1     ,B31.3          ,13C       
MOBILE    ,807-A,6951-807-A,#N/A,13C-P-6119106-01,4                        ,ALUMINUM            ,,,,,,,,,,,,,,,G6A-1     ,B31.3          ,13C       
MOBILE    ,553-A,6951-553-A,#N/A,13C-P-6118923-01,4                        ,BEIGE 88023         ,05/14/2020,05/21/2020,05/21/2020,05/21/2020,07/01/2020,,,,,,,,,M1002     ,G3H-1-TP1 ,B31.3          ,13C       
